ITEM CCODE,BARCODE,ITEM DESCRIPTION,CATERGORY,item catergory,unit of measure
XFA-REL-LTR,30213.0,Release,59,external,kg
XFA-SOI-LTR,,Sunflower Sunfoil 5 Ltr,59,external,lt
XFA-SOR-LRT,30242.0,Sorbitol 30LTR,59,external,lt
XFA-YWT-KGR,30244.0,Yeast Wet,59,external,kg
XFL-BRF-125,30215.0,Flour Brown,9,external,kg
XFL-CAF-125,30217.0,FlourCake,63,external,kg
XFL-CMB-125,,Complete Mix - Brown Bread Flour,63,external,kg
XFL-CMW-125,,Complete Mix - White Bread Flour,59,external,kg
XFL-GSE-KGR,,Semolina Golden Cloud 1kg,59,external,kg
XFL-NYA-KGR,,Nyala Maize Meal 10kg,59,external,kg
XMO-BS6-KGR,,Premix Bread S6002 5%,59,external,kg
XMP -BFM-KGR,,Premix Butter Flavoured Madeira 12.5kg,59,external,kg
XMP-S60-KGR,,Premix S6002 Bread,59,external,kg
XMP-SCC-KGR,,Sponge Chocolate Coastal,59,external,kg
XMP-SRA-KGR,,Soft Roll Alpaga Improver,59,external,kg
XMP-SRE-EAC,,Sponge Redvelvet Premix,59,external,kg
XPM-5PB-KGR,,Premix bread 5%,59,external,kg
XPM-AFG-KGR,,Apricot Flan Gel,59,external,kg
XPM-CCM-KGR,30110.0,Mix Chocomousse,59,external,kg
XPM-EMC-KGR,,Sponge Ebony Moist Choc Mix,59,external,kg
XPM-FAI-KGR,30118.0,Premix 15% Sweet Fairglen,59,external,kg
XPM-FON-5KG,30233.0,Fond Suisse,59,external,kg
XPM-FRU-KGR,30088.0,Fruit Mince,59,external,kg
XPM-HXB-KGR,30104.0,Hot x bun full premix,59,external,kg
XPM-MUE-KGR,30113.0,Mix Muesli Slice,59,external,kg
XPM-NOB-KGR,,No-bake premix,59,external,kg
XPM-PAS-KGR,30116.0,Paste 4.5% Standard Bread,59,external,kg
XPM-SCH-KGR,30099.0,Sponge Chocolate,59,external,kg
XPM-SPC-KGR,30243.0,Stabiliser Pettina Cream,59,external,kg
XPM-SPE-KGR,30128.0,Sponge Eggless,59,external,kg
XPM-SPI-KGR,30100.0,Sponge Pettina Instant,59,external,kg
XPM-SVC-KGR,,Sponge Instant Coastal,59,external,kg
XPM-SWE-KGR,30119.0,Premix 20% Sweet Red,59,external,kg
XPO-BCS-KGR,,Specialty-Chai,59,external,kg
XPO-BMS-LTR,,Bubblegum Milkshake Syrup,59,external,lt
XPO-CMS-LTR,,Chocolate Milkshake Syrup,59,external,lt
XPO-LMS-LTR,,Lime Milkshake Syrup,59,external,lt
XPO-MHS-LTR,,Monin Hazelnut Syrup,59,external,lt
XPO-MVS-LTR,,Monin Vanilla Syrup,59,external,lt
XPO-SCF-KGR,,Specialty - Coffee Freezo,59,external,kg
XPO-SCM-LTR,,Salted Caramel Milkshake Syrup,59,external,kg
XPO-SIC-KGR,,Specialty -Indonesian Coffee,59,external,kg
XPO-SMC-EAC,,Monin Caramel Sauce,59,external,lt
XPO-SMC-LTR,,Monin Caramel Syrup,59,external,lt
XPO-SMS-LTR,,Strawberry Milkshake Syrup,59,external,lt
XSN-ANI-KGR,30479.0,Aniseed,59,external,kg
XSN-FLA-KGR,,Flaked Almonds 1Kg,59,external,kg
XSN-NUT-KGR,30131.0,Nuts Nibb,59,external,kg
XSN-PEH-KGR,,Pecan Nut Halves,59,external,kg
XSN-SDP-KGR,30135.0,seed poppy,59,external,kg
XSN-SES-KGR,30499.0,Sesame Seed,59,external,kg
XSN-SJEE-KGR,,Spice Jeera Whole,59,external,kg
XSN-SMI-KGR,,Spice Mixed Herbs,59,external,kg
XSN-SOR-KGR,,Spice Origanum,59,external,kg
XSN-WHS-KGR,,Whole Somph,59,external,kg
XSP- DHA-EAC,,Spice- Dhania,59,external,kg
XSP-ALG-KGR,,Ground Almonds,59,external,kg
XSP-BAK-KGR,30239.0,Baking Powder (Hercules),59,external,kg
XSP-BIC-KGR,30224.0,Bicarbonate Soda,59,external,kg
XSP-CIN-KGR,30506.0,Cinnamon Ground,59,external,kg
XSP-COR-KGR,30633.0,CornFlour,59,external,kg
XSP-SAL-EAC,30240.0,Salt Bale,59,external,kg
XSP-SBN-KGR,30142.0,Spice Bunspice,59,external,kg
XSP-SNU-800G,,Spice Nutmeg Ground 800g,59,external,kg
XSP-WNM-KGR,1034.0,Whole Nutmeg,59,external,kg
XSU-ESS-KGR,,Equisweet Sucralose Sachets,59,external,kg
XSU-HIS-KGR,30671.0,Huletts Icing Sugar,59,external,kg
XSU-IBS-KGR,,Hullets Brown Sugar Tubes,59,external,kg
XSU-IWS-KGR,,Huletts White Sugar Tubes,59,external,kg
XSU-SBN-KGR,30148.0,Sugar Brown,59,external,kg
XSU-SCH-KGR,30149.0,Sugar Castor Huletts,63,external,kg
XSU-SIC-KGR,30150.0,Sugar Icing Huletts,59,external,kg
XSU-SWH-KGR,30151.0,Sugar White Huletts,59,external,kg
XTO - PIR-KGR,,Pineapple Rings 440g,59,external,kg
XTO- ESG-KGR,,Espresso Grind Slojo Spiced Chai,59,external,kg
XTO- GRT-EAC,,Green Tea,58,external,kg
XTO- VIC-LTR,,Gatti Vanilla Ice Cream,59,external,kg
XTO-AJM-KGR,30219.0,Jam Apricot (All Gold),59,external,kg
XTO-ALE-KGR,,Almond Essence,59,external,kg
XTO-ALM-KGR,30188.0,Almond Icing,59,external,kg
XTO-ASA-KGR,,Ayesha Samoosa Strips,59,external,kg
XTO-BAR-KGR,30651.0,Bar One Spread,59,external,kg
XTO-BOO-EAC,,Biscuit Original Oreo,14,internal,
XTO-CCL-KGR,,Officemate Creamy Chai Latte,59,external,kg
XTO-CFU-KGR,,Cereal Choc Future Life 1.25kg,59,external,kg
XTO-CHE-KGR,30222.0,Pie Filling Black Forest Pie Filling,59,external,kg
XTO-CHI-LTR,,Sauce Chilli 2lt,59,external,lt
XTO-COB-KGR,,Coffee Beans,59,external,kg
XTO-CTS-EAC,,Carte D Toffee Sauce,59,external,kg
XTO-DHC-KGR,,Officemate Dark Hot Choc,59,external,kg
XTO-GAR-KGR,,Spread Garlic & Herb,59,external,kg
XTO-GRA-KGR,30221.0,Pie Filling Granadilla,59,external,kg
XTO-GSP-KGR,30561.0,Golden Syrup,59,external,kg
XTO-HAS-KGR,,Spread Hazelnut 5kg,59,external,kg
XTO-HCC-KGR,,Hot Chocolate Coffee Merchant,59,external,kg
XTO-HPM-EAC,,Carte D Hot Pudding Mix,59,external,kg
XTO-HZL-KGR,30152.0,Hazelnut Praline,59,external,kg
XTO-ICE-KGR,,Ice,59,external,kg
XTO-ICK-5KG,30105.0,Instant Custard Kramess,59,external,kg
XTO-JEL-KG,,Assorted Jelly,59,external,kg
XTO-KBO-EAC,,Knorr Brown Onion Soup,59,external,kg
XTO-KCM-EAC,,Knorr Creamy Mushroom Sauce,59,external,kg
XTO-KCS-EAC,,Knorr Cream of Chicken Soup,59,external,kg
XTO-KLI-KGR,,Klim 500g,59,external,kg
XTO-LEC-5KG,30230.0,Dip Leamington Chocolate,59,external,kg
XTO-LER-5KG,30231.0,Dip Leamington Raspberry,59,external,kg
XTO-MAY-KGR,,Mayonnaise Cross & Blackwell 3kg,59,external,kg
XTO-MBD-500ML,,Milky Bar Dessert Topping,59,external,kg
XTO-MHC-KGR,,Officemate Milky Hot Choc,59,external,kg
XTO-MUS-LTR,,Mustard Sauce,59,external,kg
XTO-NUT-KGR,,Nutella 3kg,59,external,kg
XTO-OAT-KGR,,Fine Oats 25 kg,59,external,kg
XTO-PCH-KGR,30162.0,Paste Chocolate,59,external,kg
XTO-PDA-KG,,Pitted Dates,59,external,kg
XTO-PEP-KGR,,Nestle Peppermint Topping,59,external,kg
XTO-PIN-EAC,,Pineapple crushed,59,external,kg
XTO-PLI-KGR,30189.0,Icing plastic,59,external,kg
XTO-RIC-KGR,,Aunt Caroline Rice,59,external,kg
XTO-SAJ-900G,,Jam Strawberry All Gold 900g,59,external,kg
XTO-SBJ-KGR,30220.0,Jam Strawberry (All Gold),59,external,kg
XTO-SBO-KGR,30154.0,Spread Bar One Nestle,59,external,kg
XTO-SCA-KGR,30155.0,Spread caramel,59,external,kg
XTO-SCF-KGR,,Coffee Freezo Slojo,59,external,kg
XTO-SHC-KGR,,Specialty Hot Chocolate,59,external,kg
XTO-SHW-KGR,,Specialty White Hot Chocolate,59,external,kg
XTO-SPE-KGR,,Spread Peanut Butter 3kg,59,external,kg
XTO-STR-KGR,30710.0,Pie Filling Strawberry,59,external,kg
XTO-TMR-KGR,,Taj Mahal Rice 10KG,59,external,kg
XTO-TOM-LTR,,Tomatoe Sauce,59,external,kg
XTO-VIN-LT,,Vinegar,59,external,kg
YBA-BOO-MX1,30446.0,Sub Batter - Bar One Sponge Round,72,internal,kg
YBA-BSC-MXI,,Sub Batter- Butter Scones,72,internal,kg
YBA-CAC-MX1,30432.0,Sub Batter Carrot Cake,72,internal,kg
YBA-CCC-MX1,30859.0,Sub Batter-Carrot Cake with Cream Cheese Slab,72,internal,kg
YBA-CGS-MX1,30442.0,Sub Batter- Chocolate Gateaux Sponge,72,internal,kg
YBA-CHC-MX1,30434.0,Sub Batter-Chocolate Brownie,72,internal,kg
YBA-CHO-MX1,30352.0,Sub Sponge Batter -Chocolate,72,internal,kg
YBA-CHS-MX1,30441.0,Sub Batter-Chocolate Sponge Sheet,72,internal,kg
YBA-CSP-MX1,30447.0,Sub Batter- Choc Swissroll Sponge,72,internal,kg
YBA-CSS-MX1,30864.0,Sub Batter - choc sheet scratch mix,72,internal,kg
YBA-DEG-MX1,,Sub Batter Eggless Diwali Cake,72,internal,kg
YBA-DIS-MX1,30622.0,Sub Batter Diwali Sponge,72,internal,kg
YBA-DIV-MX1,30537.0,Sub Sponge Batter Diwali,72,internal,kg
YBA-EFS-MX1,30443.0,Sub Batter -Eggfree Sponge sheet,72,internal,kg
YBA-EGS-MX1,30623.0,Sub Batter Eggless Gateaux Sponge,72,internal,kg
YBA-ESN-MX1,30768.0,Sub Batter Snowball Eggles,72,internal,kg
YBA-FRS-MX1,30438.0,Sub Batter- Fruit Scones,72,internal,kg
YBA-HCB-MX1,30351.0,Sub Dough- Hot Cross Buns,72,internal,kg
YBA-HCC-MX1,30659.0,Sub Batter Cross for Hot Cross Buns,72,internal,kg
YBA-MAD-MX1,30435.0,Sub Batter - Madeira Slab,72,internal,kg
YBA-MCC-MX1,,Sub Sponge Batter- Moist Choc Sponge C/C,72,internal,kg
YBA-QUC-MX1,30436.0,Sub Batter -Queen Cake,72,internal,kg
YBA-RBS-MX1,30618.0,Sub Batter Rainbow Sponge,72,internal,kg
YBA-RCS-MX1,30656.0,Sub Batter Rich Choc Sponge,72,internal,kg
YBA-ROT-MX1,,Sub Dough Roti 12s,72,internal,kg
YBA-SCO-MX1,30437.0,Sub Batter - Scones,72,internal,kg
YBA-SMC-MX1,,Sub Sponge Batter - Moist Choc Sponge Fererro,72,internal,kg
YBA-SNB-MX1,30439.0,Sub Batter -Snowball,72,internal,kg
YBA-SPO-MX1,30444.0,Sub Batter - Strawberry Sponge,72,internal,kg
YBA-VAN-MX1,30353.0,Sub Sponge Batter - Vanilla Gateaux,72,internal,kg
YBA-VNS-MX1,30445.0,Sub Batter Vanilla Sheets Coastal,72,internal,kg
YBA-VSR-MX1,30448.0,Sub Batter- Vanilla Swissroll Sponge,72,internal,kg
YBA-WNS-MX1,30440.0,Sub Batter- Windsor Slab,72,internal,kg
YBU -CTR-EAC,,Cake ring tins 170X70mm,66,external,ea
YBU-CRE-MX6,30347.0,Sub Buns-Cream 6s,72,internal,kg
YBU-JUG-2LT,,Jug Plastic 2 litre,53,external,ea
YBU-JUG-5LT,,Jug Plastic 5 litre,53,external,ea
YBU-OVM-EAC,30005.0,Oven Mittens,53,external,ea
YBU-PAL-EAC,30653.0,Palette Knife,53,external,ea
YBU-PBR-EACH,,Pastry Brush Nylon 60mm,53,external,ea
YBU-SBP-EAC,30012.0,Sponge for bread pan,53,external,ea
YBU-SPR-EAC,30013.0,Springform Cake Pan,66,external,ea
YBU-SSC-EAC,,Scraper Steel 115x80mm,53,external,ea
YCC-14C-EAC,30288.0,Case No 14 Cake,9,external,ea
YCC-24E-EAC,30485.0,Madeira case 24e,9,external,ea
YCC-APR-EAC,,White Plastic Aprons,53,external,ea
YCC-BLA-EAC,,Gel super black,59,external,ea
YCC-BRA-KGR,30530.0,Brandy,59,external,lt
YCC-BUN-EAC,30044.0,Paper 10kg Bunny,53,external,kg
YCC-BUR-EAC,30169.0,Gel Burgundy,59,external,kg
YCC-CHA-EAC,30630.0,Champagne Bottle,45,external,ea
YCC-CRC-MX1,,Sub Cream Cheese,72,external,kg
YCC-CRG-EAC,,Cream Gun 500g,53,external,ea
YCC-CSC-EAC,,Coffee Scale,73,external,ea
YCC-CUP-EAC,30803.0,Red Cupcakes Cup,9,external,ea
YCC-DEP-EAC,,Gel Food Deep Pink,59,external,kg
YCC-EDI-005,,Canon Edible Ink set 5s 480/1,59,external,ea
YCC-ELE-EAC,30165.0,Electric Green Gel,59,external,kg
YCC-EOR-EAC,30660.0,Gel Col. Elec Orange,59,external,kg
YCC-ESL-EAC,30677.0,Electronic Scale,73,,kg
YCC-GEL-EAC,30185.0,Gel liquid gold /silver/ pearl,59,external,kg
YCC-GEP-EAC,30625.0,Gel Food Col.Elec Purple,59,external,kg
YCC-GLG-EAC,30626.0,Gel Food Col.Leaf Green,53,external,kg
YCC-GLY-EAC,30628.0,Gel Food Col. Lemon Yellow,59,external,kg
YCC-GLY-KGR,30207.0,Glycerine,59,external,kg
YCC-GOM-EAC,30002.0,GlovesOven Mittens,53,external,ea
YCC-GPP-EAC,30766.0,Grease Proof Paper,53,external,kg
YCC-GPR-EAC,30740.0,GP REAM,53,external,kg
YCC-GSB-EAC,30627.0,Gel Food ColSky Blue,59,external,kg
YCC-ICS-EAC,,Icing Sheet A4 New,63,external,ea
YCC-ISH-EAC,30235.0,Icing Sheet A4 Borderless,59,external,ea
YCC-LEA-EAC,30624.0,Leaves No.Large,45,external,ea
YCC-LES-LTR,30690.0,Lemon Essense,59,external,ea
YCC-MET-EAC,30003.0,metallic nozzil 15mm star,53,external,ea
YCC-MGS-EAC,30641.0,Ed Cart Canon Mg Series,53,external,ea
YCC-MIS-EAC,30817.0,Mistletoe Garland ribbon,45,external,ea
YCC-MMC-EAC,30831.0,RICH MOIST XMAS CAKE,42,internal,ea
YCC-MOH-EAC,,Mop Hats,53,external,ea
YCC-MXR-EAC,30816.0,Merry xmas ribbon,53,external,ea
YCC-NME-EAC,30014.0,Nozzels metallic,53,external,ea
YCC-NST-EAC,30004.0,Nozzles star tubes 5s ( 42),53,external,ea
YCC-OCC-KGR,,Old Cakes Currant Square,45,external,ea
YCC-PAS-EAC,30006.0,Pastry Bag 13040 4 46cm,53,external,ea
YCC-PIL-EAC,30046.0,Pillars White,45,external,ea
YCC-PIN-EAC,30166.0,Pink Gel,59,external,ea
YCC-PIP-EAC,30674.0,Piping Bags No 4,53,external,ea
YCC-PLG-EAC,,Plastic Gloves,53,external,kg
YCC-POT-KGR,30237.0,Potassium Sorbate Granular,59,external,kg
YCC-PSR-EAC,30045.0,Paper Silicone Ream,53,external,ea
YCC-PSS-EAC,30008.0,Piping Tip Star Set,53,external,kg
YCC-PST-EAC,30007.0,Pastry Bag 13040 5 50cm Export,53,external,ea
YCC-PUR-EAC,30543.0,Gel Food Colouring Purple,59,external,kg
YCC-ROB-EAC,,Gel Food Royal Blue,59,external,kg
YCC-SHB-EAC,,Smartchef Heavy Duty Blender,73,external,ea
YCC-SIL-EAC,30655.0,Silicon Paper 500,53,external,ea
YCC-SOS-EAC,30701.0,Soccer Set,45,external,ea
YCC-SRD-EAC,30657.0,Gel Col.Super Red,59,external,kg
YCC-SUP-EAC,30170.0,Gel Super Red,59,external,kg
YCC-TEA-EAC,30172.0,Gel Teal,59,external,kg
YCC-THF-KGR,,Thickflo 25kg,59,external,kg
YCC-VIT-KGR,,Vitap Starch 25kg,59,external,kg
YCC-XPS-EAC,30815.0,Xmas Poinsettia Star Ribbon,45,external,ea
YCC-XSS-EAC,30834.0,Xmas stickers scroll,53,external,meter
YCK-BAN-MX1,30748.0,Sub-Banana Cake,72,internal,kg
YCK-FRC-MX1,30529.0,Sub Batter Christmas Windsor Plain,72,internal,kg
YCL-BAG-EAC,30048.0,Bag Black Refuse HD,9,external,ea
YCL-BLD-LTR,,Black Dip,53,external,lt
YCL-BLE-EAC,30049.0,Bleach 5L,53,external,lt
YCL-BRE-250G,,Detergent Brewtool 250G,53,external,kg
YCL-CEM-KGR,,Clenzo Espresso Cleaning Detergent,53,external,kg
YCL-DIS-EAC,30051.0,Dish Washing Liquid 25L,53,external,lt
YCL-DOO-EAC,,Doom,53,external,ea
YCL-EMP-EAC,30052.0,Empty Boxes,9,external,ea
YCL-FAS-LTR,,Fat Solves,53,external,lt
YCL-FLO-EAC,30053.0,Floor Cleaner Lav,53,external,lt
YCL-HHG-EAC,30814.0,Household Gloves,53,external,ea
YCL-HHH-EAC,30054.0,Handy Household 5l,53,external,lt
YCL-MRM-EAC,30819.0,Mr min,53,external,ea
YCL-OVC-EAC,30055.0,Oven Cleaner,53,external,lt
YCL-POT-EAC,30056.0,Pot Scourers,53,external,ea
YCL-SAN-500,,Hand Sanitiser 500ml,53,external,lt
YCL-SCC-KGR,,Speciality Cleaning Chemicals -Machine Cleaner 900,53,external,lt
YCL-SLW-EAC,30640.0,Steel Wool,53,external,ea
YCL-SPO-EAC,30057.0,Sponges,59,external,ea
YCL-UCD-900G,,Urnex Cafiza2 Detergent,53,external,kg
YDO-BIS-MX1,30463.0,Sub Dough-Biscuit,72,internal,kg
YDO-BRB-MX1,30413.0,Sub Dough Brown Bread,72,internal,kg
YDO-BUN-MX1,,Sub Dough - Buns,72,internal,kg
YDO-CRO-MX1,,Sub dough Croissants,72,internal,kg
YDO-CUC-MX1,30794.0,Sub Dough - Butter Biscuits,72,internal,kg
YDO-DAN-MX1,30451.0,Sub Dough -Danish,72,internal,kg
YDO-DOU-MX1,30453.0,Sub Dough-Doughnut,72,internal,kg
YDO-M3M-MX1,30464.0,Sub Dough Melting Moment Round 60g,72,internal,kg
YDO-MML-MX1,,Sub Dough Melting Moments Long 95g,72,internal,kg
YDO-NAA-MX1,30449.0,Sub Dough - Naan,72,internal,kg
YDO-ROL-MX1,30450.0,Sub Dough - Rolls,72,internal,kg
YDP-CHD-MX1,30401.0,Sub Lamington -Dip Chocolate,72,internal,kg
YDP-LAM-MX3,30402.0,Sub Raspberry Lamington - Dip,72,internal,kg
YDP-SNO-MX1,30403.0,Sub Snowball Dip,72,internal,kg
YEG-SNO-MX1,30767.0,Sub Snowball Eggless,72,internal,kg
YFC-FRC-MX1,30366.0,Sub Fresh Cream,72,internal,kg
YFI-BOG-MX1,30391.0,Sub Chocolate Ganache,72,internal,kg
YFI-BOM-MX1,30409.0,Sub Choc Mousse Bar One,72,internal,kg
YFI-CCC-KGR,,Sub Choc Cream Cheese,72,internal,kg
YFI-CUS-MX1,30406.0,Sub Custard Filing,72,internal,kg
YFI-FEM-MX1,,sub choc mousse ferrero,72,internal,kg
YFI-MIL-MX1,30408.0,Sub Milk Tart Filling,72,internal,kg
YFI-MOU-MX1,,Sub Mousse Mix,72,internal,kg
YFI-SQF-MX1,30405.0,Sub Currant Square Filling,72,internal,kg
YFI-STJ-MX1,30410.0,Sub Strawberry Jam Filling,72,internal,kg
YFI-TIR-MX1,30411.0,Sub Tiramisu,72,internal,kg
YGA-19K-EAC,30061.0,Gas 19kg,53,external,kg
YGA-AFS-EAC,,Air Filled Stand 1550x500,44,external,ea
YGA-FIR-EAC,30799.0,Fire Extinguisher,66,external,ea
YPA-ECL-MX1,30457.0,Sub Batter Eclairs,72,internal,kg
YPA-PUF-MX1,30459.0,Sub Pastry-Puff,72,internal,kg
YPA-SWE-MX1,30461.0,Sub Sweet Paste,72,internal,kg
YPI-PIC-MX1,30646.0,Sub Picture,72,internal,kg
YRO-COR-M12,30649.0,Sub Cocktail Rolls 12s,72,internal,kg
YSP-BSC-MX1,,Sub- Pie Bottom Short Crust Pastry,72,internal,kg
YSP-SCM-MX1,,Sub- Chicken & Mushroom Pie Filling,72,internal,kg
YSP-SHE-MX1,30389.0,Sub Bar One Sponge - Sheets,72,internal,kg
YSP-SMC-MX1,,Sub- Mutton Curry Pie Filling,72,internal,kg
YSP-SVP-MX1,,Sub- Veg Curry Pie Filling,72,internal,kg
YSP-TRI-MX1,30355.0,Sub -Sponge Trifle,72,internal,kg
YST-A4P-EAC,30066.0,A4 PAPER,53,external,ea
YST-ABR-EAC,30745.0,Absa Rolls,53,external,ea
YST-BAT-EAC,30837.0,Battery,53,external,ea
YST-BCI-EAC,,New Birthday Cake Invoices,53,external,ea
YST-BCO-EAC,30069.0,book cover,53,external,ea
YST-BRO-EAC,30632.0,Brother Toner Cart.7225N,53,external,ea
YST-BTI-EAC,30070.0,Books Tax Invoice,53,external,ea
YST-BTP-EAC,30840.0,Black Tape,53,external,ea
YST-DIW-EAC,30782.0,Diwali Invoice Books,53,external,ea
YST-DPL-EAC,,Diwali Cake Box Plates,9,external,ea
YST-ERC-EAC,,Epson Ribbon Cartridge,53,external,ea
YST-EXE-EAC,30065.0,A4 exercise book,53,external,ea
YST-HCB-EAC,30732.0,Hard cover book,53,external,ea
YST-HLS-EAC,30843.0,High lighters,53,external,ea
YST-LMP-EAC,30797.0,Laminating Plastic,53,external,ea
YST-LPS-EAC,30074.0,Laser Payslips,53,external,ea
YST-PFL-EAC,30075.0,paper file,53,external,ea
YST-PRI-EAC,30750.0,Pritt,53,external,ea
YST-SQA-PAC,30078.0,square white paper,53,external,ea
YST-STA-BOX,30079.0,Staples rexel no .56,53,external,ea
YST-TAP-EAC,30728.0,tape,53,external,ea
YST-TIL-EAC,30687.0,Till Rolls,53,external,ea
YST-TIP-EAC,30860.0,Tipex,53,external,ea
YST-TRL-EAC,30059.0,toilet roll,53,external,ea
YST-WGE-EAC,30733.0,Wage Envelope,9,external,ea
YTB-MIL-MX1,30510.0,Sub Milk Tart Base Large,72,internal,kg
YTB-MIS-MX1,30512.0,Sub Milk Tart Base Small,72,internal,kg
YTB-NOB-EAC,,Sub No Bake Cake,72,internal,kg
YTO-BEL-MX1,30418.0,Sub Belgica Tart Topping,72,internal,kg
YTO-BLC-MX1,30508.0,Sub Belgica Crumbs,74,internal,kg
YTO-BOF-KGR,,Sub Bar One Filling,72,internal,kg
YTO-BOG-KGR,,Sub- Bar One Ganache,72,internal,kg
YTO-BUC-MX1,30398.0,Sub Buttercream Chocolate,72,internal,kg
YTO-BUW-MX1,30357.0,Sub Buttercream- White,72,internal,kg
YTO-BUY-MX1,30400.0,Sub Buttercream Yellow,72,internal,kg
YTO-FOC-MX1,30412.0,Sub Fondant Chocolate,72,internal,kg
YTO-NAA-MX1,30375.0,Sub Naan topping,72,internal,kg
YTO-SNO-MX1,30419.0,Sub Snowball Coconut Topping,72,internal,kg
YTO-SUS-MX1,30417.0,Sub Sugar Syrup,72,internal,kg
YTO-SUW-MX1,30416.0,Sub Glaze Sugar Water,72,internal,kg
YTO-WFI-MX1,30539.0,Sub - White Fondant Icing,72,internal,kg
YUT-CDW-EAC,,Cutter Dough Wheel Divider,66,external,ea
YUT-GRU-EAC,30654.0,Grunter Knife,53,external,ea
YUT-PIP-EAC,30594.0,Piping Bag No 5,53,external,ea
YUT-SCA-EAC,30652.0,Scale Electronic,66,external,ea
YUT-WHI-EAC,,Whisks 350mm,66,external,ea
ZBX-16B-EAC,30246.0,16 box,9,external,ea
ZBX-883-EAC,30739.0,8*8*3,9,external,ea
ZBX-884-EAC,30738.0,8*8*4,9,external,ea
ZBX-MUFF-EACH,,Muffin Box Rose Design,9,external,ea
ZDB- FIC-EAC,,Genus Eco 30 Flying Insect Catcher,54,external,ea
ZDB-351-EAC,,L 351 Domes,9,external,ea
ZDB-38B-EAC,,38F Black Tray,9,external,ea
ZDB-38C-EAC,,38F Lid,9,external,ea
ZDB-38F-EAC,,38F Black Tray,9,external,ea
ZDB-S31-EAC,30281.0,Lids 300 Biscuit S312,9,external,ea
ZDB-SDL-EAC,,Square Desert Lid,9,external,ea
ZDB-SDT-EAC,,GLUTEN FREE COFFEE CAKE TUB,43,internal,ea
ZDO-DOY-EAC,30320.0,Doyley Round 240mm,9,external,ea
ZFO-10-EAC,30501.0,KR 10,9,external,ea
ZFO-14-EAC,30321.0,KR14,9,external,ea
ZFO-16-EAC,30322.0,KR16,9,external,ea
ZFO-18-EAC,30323.0,KR18,9,external,ea
ZFO-1M5-EAC,,KS 1MX500,9,external,ea
ZFO-20-EAC,30324.0,KR20,9,external,ea
ZFO-20R-EAC,30742.0,20 Round Board,9,external,ea
ZFO-500-EAC,30251.0,BOX 1M*500MM*6,9,external,ea
ZFO-NR1-EAC,30584.0,NR 10,9,external,ea
ZFO-NR2-EAC,30585.0,NR 12,9,external,ea
ZFO-NS1-EAC,30329.0,NS 10,9,external,ea
ZFO-NS2-EAC,30330.0,NS12,9,external,ea
ZFO-S16-EAC,30325.0,KS16,9,external,ea
ZFO-S18-EAC,30326.0,KS18,9,external,ea
ZFO-S20-EAC,30328.0,KS20,9,external,ea
ZFO-T14-EAC,30331.0,NS14,9,external,ea
ZFO-TN6-EAC,30617.0,NR 6,9,external,ea
ZFO-TN8-EAC,30332.0,NS8,9,external,ea
ZLA- REA-EAC,,Label Real Butter,9,external,ea
ZLA-ALA-50MM,,Oven Delights logo labels 50mmx40mm,9,external,ea
ZLA-LAB-EAC,30333.0,Label 40x46 B/white Label,9,external,ea
ZLA-LKI-EACH,,Label White Keep In Fridge,9,external,ea
ZLA-LPL-EAC,,Label For Platter Domes,9,external,ea
ZLA-OLA-EAC,,Label Oven Delights Logo 50x50mm,9,external,ea
ZLA-PLA-EAC,,Label Plates logo 50x50mm,9,external,ea
ZLA-PLL-EAC,,Label for Platters Assorted Flavours,9,external,ea
ZLA-WLB-EACH,,Label 40x29 White Label,9,external,ea
ZPA- SSW-EAC,,Stirrer Sticks Wooden,53,external,ea
ZPA-CDA-EAC,,4 Cup Drinkaway Carrier P2106,9,external,ea
ZPA-CDC-EAC,,2 Cup Drinkaway Carrier P2105,9,external,ea
ZPA-DWK-250ML,,250ml Double Wall Kraft Cup,9,external,ea
ZPA-DWK-350ML,,350ml Double Wall Kraft Cup,9,external,ea
ZPA-GRE-EAC,30302.0,Grease Proof 2(200*170),9,external,ea
ZPA-RSL-250ML,,250ml Ripple Sip Lid,9,external,ea
ZPA-RSL-350ML,,350ml Ripple Sip Lid,9,external,ea
ZPA-SER-BOX,30315.0,Servittes 200x300,53,external,ea
ZPA-SSW-EAC,,Stirrer Sticks Wooden,53,external,ea
ZPA-WHP-100ML,,100ml White Hot Paper Cup,9,external,ea
ZPL-70M-EAC,30284.0,Plastic Lids Clear 70mm,9,external,ea
ZPL-DES-EAC,30274.0,Desert Spoons,53,external,ea
ZPL-F70-EAC,30279.0,F70 BISCUIT CONTAINER,9,external,ea
ZPL-STR-BOX,30317.0,Wrapped Straws,53,external,ea
ZPL-TRO-EAC,30316.0,Trolley Cover,53,external,ea
ZPL-WSS--BOX,,Wrapped Smoothie Straw,53,external,ea
