ITEM CCODE,BARCODE,ITEM DESCRIPTION,CATERGORY,item catergory,unit of measure
BIS- CHC-EAC,,Biscuit Choc Chip,biscuit,internal,ea
BIS-ABB-EAC,16001.0,Biscuit Assorted Pure Butter,biscuit,internal,ea
BIS-BCV-EAC,,Biscuit Choc Vanilla 300g,biscuit,internal,ea
BIS-BUB-EAC,14071.0,Biscuit Butter Biscuit,biscuits,internal,ea
BIS-CCC-EAC,,Biscuit Choc Chip Cookie,biscuit,internal,ea
BIS-CHD-EAC,14079.0,Biscuit Choc Delights 300G,biscuit,internal,ea
BIS-CJN-EAC,14067.0,Biscuit Jam Nest 300G,biscuits,internal,ea
BIS-COC-EAC,,Biscuit Coconut,biscuit,internal,ea
BIS-CRU-EACH,14099.0,GLUTEN FREE RUSKS,biscuits,internal,ea
BIS-CUS-EAC,16201.0,Biscuit Custard,biscuit,internal,ea
BIS-DAT-EAC,,Biscuit Date Roll 300G,biscuit,internal,ea
BIS-DEB-EAC,14073.0,Designer Biscuits 300G,biscuits,internal,ea
BIS-FEB-EAC,16200.0,Biscuit Fego 300G,biscuit,internal,ea
BIS-FLF-EAC,14068.0,Biscuit choc Fingers 300G,biscuit,internal,ea
BIS-HSB-EAC,14076.0,Biscuit Horse Shoe 300G,biscuit,internal,ea
BIS-NAK-EAC,16077.0,Biscuit Naan Katai 300G,biscuit,internal,ea
BIS-PAO-EAC,16203.0,Biscuit Pcn & almnd 300G,biscuit,internal,ea
BIS-PNS-EAC,14069.0,Biscuit Pecan Nut Squares 300G,biscuit,internal,ea
BIS-RMC-EAC,16002.0,Biscuit Romany Creams,biscuit,internal,ea
BIS-ROC-EAC,14070.0,Biscuit Romany Creams,biscuit,internal,ea
BIS-SBB-EAC,16006.0,Biscuit Short Bread,biscuits,internal,ea
CAN-CMS-EAC,,Candles 10s- Silver,candle,external,ea
CAN-DOU-010,80351.0,Candle Numeral Double,candle,external,ea
CAN-DOU-080,8034.0,Candle Numeral Double,candle,external,ea
CAN-GOL-000,,Candle Numeral 0 Gold,candle,external,ea
CAN-GOL-001,,Candle Numeral 1 Gold,candle,external,ea
CAN-GOL-002,,Candle Numeral 2 Gold,candle,external,ea
CAN-GOL-003,,Candle Numeral 3 Gold,candle,external,ea
CAN-GOL-004,,Candle Numeral 4 Gold,candle,external,ea
CAN-GOL-005,,Candle Numeral 5 Gold,candle,external,ea
CAN-GOL-006,,Candle Numeral 6 Gold,candle,external,ea
CAN-GOL-007,,Candle Numeral 7 Gold,candle,external,ea
CAN-GOL-008,,Candle Numeral 8 Gold,candle,external,ea
CAN-GOL-009,,Candle Numeral 9 Gold,candle,external,ea
CAN-MAG-24S,8004.0,Candle Magic Assorted,candle,external,ea
CAN-MCA-EAC,30714.0,Magic Candles,candle,external,ea
CAN-MIX-24S,8005.0,Candle Mixed - 24x24,candle,external,ea
CAN-RAI-000,8006.0,Candle Numeral 0 Rainbow,candle,external,ea
CAN-RAI-001,8007.0,Candle Numeral 1 Rainbow,candle,external,ea
CAN-RAI-002,8008.0,Candle Numeral 2 Rainbow,candle,external,ea
CAN-RAI-003,8009.0,Candle Numeral 3 Rainbow,candle,external,ea
CAN-RAI-004,8010.0,Candle Numeral 4 Rainbow,candle,external,ea
CAN-RAI-005,8011.0,Candle Numeral 5 Rainbow,candle,external,ea
CAN-RAI-006,8012.0,Candle Numeral 6 Rainbow,candle,external,ea
CAN-RAI-007,8013.0,Candle Numeral 7 Rainbow,candle,external,ea
CAN-RAI-009,8015.0,Candle Numeral 9 Rainbow,candle,external,ea
CAN-SIL-000,,Candle Numeral 0 Silver,candle,external,ea
CAN-SIL-001,,Candle Numeral 1 Silver,candle,external,ea
CAN-SIL-002,,Candle Numeral 2 Silver,candle,external,ea
CAN-SIL-003,,Candle Numeral 3 Silver,candle,external,ea
CAN-SIL-004,,Candle Numeral 4 Silver,candle,external,ea
CAN-SIL-005,,Candle Numeral 5 Silver,candle,external,ea
CAN-SIL-006,,Candle Numeral 6 Silver,candle,external,ea
CAN-SIL-007,,Candle Numeral 7 Silver,candle,external,ea
CAN-SIL-008,,Candle Numeral 8 Silver,candle,external,ea
CAN-SIL-009,,Candle Numeral 9 Silver,candle,external,ea
CAN-WHI-000,8025.0,Candle Numeral 0 White,candle,external,ea
CAN-WHI-001,8016.0,Candle Numeral 1 White,candle,external,ea
CAN-WHI-002,8017.0,Candle Numeral 2 White,candle,external,ea
CAN-WHI-003,8018.0,Candle Numeral 3 White,candle,external,ea
CAN-WHI-004,8019.0,Candle Numeral 4 White,candle,external,ea
CAN-WHI-005,8020.0,Candle Numeral 5 White,candle,external,ea
CAN-WHI-006,8021.0,Candle Numeral 6 White,candle,external,ea
CAN-WHI-007,8022.0,Candle Numeral 7 White,candle,external,ea
CAN-WHI-008,8023.0,Candle Numeral 8 White,candle,external,ea
CAN-WHI-009,8024.0,Candle Numeral 9 White,candle,external,ea
CBA-BAC-014,,BD 14'' Buttercream Alphabet Cake,novelty,internal,ea
CBA-BEA-016,,BD 16'' Eggless Buttercream Alphabet Cake,novelty,internal,ea
CBC-BBG-EAC,11001.0,BC Birthday Gateaux,buttercream cake,internal,ea
CBC-BCC-EAC,30337.0,Icing Cup Cakes,buttercream cake,internal,ea
CBC-BCD-EAC,11004.0,BC Chocolate Delight,buttercream cake,internal,ea
CBC-BCE-EAC,,BC Eggless Vanilla Gateaux,buttercream cake,internal,ea
CBC-BCG-EAC,11003.0,BC Chocolate Gateaux,buttercream cake,internal,ea
CBC-BCN-EAC,30339.0,Icing Cup Cakes With Name,buttercream cake,internal,ea
CBC-BCS-EAC,11005.0,BC Chocolate Slice,buttercream cake,internal,ea
CBC-BDN-EAC,11016.0,BC Doughnut,buttercream cake,internal,ea
CBC-BEG-EAC,11040.0,BC Eggless Birthday Gateaux,buttercream cake,internal,ea
CBC-BET-EAC,11041.0,BC Triple Layer Eggless Drip Gateaux,buttercream cake,internal,ea
CBC-BRG-EAC,11042.0,BC Smash Choc Rose Pattern Gateaux,buttercream cake,internal,ea
CBC-BTD-EAC,11096.0,BC Triple Layer Drip Gateaux,buttercream cake,internal,ea
CBC-CBG-EAC,11097.0,Christmas Buttercream Gateaux,buttercream cake,internal,ea
CBC-CDB-EAC,15060.0,BC Choc Drip Gateaux,buttercream cake,internal,ea
CBC-CDN-EAC,11018.0,Chocolate Doughnut,buttercream cake,internal,ea
CBC-CNL-EAC,11032.0,Coconut Tartlet,biuttercream cake,internal,ea
CBC-CNR-EAC,11030.0,Coconut Ring,buttercream cake,internal,ea
CBC-CNS-EAC,11008.0,Coconut Slice,buttercream cake,internal,ea
CBC-CNT-EAC,11031.0,Coconut Tart,buttercream cake,internal,ea
CBC-CRP-EAC,11034.0,Cream Puff,buttercream figure,internal,ea
CBC-CUS-EAC,11035.0,Currant Square,buttercream cake,internal,ea
CBC-EB1-1M,,BD 1MX500 BC Eggless,buttercream 1mx500,internal,ea
CBC-FLA-EAC,11036.0,Flakey Bits,buttercream cake,internal,ea
CBC-JAP-EAC,11037.0,Jam Puff,buttercream cake,internal,ea
CBC-JAT-EAC,11038.0,Jam Tart,buttercream cake,internal,ea
CBC-JDN-EAC,11019.0,Jam Doughnut,buttercream cake,internal,ea
CBC-JTO-EAC,11039.0,Jam Turnover,buttercream cake,internal,ea
CBC-KOE-EAC,11020.0,Koeksuster 1s,buttercream cake,internal,ea
CBC-LPC-EAC,11009.0,Choc Lamington Plain,buttercream cake,internal,ea
CBC-LPR-EAC,11010.0,Raspberry Lamington Plain,buttercream cake,internal,ea
CBC-MBD-EAC,11043.0,Mini Buttercream D/N,buttercream,internal,ea
CBC-MBG-EAC,11098.0,Mothers Day Buttercream Gateaux,buttercream cake,internal,ea
CBC-MCD-EAC,11044.0,Mini Chocolate D/N,buttercream cake,internal,ea
CBC-MCL-EAC,,Mini Lamington Chocolate Plain,shop front,internal,ea
CBC-MEL-40G,11021.0,Melting Moments 40g (Round),sweet,external,ea
CBC-MEL-60G,11023.0,Melting Moments 60g (Long),buttercream cake,internal,ea
CBC-MFL-EAC,11045.0,Mini F/BITS,buttercream cake,internal,ea
CBC-MRL-EAC,,Mini Lamington Raspberry Plain,buttercream cake,internal,ea
CBC-MSB-EACH,11046.0,Mini S/B,buttercream cake,internal,ea
CBC-MUE-EAC,11007.0,Muesli Slice,buttercream cake,internal,ea
CBC-PCC-EAC,30338.0,BD Picture Cup Cakes,buttercream cakes,internal,ea
CBC-QUC-EAC,11011.0,Queen Cakes 1s,buttercream cake,internal,ea
CBC-SNO-EAC,11013.0,Snowballs 1s,buttercream cake,internal,ea
CBF-BCF-018,10088.0,BD Buttercream Figure 18,buttercream figure cake,internal,ea
CBF-BCF-018,10088.0,BD Buttercream Figure 18,buttercream figure cake,internal,ea
CBF-BCF-020,10090.0,BD Buttercream Figure 20,buttercream figure,internal,ea
CBF-BCF-020,10090.0,BD Buttercream Figure 20,buttercream figure,internal,ea
CBF-BCK-020,10096.0,BD Buttercream Key,novelty,internal,ea
CBF-BFE-020,10199.0,BD 20 Buttercream Figure on Base Eggless,buttercream figure,internal,ea
CBF-BFS-018,10092.0,BD Buttercream Fig on SL 18,buttercream figure cake,internal,ea
CBF-BFS-018,10092.0,BD Buttercream Fig on SL 18,buttercream figure cake,internal,ea
CBF-BFS-020,10094.0,BD Buttercream Fig on SL 20,buttercream figure cake,internal,ea
CBF-BLF-014,12001.0,BD Freshcream 14 Black Forest,freshcream square black forest,internal,ea
CBF-BLF-016,12020.0,BD Freshcream 16 Blackforest,freshcream blackforest,internal,ea
CBF-FCD-014,10039.0,BD Freshcream 14 DL,freshcream square,internal,ea
CBF-FCF-018,10089.0,BD Freshcream Figure 18,freshcream figure cake,internal,ea
CBF-FCF-020,10091.0,BD Freshcream Figure 20,freshcream figure,internal,ea
CBF-FCK-020,10097.0,BD Freshcream Key,novelty,internal,ea
CBF-FF0-020,,BD 20 Freshcream Figure Only Eggless,freshcream figure,internal,ea
CBF-FFE-020,10198.0,BD Freshcream Figure on Base Eggless 20,freshcream figure cake,internal,ea
CBF-FFS-018,10093.0,BD Freshcream Fig on SL 18,freshcream figure cake,internal,ea
CBF-FFS-020,10095.0,BD Freshcream Fig on SL 20,freshcream figure,internal,ea
CBF-FOE-020,,BD 20 Buttercream Figure Only Eggless,buttercream figure,internal,ea
CBN-B1M-EACH,,BD Buttercream 1MX1M,novelty,internal,ea
CBN-F1M-EACH,,BD Freshcream 1M X1M,novelty,internal,ea
CBR-BCR-012,10105.0,BD Buttercream 12 Round,buttercream cake round,internal,ea
CBR-BCR-014,10107.0,BD Buttercream 14 Round,buttercream cake round,internal,ea
CBR-BCR-016,10109.0,BD Buttercream 16 Round,buttercream round,internal,ea
CBR-BCR-018,10104.0,BD Buttercream 18 Round,buttercream cake round,internal,ea
CBR-BCR-020,10112.0,BD Buttercream 20 Round,buttercream round,internal,ea
CBR-FCR-012,10106.0,BD Freshcream 12 Round,freshcream cake round,internal,ea
CBR-FCR-014,10108.0,BD Freshcream 14 Round,freshcream cake round,internal,ea
CBR-FCR-016,10110.0,BD Freshcream 16 Round,freashcream round,internal,ea
CBR-FCR-018,10111.0,BD Freshcream 18 Round,freshcream round,internal,ea
CBR-FCR-020,10113.0,BD Freshcream 20 Round,freshcream round,internal,ea
CBS-BCD-012,10005.0,BD Buttercream 12 DL,buttercream square,internal,ea
CBS-BCD-014,10007.0,BD Buttercream 14 DL,buttercream square,internal,ea
CBS-BCD-016,10011.0,BD Buttercream 16 DL,buttercream square,internal,ea
CBS-BCD-018,10015.0,BD Buttercream 18 DL,buttercream square cake,internal,ea
CBS-BCD-020,10018.0,BD Buttercream 20 DL,buttercream square,internal,ea
CBS-BCD-022,10031.0,BD Buttercream 22 DL,buttercream square,internal,ea
CBS-BCE-016,10033.0,BD 16 BC DL Eggless,buttercream square,internal,ea
CBS-BLF-012,10078.0,BD Freshcream 12 Black Forest,freshcream black forest,internal,ea
CBS-FCD-012,10037.0,BD Freshcream 12 DL,freshcream square,internal,ea
CBS-FCD-016,10041.0,BD Freshcream 16 DL,freshcream square,internal,ea
CBS-FCD-018,10045.0,BD Freshcream 18 DL,freshcream square,internal,ea
CBS-FCD-020,10050.0,BD Freshcream 20 DL,frsshcream square,internal,ea
CBS-FCD-022,10054.0,BD Freshcream 22 DL,freshcream square,internal,ea
CBS-FCE-016,10103.0,BD 16 Freshcream Eggless,freshcream square,internal,ea
CBS-SBE-EACH,30650.0,Eggless Small Buttercream Gateaux,buttercream cake,internal,ea
CBW-CAK-003,10102.0,BD Buttercream 3 Tier Stacked,wedding cake,internal,ea
CBW-CKE-003,10098.0,BD Wedding Cake BC 10 12 14 Loose,wedding cake,internal,ea
CBW-STA-EAC,10289.0,BD Buttercream 2Tier Stacked 12 16,wedding cake,internal,ea
CEX- BDC-EAC,,Bar One 6 Layer Drip With Toppings,exotic cakes,internal,ea
CEX- BEG-EAC,14050.0,FC Bar One Eggless Drip,exotic cakes,internal,ea
CEX CCD-EAC,14030.0,Cheese Cake Dessert,exotic cakes,internal,ea
CEX- LFD-EACH,,20cmBC4LayerDrip Cake- Fresh Flowers Macaroon/topp,novelty,internal,ea
CEX- MCP-EAC,14091.0,Moist Chocolate Pudding,exotic cakes,internal,ea
CEX- MDB-EAC,,Buttercream 6 Layer Drip Cake with toppings,exotic cakes,internal,ea
CEX- NBS-EAC,,New York Blueberry Cheese Cake Slice,exotic,internal,ea
CEX -NYW-EAC,30665.0,New York Baked Cheese Cake Round,exotic cakes,internal,ea
CEX- RTR-12,,BC 12'' Round Triple Layer Rose Pattern,novelty,internal,ea
CEX-AMB-EAC,14001.0,American Brownie,exotic cakes,internal,ea
CEX-APP-EAC,14025.0,Apple Tart,exotic,internal,ea
CEX-ATS-EAC,,Apple Tartlet,exotic,internal,ea
CEX-BAR-012,10001.0,BD Bar One Square 12,exotic cakes,internal,ea
CEX-BAR-014,10002.0,BD Bar One Square 14,exotic cakes,internal,ea
CEX-BAR-016,10003.0,BD Bar One Square 16,exotic cakes,internal,ea
CEX-BAR-018,,BD Bar One Square 18,exotic cakes,internal,ea
CEX-BAR-020,,BD Bar One Square 20,exotic,internal,ea
CEX-BCC-EAC,14027.0,Baked Citrus Cheese Cake,exotic,internal,ea
CEX-BOL-EAC,4005.0,Bar One Log,exotic cakes,internal,ea
CEX-BOM-EAC,14065.0,Mothers Day Bar One Round with rose and leaves,exotic cakes,internal,ea
CEX-BOR-EAC,14003.0,Bar One Round,exotic cakes,internal,ea
CEX-BOS-EAC,4008.0,Bar One Slice,exotic cakes,internal,ea
CEX-BRC-EAC,14028.0,Baked Red Velvet Cheese Cake,exotic cakes,internal,ea
CEX-BVC-EAC,,Baked Vanilla Cheese Cake,exotic cakes,internal,ea
CEX-CAC-012,,BD 12 Carrot Cake square wit cream cheese,exotic,internal,ea
CEX-CAC-014,,BD 14' Carrot cake square with cream cheese,exotic,internal,ea
CEX-CAC-016,,BD 16' Carrot Cake Square with cream cheese,exotic cakes,internal,ea
CEX-CAC-018,,BD 18 Carrot Cake Square with cream cheese,exotic cakes,internal,ea
CEX-CAC-020,,BD 20 Carrot Cake Square with cream cheese,exotic,internal,ea
CEX-CAC-EAC,,Carrot Cake Cupcake,exotic cakes,internal,ea
CEX-CBD-EAC,,Chocolate Bar One 6 Layer Drip Cake,exotic cakes,internal,ea
CEX-CBO-EAC,14006.0,Christmas Bar One Round,exotic cakes,internal,ea
CEX-CCC-EAC,14033.0,Baked Choclate Cheese Cake,exotic cakes,internal,ea
CEX-CCP-6S,140295.0,Chocolate Cake Pops (6s),exotic cakes,internal,ea
CEX-CCS-EAC,14007.0,Cheese Cake Slice,exotic cakes,internal,ea
CEX-CCT-EAC,14008.0,Cheese Cake Tart,exotic cakes,internal,ea
CEX-CEG-EAC,14035.0,Caramel Exotic Gateaux,exotic cakes,internal,ea
CEX-CFD-EAC,,Chocolate Fererro 6 Layer Drip Cake,exotic cakes,internal,ea
CEX-CFE-EAC,14010.0,Christmas Ferrero Cake,exotic cakes,internal,ea
CEX-CHC-EAC,14036.0,Chocolate Cheese Cake Cup,exotic,internal,ea
CEX-CIC-EAC,14037.0,Citrus Cheese Cake Cup,exotic cakes,internal,ea
CEX-CRM-EAC,14199.0,Moist Choc Cake With Cream Cheese,exotic cakes,internal,ea
CEX-CUS-EAC,14042.0,Custard & Jelly,exotic cakes,internal,ea
CEX-DCV-EAC,14044.0,Decorative Chocolate Vanilla Gateaux,exotic cakes,internal,ea
CEX-EBC-EACH,,Bar One Cupcake Eggless,exotic cakes,internal,ea
CEX-FEM-EAC,14045.0,Mothers Day Ferrero Round with rose and leaves,exotic cakes,internal,ea
CEX-FER-012,10075.0,BD Ferrero Cake 12,exotic cakes,internal,ea
CEX-FER-014,10076.0,BD Ferrero Cake 14,exotic cakes,internal,ea
CEX-FER-016,10077.0,BD Ferrero Cake 16,exotic cakes,internal,ea
CEX-FER-018,,BD Ferrero Cake 18,exotic cakes,internal,ea
CEX-FER-020,,BD Ferrero Cake 20,exotic,internal,ea
CEX-FRC-EAC,14012.0,Ferrero Rocher Cake,exotic cakes,internal,ea
CEX-FRT-EAC,14013.0,Ferrero,sweet,external,ea
CEX-GCA-EAC,,Giant Cappuchino Muffin,exotic,internal,ea
CEX-GCC-EAC,,Giant Corn & Chives Muffin,exotic,internal,ea
CEX-GCH-EAC,,Giant Choc Muffin,exotic cakes,internal,ea
CEX-GCM-EAC,,Giant Chicken & Mushroom Muffin,exotic,internal,ea
CEX-GIM-EAC,14046.0,Giant Muffins,exotic cakes,internal,ea
CEX-GLP-EAC,,Giant Lemon Poppy& Nuts,exotic cakes,internal,ea
CEX-GPC-EAC,,Giant Pecan & Carrot Muffin,exotic,internal,ea
CEX-GSF-EAC,,Giant Spinach & Feta Muffin,exotic cakes,internal,ea
CEX-GVA-EAC,,Giant Vanilla Muffins,exotic cakes,internal,ea
CEX-LMS-EAC,,Lemon Meringue Tart Small,exotic,internal,ea
CEX-LMT-EAC,,Lemon Meringue Tart Large,exotic cakes,internal,ea
CEX-MAC-EAC,14047.0,Macaroons (4s),exotic cakes,internal,ea
CEX-MAL-EAC,14048.0,Malva Pudding,exotic,internal,ea
CEX-MAO-EAC,,Macaroons (1s),exotic,internal,ea
CEX-MBE-EAC,14049.0,Milky Bar Exotic,exotic cakes,internal,ea
CEX-MBS-EAC,,Bar One Swissroll Slice,exotic cakes,internal,ea
CEX-MCL-EACH,,Moist Chocolate Cake Large With Cream Cheese,exotic,internal,ea
CEX-MDF-EAC,,Freshcream 6 Layer Drip Cake with Toppings,shop front,internal,ea
CEX-MIL-12,,BD Milky Bar 12'',exotic,internal,ea
CEX-MIL-14,,BD Milky Bar 14'',exotic cakes,internal,ea
CEX-MIL-EAC,,Milky Bar Swissroll Slice,exotic cakes,internal,ea
CEX-MPN-EAC,,Mini Pecan Nut Tart,exotic cakes,internal,ea
CEX-MPT-EAC,,Malva Pudding Tartlet,exotic cakes,internal,ea
CEX-MRC-EAC,,Cream Cheese Rainbow Cake,exotic cakes,internal,ea
CEX-MRS-EAC,,Cream Cheese Rainbow Slice,exotic cakes,internal,ea
CEX-MVC-EAC,14092.0,Moist Vanilla Cake with Caramel Drizzle,exotic cakes,internal,ea
CEX-NBC-EAC,,New York Baked Blueberry Cheesecake Round,exotic cakes,internal,ea
CEX-NRV-EAC,14057.0,New Red Velvet Cake,exotic,internal,ea
CEX-NUT-12,,12'' Nibbed Nuts Only,miscellenous,internal,ea
CEX-NUT-14,,14'' Nibbed Nuts Only,miscellaneous,internal,ea
CEX-NUT-16,,16'' Nibbed Nuts Only,miscellenous,internal,ea
CEX-NUT-18,,18'' Nibbed Nuts Only,exotic,internal,ea
CEX-NUT-20,,20'' Nibbed Nuts Only,miscellenous,internal,ea
CEX-NUT-22,,22'' Nibbed Nuts Only,miscellenous,internal,ea
CEX-NYC-EAC,,New York Baked Cheese Cake Slice,exotic cakes,internal,ea
CEX-PCT-4S,,Portuguese Custard Tart (4S),exotic,external,ea
CEX-PCT-EAC,,Portuguese Custard Tart,exotic,external,ea
CEX-PEA-12,,12'' Peaches Slices Only,miscellenous,internal,ea
CEX-PEA-14,,14'' Peaches Slices Only,miscellaneous,internal,ea
CEX-PEA-16,,16'' Peaches Slices Only,miscellaneous,internal,ea
CEX-PEA-18,,18'' Peaches Slices Only,miscellenous,internal,ea
CEX-PEA-20,,20'' Peaches Slices Only,miscellenous,internal,ea
CEX-PEA-22,,22'' Peaches Slices Only,miscellaneous,internal,ea
CEX-PET-EACH,,Pecan Nut Tartlet,exotic cakes,internal,ea
CEX-PMC-EACH,14014.0,Peppermint Crisp Cake,exotic,internal,ea
CEX-PNT-EAC,14016.0,Pecan Nut Tart,exotic cakes,internal,ea
CEX-RCC-EAC,14058.0,CARROT CAKE ROUND,exotic cakes,internal,ea
CEX-REC-EAC,14038.0,Redvelvet Cheese Cake Cup,exotic cakes,internal,ea
CEX-RED-016,30778.0,BD 16 Red Velvet Square,exotic cakes,internal,ea
CEX-RMC-EAC,14059.0,OREO CAKE,exotic cakes,internal,ea
CEX-RSW-EAC,14060.0,Red velvet Swissroll,exotic cakes,internal,ea
CEX-RTR-14,,BC 14'' Round Triple Layer Rose Pattern,novelty,internal,ea
CEX-RTR-16,,BC 16'' Round Triple Layer Rose Pattern,novelty,internal,ea
CEX-RTR-18,,BC 18'' Round Triple Layer Rose Pattern,novelty,internal,ea
CEX-RTR-20,,BC 20'' Round Triple Layer Rose Pattern,novelty,internal,ea
CEX-RVB-018,,BD 18 Red Velvet Square,exotic cakes,internal,ea
CEX-RVB-020,,BD 20 Red Velvet Square,exotic cakes,internal,ea
CEX-RVC-EAC,14017.0,Red Velvet Cupcakes,exotic cakes,internal,ea
CEX-RVG-EAC,30776.0,Red Velvet Gateaux,exotic cakes,internal,ea
CEX-RVL-EAC,14019.0,Red Velvet Log,exotic cakes,internal,ea
CEX-RVS-EAC,14020.0,Red Velvet Slice,exotic cakes,internal,ea
CEX-TID-EAC,,Tirumisu Dessert,exotic cakes,internal,ea
CEX-TIR-EAC,14021.0,Cake Tiramisu,exotic cakes,internal,ea
CEX-TIS-EAC,14022.0,tirumisu slice,exotic cakes,internal,ea
CEX-TRE-EAC,,Truffles Eggless 6s,exotic cakes,internal,ea
CEX-TRF-EAC,14062.0,Truffles (1)s,exotic cakes,internal,ea
CEX-TRO-EAC,14023.0,Tirumisu round,exotic cakes,internal,ea
CEX-TRU-EAC,14061.0,Truffles (6s),exotic cakes,internal,ea
CEX-VAC-EAC,14039.0,Vanilla Cheese Cake Cup,exotic cakes,internal,ea
CEX-VGB-EACH,,Vegan Chocolate Brownie,exotic cakes,internal,ea
CEZ-MIL-16,,BD Milky Bar 16'',exotic cakes,internal,ea
CFA-FAC-014,,BD 14'' Freshcream Alphabet Cake,novelty,internal,ea
CFA-FAE-016,,BD 16'' Eggless Freshcream Alphabet Cake,novelty,internal,ea
CFC-BET-EAC,12022.0,Belgica Tart,freshcream cake,internal,ea
CFC-BTL-EAC,12023.0,Belgica Tartlet,freshcream cake,internal,ea
CFC-CBS-EAC,12009.0,FC Black Forest Slice,freshcream cake,internal,ea
CFC-CCC-EAC,30866.0,Carrot Cake With Cream Cheese,freshcream cake,internal,ea
CFC-CCD-EAC,12035.0,Custard Doughnut,freshcream cakes,internal,ea
CFC-CCT-15CM,,Gluten Free Carrot Cake Tub 15cm,exotic,internal,ea
CFC-CFD-EAC,15049.0,FC Choc Drip Gateaux,freshcream cake,internal,ea
CFC-CFE-EACH,,Christmas Freshcream Eggless Gateaux,freshcream cake,internal,ea
CFC-CUD-EAC,12024.0,Custard Danish,freshcream cake,internal,ea
CFC-CUS-EAC,12025.0,Custard Slice,freshcream cake ,internal,ea
CFC-EF1-1M,,BD 1M X500 FC Eggless,freshcream 1mx 500,internal,ea
CFC-EMT-EACH,,Eggless Milk Tartlet,freshcream cake,internal,ea
CFC-FBF-EAC,12004.0,FC Black Forest Gateaux,freshcream cake,internal,ea
CFC-FBG-EAC,12002.0,FC Birthday Gateaux,freshcream cake,internal,ea
CFC-FCD-EAC,12015.0,Fresh Cream Doughnut,freshcream cake,internal,ea
CFC-FCE-EAC,12027.0,FC Eclair Chocolate,freshcream cakes,internal,ea
CFC-FCG-EAC,12006.0,FC Chocolate Gateaux,freshcream cake,internal,ea
CFC-FCJ-EAC,12037.0,Christmas Freshcream Choc Gateaux,freshcream cake,internal,ea
CFC-FCL-EAC,12010.0,FC Fresh Cream Slice,freshcream cake,internal,ea
CFC-FCM-EAC,12012.0,FC Lamington Chocolate,freshcream cake,internal,ea
CFC-FCP-EAC,12030.0,FC Caramel Sponge,exotic cakes,internal,ea
CFC-FCR-EAC,12026.0,FC Croissant 80g,freshcream cake,internal,ea
CFC-FCS-EAC,12014.0,FC Chocolate Swiss Roll,freshcream cake,internal,ea
CFC-FDD-EAC,8102.0,Cake Freshcream In Dome Eggless,freshcream cake,internal,ea
CFC-FDI-EAC,8101.0,Cake Buttercream In Dome Eggless,buttercream cake,internal,ea
CFC-FEB-EAC,30519.0,FC Eggless Birthday Gateaux,freshcream cake,internal,ea
CFC-FEG-EAC,12007.0,FC Eggless Vanilla Gateaux,freshcream cake,internal,ea
CFC-FES-EAC,30621.0,FC Eggless Slice,freshcream cake,internal,ea
CFC-FLM-EAC,,Choc Mini Lamington,buttercream cake,internal,ea
CFC-FMS-EAC,12011.0,FC Milky Bar Slice,exotic cakes,internal,ea
CFC-FOS-EAC,,Freshcream Oreo Slice,freshcream cake,internal,ea
CFC-FRL-EAC,12013.0,FC Lamington Raspberry,freshcream cake,internal,ea
CFC-FRM-EAC,,Mini Jam TurnOvers,buttercream cake,internal,ea
CFC-FRU-010,10079.0,BD Fruit Cake 10,fruit cake,internal,ea
CFC-FRU-012,10080.0,BDFruit Cake 12,fruit cake,internal,ea
CFC-FRU-014,10081.0,BD Fruit Cake 14,fruit cake,internal,ea
CFC-FRU-016,10082.0,BD Fruit Cake 16,fruit cake,internal,ea
CFC-FRU-EAU,,Fruit Cake Pieces Unwrapped,fruit cake,internal,ea
CFC-FRU-EAW,,Fruit Cake Pieces Wrapped,fruit cake,internal,ea
CFC-FSM-EAC,,Mini Freshcream Swissroll,freshcream cakes,internal,ea
CFC-FSS-EAC,12031.0,FC Strawberry Sponge,freshcream cake,internal,ea
CFC-MEG-EAC,12034.0,Mothers Day Eggless Freshcream Gateaux,freshcream cake,internal,ea
CFC-MFD-EAC,,Mini FC D/N,freshcream cake,internal,ea
CFC-MFE-EAC,,Mini Freshcream Eclairs,freshcream cakes,internal,ea
CFC-MFG-EAC,12033.0,Mothers Day FC Choc Gateaux with rose and leaves,freshcream cakes,internal,ea
CFC-MFL-EAC,,Mini CreamPuffs,buttercream cake,internal,ea
CFC-MMT-EAC,,Mini Milk Tart,freshcream cake,internal,ea
CFC-MTA-EAC,12028.0,Milk Tart Large,freshcream cake,internal,ea
CFC-MTL-EAC,12029.0,Milk Tartlet,freshcream cakes,internal,ea
CFC-NOB-EAC,12032.0,No Bake Cake,freshcream cake,internal,ea
CFC-SEF-EAC,30670.0,Eggless Small Freshcream Gateaux,freshcream cake,internal,ea
CFC-VVB-EAC,,Vegan Vanilla 4 Layer -Berry Garnish,exotic,internal,ea
CFR-CFR-012,30340.0,BD Round Fruitcake 12,fruit cake round,internal,ea
CFR-CFR-012,30340.0,BD Round Fruitcake 12,fruitcake round,internal,ea
CFR-CFR-014,30363.0,BD Round Fruitcake 14,fruit cak eround,internal,ea
CFR-CFR-016,30364.0,BD Round Fruitcake 16,fruit cake,internal,ea
CFR-CFR-016,30364.0,BD Round Fruitcake 16,fruit cake round,internal,ea
CFW-CAF-002,10100.0,BD WC Fruit 2 Layer,wedding cake,internal,ea
