TABLE_NAME|COLUMN_NAME|DATA_TYPE|IS_NULLABLE|CHARACTER_MAXIMUM_LENGTH
IRP5Certificates|BranchID|int|NO|NULL
IRP5Certificates|CreatedBy|int|NO|NULL
IRP5Certificates|CreatedAt|datetime2|NO|NULL
IRP5Certificates|UpdatedBy|int|YES|NULL
IRP5Certificates|UpdatedAt|datetime2|YES|NULL
JournalDetails|JournalDetailID|int|NO|NULL
JournalDetails|JournalID|int|NO|NULL
JournalDetails|LineNumber|int|NO|NULL
JournalDetails|AccountID|int|NO|NULL
JournalDetails|Debit|decimal|YES|NULL
JournalDetails|Credit|decimal|YES|NULL
JournalDetails|Description|nvarchar|YES|255
JournalDetails|Reference1|nvarchar|YES|50
JournalDetails|Reference2|nvarchar|YES|50
JournalDetails|CostCenterID|int|YES|NULL
JournalDetails|ProjectID|int|YES|NULL
JournalHeaders|JournalID|int|NO|NULL
JournalHeaders|JournalNumber|varchar|NO|20
JournalHeaders|JournalDate|date|NO|NULL
JournalHeaders|Reference|nvarchar|YES|50
JournalHeaders|Description|nvarchar|YES|255
JournalHeaders|FiscalPeriodID|int|NO|NULL
JournalHeaders|CreatedBy|int|NO|NULL
JournalHeaders|BranchID|int|NO|NULL
JournalHeaders|IsPosted|bit|YES|NULL
JournalHeaders|PostedDate|datetime|YES|NULL
JournalHeaders|PostedBy|int|YES|NULL
JournalLines|JournalLineID|int|NO|NULL
JournalLines|JournalID|int|NO|NULL
JournalLines|LineNumber|int|NO|NULL
JournalLines|AccountID|int|NO|NULL
JournalLines|Debit|decimal|NO|NULL
JournalLines|Credit|decimal|NO|NULL
JournalLines|LineDescription|varchar|YES|256
JournalLines|Reference1|varchar|YES|100
JournalLines|Reference2|varchar|YES|100
JournalLines|CostCenterID|int|YES|NULL
JournalLines|ProjectID|int|YES|NULL
JournalLines|ClearedFlag|bit|NO|NULL
JournalLines|StatementRef|varchar|YES|100
Journals|JournalID|int|NO|NULL
Journals|JournalDate|date|NO|NULL
Journals|JournalNumber|varchar|YES|50
Journals|Reference|varchar|YES|100
Journals|Description|varchar|YES|256
Journals|FiscalPeriodID|int|YES|NULL
Journals|BranchID|int|YES|NULL
Journals|CreatedBy|int|YES|NULL
Journals|CreatedAt|datetime|NO|NULL
Journals|PostedBy|int|YES|NULL
Journals|PostedAt|datetime|YES|NULL
Journals|PostedFlag|bit|NO|NULL
Manufacturing_Inventory|ManufacturingInventoryID|int|NO|NULL
Manufacturing_Inventory|MaterialID|int|NO|NULL
Manufacturing_Inventory|BranchID|int|NO|NULL
Manufacturing_Inventory|QtyOnHand|decimal|NO|NULL
Manufacturing_Inventory|AverageCost|decimal|NO|NULL
Manufacturing_Inventory|LastUpdated|datetime|NO|NULL
Manufacturing_Inventory|UpdatedBy|int|YES|NULL
Manufacturing_InventoryMovements|MovementID|int|NO|NULL
Manufacturing_InventoryMovements|MaterialID|int|NO|NULL
Manufacturing_InventoryMovements|BranchID|int|NO|NULL
Manufacturing_InventoryMovements|MovementType|nvarchar|NO|50
Manufacturing_InventoryMovements|QtyDelta|decimal|NO|NULL
Manufacturing_InventoryMovements|CostPerUnit|decimal|NO|NULL
Manufacturing_InventoryMovements|MovementDate|datetime|NO|NULL
Manufacturing_InventoryMovements|Reference|nvarchar|YES|100
Manufacturing_InventoryMovements|Notes|nvarchar|YES|500
Manufacturing_InventoryMovements|CreatedBy|int|YES|NULL
Manufacturing_Product|ProductID|int|NO|NULL
Manufacturing_Product|SKU|nvarchar|NO|50
Manufacturing_Product|Code|nvarchar|YES|20
Manufacturing_Product|ProductName|nvarchar|NO|255
Manufacturing_Product|Category|nvarchar|NO|50
Manufacturing_Product|Description|nvarchar|YES|-1
Manufacturing_Product|UnitCost|decimal|NO|NULL
Manufacturing_Product|ProductionTime|int|YES|NULL
Manufacturing_Product|BranchID|int|NO|NULL
Manufacturing_Product|IsActive|bit|NO|NULL
Manufacturing_Product|CreatedDate|datetime2|NO|NULL
Manufacturing_Product|ModifiedDate|datetime2|NO|NULL
Manufacturing_Product|ImageData|varbinary|YES|-1
Manufacturing_Product|Subcategory|nvarchar|NO|50
ManufacturingOrders|MOID|int|NO|NULL
ManufacturingOrders|MONumber|nvarchar|NO|30
ManufacturingOrders|ProductID|int|NO|NULL
ManufacturingOrders|Quantity|decimal|NO|NULL
ManufacturingOrders|UoM|nvarchar|NO|20
ManufacturingOrders|BranchID|int|YES|NULL
ManufacturingOrders|RequestedBy|int|YES|NULL
ManufacturingOrders|Status|nvarchar|NO|20
ManufacturingOrders|CreatedDate|datetime2|NO|NULL
ManufacturingOrders|RequiredDate|date|YES|NULL
ManufacturingOrders|StartedDate|datetime2|YES|NULL
ManufacturingOrders|CompletedDate|datetime2|YES|NULL
Materials|MaterialID|int|NO|NULL
Materials|MaterialCode|nvarchar|NO|50
Materials|MaterialName|nvarchar|NO|100
Materials|DefaultUoMID|int|NO|NULL
Materials|Type|varchar|NO|20
Materials|IsActive|bit|NO|NULL
MOConsumption|ConsumptionID|int|NO|NULL
MOConsumption|MOID|int|NO|NULL
MOConsumption|LineNumber|int|NO|NULL
MOConsumption|ComponentType|nvarchar|NO|20
MOConsumption|RawMaterialID|int|YES|NULL
MOConsumption|ComponentProductID|int|YES|NULL
MOConsumption|NonStockDesc|nvarchar|YES|150
MOConsumption|QuantityIssued|decimal|NO|NULL
MOConsumption|UoM|nvarchar|NO|20
MOConsumption|FromLocationID|int|YES|NULL
MOConsumption|IssuedDate|datetime2|NO|NULL
MOOutputs|OutputID|int|NO|NULL
MOOutputs|MOID|int|NO|NULL
MOOutputs|LineNumber|int|NO|NULL
MOOutputs|QuantityMade|decimal|NO|NULL
MOOutputs|UoM|nvarchar|NO|20
MOOutputs|ToLocationID|int|YES|NULL
MOOutputs|ReceivedDate|datetime2|NO|NULL
Packaging|PackagingID|int|NO|NULL
Packaging|PackagingCode|varchar|NO|50
Packaging|PackagingName|nvarchar|NO|100
Packaging|DefaultUoMID|int|YES|NULL
Packaging|Notes|nvarchar|YES|255
Packaging|IsActive|bit|NO|NULL
Packaging|CreatedDate|datetime|NO|NULL
Packaging|CurrentCost|decimal|YES|NULL
Packaging|LastPaidCost|decimal|YES|NULL
Packaging|LastPurchaseDate|datetime|YES|NULL
Packaging|LastSupplierID|int|YES|NULL
Packaging|UoMID|int|YES|NULL
PaymentBatch|BatchID|int|NO|NULL
PaymentBatch|BranchID|int|NO|NULL
PaymentBatch|BatchNumber|nvarchar|NO|30
PaymentBatch|BankName|nvarchar|NO|60
PaymentBatch|ExportFormat|nvarchar|NO|40
PaymentBatch|Status|nvarchar|NO|20
PaymentBatch|CreatedBy|int|YES|NULL
PaymentBatch|CreatedAt|datetime2|NO|NULL
PaymentBatch|ExportedAt|datetime2|YES|NULL
PaymentBatch|PostedAt|datetime2|YES|NULL
PaymentBatchLine|BatchLineID|int|NO|NULL
PaymentBatchLine|BatchID|int|NO|NULL
PaymentBatchLine|PayeeType|nvarchar|NO|20
PaymentBatchLine|PayeeID|int|YES|NULL
PaymentBatchLine|PayeeName|nvarchar|NO|150
PaymentBatchLine|BankAccount|nvarchar|YES|32
PaymentBatchLine|BranchCode|nvarchar|YES|16
PaymentBatchLine|Amount|decimal|NO|NULL
PaymentBatchLine|MyReference|nvarchar|YES|30
PaymentBatchLine|BeneficiaryReference|nvarchar|YES|30
PaymentBatchLine|SourceTable|nvarchar|YES|50
PaymentBatchLine|SourceID|int|YES|NULL
PaymentBatchLine|IsPosted|bit|NO|NULL
PaymentBatchLine|PostedJournalID|int|YES|NULL
PayrollEntries|EntryID|int|NO|NULL
PayrollEntries|RunID|int|YES|NULL
PayrollEntries|PeriodID|int|NO|NULL
PayrollEntries|StaffID|int|NO|NULL
PayrollEntries|BranchID|int|YES|NULL
PayrollEntries|SalaryType|nvarchar|YES|20
PayrollEntries|BasePay|decimal|NO|NULL
PayrollEntries|Allowances|decimal|NO|NULL
PayrollEntries|Overtime|decimal|NO|NULL
PayrollEntries|Bonuses|decimal|NO|NULL
PayrollEntries|Deductions|decimal|NO|NULL
PayrollEntries|SickDays|decimal|NO|NULL
PayrollEntries|LeaveDays|decimal|NO|NULL
PayrollEntries|GrossPay|decimal|YES|NULL
PayrollEntries|NetPay|decimal|YES|NULL
PayrollEntries|Notes|nvarchar|YES|255
PayrollEntries|CreatedBy|int|NO|NULL
PayrollEntries|CreatedDate|datetime|NO|NULL
PayrollPeriods|PeriodID|int|NO|NULL
PayrollPeriods|PeriodName|nvarchar|NO|50
PayrollPeriods|StartDate|date|NO|NULL
PayrollPeriods|EndDate|date|NO|NULL
PayrollPeriods|IsClosed|bit|NO|NULL
PayrollPeriods|ClosedDate|datetime|YES|NULL
PayrollPeriods|ClosedBy|int|YES|NULL
PayrollRuns|RunID|int|NO|NULL
PayrollRuns|PeriodID|int|NO|NULL
PayrollRuns|BranchID|int|YES|NULL
PayrollRuns|Description|nvarchar|YES|255
PayrollRuns|CreatedBy|int|NO|NULL
PayrollRuns|CreatedDate|datetime|NO|NULL
PayrollRuns|PostedJournalID|int|YES|NULL
PayrollSettings|SettingKey|nvarchar|NO|64
PayrollSettings|SettingValue|nvarchar|YES|256
PayrollSettings|ModifiedDate|datetime|NO|NULL
PayrollSettings|ModifiedBy|int|YES|NULL
PayrollTransactions|PayrollTransactionID|int|NO|NULL
PayrollTransactions|EmployeeID|int|NO|NULL
PayrollTransactions|PayPeriodStart|date|NO|NULL
PayrollTransactions|PayPeriodEnd|date|NO|NULL
PayrollTransactions|PayDate|date|NO|NULL
PayrollTransactions|GrossSalary|decimal|NO|NULL
PayrollTransactions|Overtime|decimal|NO|NULL
PayrollTransactions|Allowances|decimal|NO|NULL
PayrollTransactions|Benefits|decimal|NO|NULL
PayrollTransactions|Commission|decimal|NO|NULL
PayrollTransactions|Bonus|decimal|NO|NULL
PayrollTransactions|Deductions|decimal|NO|NULL
PayrollTransactions|PensionContributions|decimal|NO|NULL
PayrollTransactions|MedicalAidContributions|decimal|NO|NULL
PayrollTransactions|UIFEmployee|decimal|NO|NULL
PayrollTransactions|TaxableIncome|decimal|NO|NULL
PayrollTransactions|PAYEDeducted|decimal|NO|NULL
PayrollTransactions|UIFEmployer|decimal|NO|NULL
PayrollTransactions|SDL|decimal|NO|NULL
PayrollTransactions|ETI|decimal|NO|NULL
PayrollTransactions|NetPay|decimal|NO|NULL
PayrollTransactions|PayrollBatchID|int|YES|NULL
PayrollTransactions|BranchID|int|NO|NULL
PayrollTransactions|IsActive|bit|NO|NULL
PayrollTransactions|CreatedBy|int|NO|NULL
PayrollTransactions|CreatedAt|datetime2|NO|NULL
PayrollTransactions|UpdatedBy|int|YES|NULL
PayrollTransactions|UpdatedAt|datetime2|YES|NULL
PerformanceMetrics|MetricID|int|NO|NULL
PerformanceMetrics|SessionID|nvarchar|NO|50
PerformanceMetrics|Module|nvarchar|NO|100
PerformanceMetrics|Feature|nvarchar|NO|100
PerformanceMetrics|MetricType|nvarchar|NO|50
PerformanceMetrics|Value|float|NO|NULL
PerformanceMetrics|Unit|nvarchar|NO|20
PerformanceMetrics|Timestamp|datetime2|YES|NULL
ProductCategories|CategoryID|int|NO|NULL
ProductCategories|CategoryCode|nvarchar|NO|20
ProductCategories|CategoryName|nvarchar|NO|100
ProductCategories|Description|nvarchar|YES|255
ProductCategories|IsActive|bit|NO|NULL
ProductCategories|CreatedDate|datetime2|NO|NULL
ProductCategories|CreatedBy|int|NO|NULL
ProductInventory|ProductInventoryID|int|NO|NULL
ProductInventory|ProductID|int|NO|NULL
ProductInventory|BranchID|int|YES|NULL
ProductInventory|LocationID|int|NO|NULL
ProductInventory|Batch|nvarchar|YES|50
ProductInventory|QuantityOnHand|decimal|NO|NULL
ProductInventory|UnitCost|decimal|NO|NULL
ProductInventory|TotalCost|decimal|YES|NULL
ProductInventory|LastReceived|datetime2|YES|NULL
ProductInventory|LastIssued|datetime2|YES|NULL
ProductInventory|LastUpdated|datetime2|NO|NULL
ProductInventory|IsActive|bit|NO|NULL
ProductMovements|ProductMovementID|int|NO|NULL
ProductMovements|ProductID|int|NO|NULL
ProductMovements|BranchID|int|YES|NULL
ProductMovements|FromLocationID|int|YES|NULL
ProductMovements|ToLocationID|int|YES|NULL
ProductMovements|MovementType|nvarchar|NO|20
ProductMovements|MovementDate|datetime2|NO|NULL
ProductMovements|QuantityIn|decimal|NO|NULL
ProductMovements|QuantityOut|decimal|NO|NULL
ProductMovements|UnitCost|decimal|NO|NULL
ProductMovements|TotalValue|decimal|YES|NULL
ProductMovements|ReferenceType|nvarchar|YES|30
ProductMovements|ReferenceID|int|YES|NULL
ProductMovements|ReferenceNumber|nvarchar|YES|50
ProductMovements|Notes|nvarchar|YES|255
ProductMovements|CreatedBy|int|YES|NULL
ProductMovements|CreatedDate|datetime2|NO|NULL
ProductPricing|PricingID|int|NO|NULL
ProductPricing|ProductID|int|NO|NULL
ProductPricing|BranchID|int|NO|NULL
ProductPricing|SellingPrice|decimal|NO|NULL
ProductPricing|PromotionPrice|decimal|YES|NULL
ProductPricing|PromotionStartDate|datetime|YES|NULL
ProductPricing|PromotionEndDate|datetime|YES|NULL
ProductPricing|IsActive|bit|NO|NULL
ProductPricing|EffectiveDate|datetime|NO|NULL
ProductPricing|CreatedBy|int|YES|NULL
ProductPricing|CreatedDate|datetime|NO|NULL
ProductPricing|ModifiedBy|int|YES|NULL
ProductPricing|ModifiedDate|datetime|YES|NULL
ProductPricingHistory|HistoryID|int|NO|NULL
ProductPricingHistory|ProductID|int|NO|NULL
ProductPricingHistory|BranchID|int|NO|NULL
ProductPricingHistory|OldPrice|decimal|YES|NULL
ProductPricingHistory|NewPrice|decimal|NO|NULL
ProductPricingHistory|ChangeReason|nvarchar|YES|200
ProductPricingHistory|ChangedBy|int|YES|NULL
ProductPricingHistory|ChangedDate|datetime|NO|NULL
ProductRecipe|ProductID|int|NO|NULL
ProductRecipe|RecipeTemplateID|int|NO|NULL
ProductRecipe|VariantID|int|YES|NULL
ProductRecipe|CreatedDate|datetime|NO|NULL
ProductRecipe|CreatedBy|int|YES|NULL
Products|ProductID|int|NO|NULL
Products|ProductCode|nvarchar|NO|30
Products|ProductName|nvarchar|NO|150
Products|CategoryID|int|NO|NULL
Products|SubcategoryID|int|YES|NULL
Products|ItemType|nvarchar|NO|20
Products|BaseUoM|nvarchar|NO|20
Products|Dimensions|nvarchar|YES|200
Products|IsActive|bit|NO|NULL
Products|CreatedDate|datetime2|NO|NULL
Products|ProductImage|varbinary|YES|-1
Products|SKU|nvarchar|YES|50
Products|LastPaidPrice|decimal|YES|NULL
Products|AverageCost|decimal|YES|NULL
ProductSubcategories|SubcategoryID|int|NO|NULL
ProductSubcategories|CategoryID|int|NO|NULL
ProductSubcategories|SubcategoryCode|nvarchar|NO|30
ProductSubcategories|SubcategoryName|nvarchar|NO|100
ProductSubcategories|IsActive|bit|NO|NULL
ProductSubcategories|CreatedDate|datetime2|NO|NULL
PurchaseOrderLines|POLineID|int|NO|NULL
PurchaseOrderLines|PurchaseOrderID|int|NO|NULL
PurchaseOrderLines|MaterialID|int|YES|NULL
PurchaseOrderLines|OrderedQuantity|decimal|NO|NULL
PurchaseOrderLines|ReceivedQuantity|decimal|NO|NULL
PurchaseOrderLines|UnitCost|decimal|NO|NULL
PurchaseOrderLines|LineTotal|decimal|YES|NULL
PurchaseOrderLines|LineStatus|nvarchar|NO|20
PurchaseOrderLines|CreatedDate|datetime2|NO|NULL
PurchaseOrderLines|ProductID|int|YES|NULL
PurchaseOrderLines|ItemSource|nvarchar|YES|2
PurchaseOrders|PurchaseOrderID|int|NO|NULL
PurchaseOrders|PONumber|nvarchar|NO|30
PurchaseOrders|SupplierID|int|NO|NULL
PurchaseOrders|BranchID|int|NO|NULL
PurchaseOrders|OrderDate|datetime2|NO|NULL
PurchaseOrders|RequiredDate|datetime2|YES|NULL
PurchaseOrders|DeliveryDate|datetime2|YES|NULL
PurchaseOrders|Status|nvarchar|NO|20
PurchaseOrders|SubTotal|decimal|NO|NULL
PurchaseOrders|VATAmount|decimal|NO|NULL
PurchaseOrders|TotalAmount|decimal|YES|NULL
PurchaseOrders|Reference|nvarchar|YES|50
PurchaseOrders|Notes|nvarchar|YES|500
PurchaseOrders|ApprovedBy|int|YES|NULL
PurchaseOrders|ApprovedDate|datetime2|YES|NULL
PurchaseOrders|CreatedDate|datetime2|NO|NULL
PurchaseOrders|CreatedBy|int|NO|NULL
PurchaseOrders|ModifiedDate|datetime2|YES|NULL
PurchaseOrders|ModifiedBy|int|YES|NULL
PurchaseOrders|SupplierName|nvarchar|YES|128
RawMaterials|MaterialID|int|NO|NULL
RawMaterials|MaterialCode|nvarchar|NO|20
RawMaterials|MaterialName|nvarchar|NO|100
RawMaterials|Description|nvarchar|YES|255
RawMaterials|CategoryID|int|NO|NULL
RawMaterials|BaseUnit|nvarchar|NO|20
RawMaterials|CurrentStock|decimal|NO|NULL
RawMaterials|ReorderLevel|decimal|NO|NULL
RawMaterials|MaxStockLevel|decimal|NO|NULL
RawMaterials|StandardCost|decimal|NO|NULL
RawMaterials|LastCost|decimal|NO|NULL
RawMaterials|AverageCost|decimal|NO|NULL
RawMaterials|PreferredSupplierID|int|YES|NULL
RawMaterials|IsActive|bit|NO|NULL
RawMaterials|CreatedDate|datetime2|NO|NULL
RawMaterials|CreatedBy|int|NO|NULL
RawMaterials|ModifiedDate|datetime2|YES|NULL
RawMaterials|ModifiedBy|int|YES|NULL
RawMaterials|MaterialType|nvarchar|NO|20
RawMaterials|UnitOfMeasure|nvarchar|NO|20
RawMaterials|UoMID|int|YES|NULL
RawMaterials|LastPaidPrice|decimal|YES|NULL
RecipeComponent|RecipeComponentID|int|NO|NULL
RecipeComponent|RecipeTemplateID|int|NO|NULL
RecipeComponent|LineNo|int|NO|NULL
RecipeComponent|ComponentType|varchar|NO|20
RecipeComponent|MaterialID|int|YES|NULL
RecipeComponent|SubAssemblyProductID|int|YES|NULL
RecipeComponent|BaseQty|decimal|NO|NULL
RecipeComponent|UoMID|int|NO|NULL
RecipeComponent|ScrapPercent|decimal|NO|NULL
RecipeComponent|IsOptional|bit|NO|NULL
RecipeComponent|IncludeInStandardCost|bit|NO|NULL
RecipeComponent|ScalingRule|varchar|NO|20
RecipeComponent|BaseAreaCm2|decimal|YES|NULL
RecipeComponent|BaseVolumeCm3|decimal|YES|NULL
RecipeComponent|BasePerimeterCm|decimal|YES|NULL
RecipeComponent|Notes|nvarchar|YES|255
RecipeNode|NodeID|int|NO|NULL
RecipeNode|ProductID|int|NO|NULL
RecipeNode|ParentNodeID|int|YES|NULL
RecipeNode|Level|int|NO|NULL
RecipeNode|NodeKind|varchar|NO|20
RecipeNode|ComponentID|int|YES|NULL
RecipeNode|ItemType|varchar|YES|20
RecipeNode|MaterialID|int|YES|NULL
RecipeNode|SubAssemblyProductID|int|YES|NULL
RecipeNode|ItemName|nvarchar|YES|200
RecipeNode|Qty|decimal|YES|NULL
RecipeNode|UoMID|int|YES|NULL
RecipeNode|Notes|nvarchar|YES|500
RecipeNode|SortOrder|int|NO|NULL
RecipeNode|CreatedDate|datetime|NO|NULL
RecipeNode|ModifiedDate|datetime|YES|NULL
RecipeNodeAttribute|NodeID|int|NO|NULL
RecipeNodeAttribute|AttributeID|int|NO|NULL
RecipeNodeAttribute|ValueText|nvarchar|YES|400
RecipeNodeAttribute|ValueNumber|decimal|YES|NULL
RecipeNodeAttribute|ValueBool|bit|YES|NULL
RecipeParameters|RecipeTemplateID|int|NO|NULL
RecipeParameters|UseLength|bit|NO|NULL
RecipeParameters|UseWidth|bit|NO|NULL
RecipeParameters|UseHeight|bit|NO|NULL
RecipeParameters|UseDiameter|bit|NO|NULL
RecipeParameters|UseLayers|bit|NO|NULL
RecipeParameters|DefaultLengthCm|decimal|YES|NULL
RecipeParameters|DefaultWidthCm|decimal|YES|NULL
RecipeParameters|DefaultHeightCm|decimal|YES|NULL
RecipeParameters|DefaultDiameterCm|decimal|YES|NULL
RecipeParameters|DefaultLayers|int|YES|NULL
RecipeTemplate|RecipeTemplateID|int|NO|NULL
RecipeTemplate|SubcategoryID|int|NO|NULL
RecipeTemplate|TemplateName|nvarchar|NO|100
RecipeTemplate|DefaultYieldQty|decimal|NO|NULL
RecipeTemplate|DefaultYieldUoMID|int|NO|NULL
RecipeTemplate|BranchID|int|YES|NULL
RecipeTemplate|IsActive|bit|NO|NULL
RecipeTemplate|CreatedBy|int|NO|NULL
RecipeTemplate|CreatedDate|datetime|NO|NULL
Retail_Price|PriceID|int|NO|NULL
Retail_Price|ProductID|int|NO|NULL
Retail_Price|BranchID|int|YES|NULL
Retail_Price|SellingPrice|decimal|NO|NULL
Retail_Price|Currency|varchar|NO|8
Retail_Price|EffectiveFrom|date|NO|NULL
Retail_Price|EffectiveTo|date|YES|NULL
Retail_Price|CreatedAt|datetime2|NO|NULL
Retail_Product|ProductID|int|NO|NULL
Retail_Product|SKU|varchar|NO|64
Retail_Product|Name|varchar|NO|200
Retail_Product|Category|nvarchar|NO|50
Retail_Product|Description|varchar|YES|1000
Retail_Product|IsActive|bit|NO|NULL
Retail_Product|CreatedAt|datetime2|NO|NULL
Retail_Product|UpdatedAt|datetime2|NO|NULL
Retail_Product|Code|nvarchar|YES|20
Retail_Product|Subcategory|nvarchar|NO|50
Retail_ProductImage|ImageID|int|NO|NULL
Retail_ProductImage|ProductID|int|NO|NULL
Retail_ProductImage|ImageUrl|nvarchar|NO|512
Retail_ProductImage|ThumbnailUrl|nvarchar|YES|512
Retail_ProductImage|IsPrimary|bit|NO|NULL
Retail_ProductImage|CreatedAt|datetime2|NO|NULL
Retail_ProductImage|ImageData|varbinary|YES|-1
Retail_Stock|StockID|int|NO|NULL
Retail_Stock|VariantID|int|NO|NULL
Retail_Stock|BranchID|int|YES|NULL
Retail_Stock|QtyOnHand|decimal|NO|NULL
Retail_Stock|ReorderPoint|decimal|NO|NULL
Retail_Stock|Location|varchar|YES|64
Retail_Stock|LocationKey|varchar|NO|64
Retail_Stock|BranchKey|int|NO|NULL
Retail_Stock|UpdatedAt|datetime2|NO|NULL
Retail_Stock|AverageCost|decimal|YES|NULL
Retail_StockMovements|MovementID|int|NO|NULL
Retail_StockMovements|VariantID|int|NO|NULL
Retail_StockMovements|BranchID|int|YES|NULL
Retail_StockMovements|QtyDelta|decimal|NO|NULL
Retail_StockMovements|Reason|varchar|NO|50
Retail_StockMovements|Ref1|varchar|YES|100
Retail_StockMovements|Ref2|varchar|YES|100
Retail_StockMovements|CreatedAt|datetime2|NO|NULL
Retail_StockMovements|CreatedBy|int|YES|NULL
Retail_Variant|VariantID|int|NO|NULL
Retail_Variant|ProductID|int|NO|NULL
Retail_Variant|Barcode|varchar|YES|64
Retail_Variant|AttributesJson|nvarchar|YES|-1
Retail_Variant|IsActive|bit|NO|NULL
Retail_Variant|CreatedAt|datetime2|NO|NULL
Retail_Variant|UpdatedAt|datetime2|NO|NULL
RetailOrdersToday|ID|int|NO|NULL
RetailOrdersToday|OrderDate|date|NO|NULL
RetailOrdersToday|CreatedDate|datetime|NO|NULL
RetailOrdersToday|BranchID|int|YES|NULL
RetailOrdersToday|LocationID|int|YES|NULL
RetailOrdersToday|OrderNumber|varchar|YES|50
RetailOrdersToday|ProductID|int|NO|NULL
RetailOrdersToday|SKU|nvarchar|YES|100
RetailOrdersToday|ProductName|nvarchar|YES|200
RetailOrdersToday|Qty|decimal|NO|NULL
RetailOrdersToday|RequestedBy|int|YES|NULL
RetailOrdersToday|RequestedByName|nvarchar|YES|150
RetailOrdersToday|ManufacturerUserID|int|YES|NULL
RetailOrdersToday|ManufacturerName|nvarchar|YES|150
RolePermissions|RolePermissionID|int|NO|NULL
RolePermissions|RoleID|int|NO|NULL
RolePermissions|ModuleName|nvarchar|NO|50
RolePermissions|CanRead|bit|NO|NULL
RolePermissions|CanWrite|bit|NO|NULL
RolePermissions|CreatedBy|int|YES|NULL
RolePermissions|CreatedDate|datetime2|YES|NULL
Roles|RoleID|int|NO|NULL
Roles|RoleName|nvarchar|NO|50
SARSSubmissionLog|SubmissionLogID|int|NO|NULL
SARSSubmissionLog|SubmissionType|varchar|NO|20
SARSSubmissionLog|ReferenceID|int|NO|NULL
SARSSubmissionLog|SubmissionDate|datetime2|NO|NULL
SARSSubmissionLog|Status|varchar|NO|20
SARSSubmissionLog|SARSReference|varchar|YES|50
SARSSubmissionLog|ResponseMessage|nvarchar|YES|1000
SARSSubmissionLog|FilePath|nvarchar|YES|500
SARSSubmissionLog|BranchID|int|NO|NULL
SARSSubmissionLog|SubmittedBy|int|NO|NULL
StockAdjustmentLines|AdjustmentLineID|int|NO|NULL
StockAdjustmentLines|AdjustmentID|int|NO|NULL
StockAdjustmentLines|MaterialID|int|NO|NULL
StockAdjustmentLines|SystemQuantity|decimal|NO|NULL
StockAdjustmentLines|ActualQuantity|decimal|NO|NULL
StockAdjustmentLines|AdjustmentQuantity|decimal|YES|NULL
StockAdjustmentLines|UnitCost|decimal|NO|NULL
StockAdjustmentLines|AdjustmentValue|decimal|YES|NULL
StockAdjustmentLines|Notes|nvarchar|YES|255
StockAdjustmentLines|CreatedDate|datetime2|NO|NULL
StockAdjustments|AdjustmentID|int|NO|NULL
StockAdjustments|AdjustmentNumber|nvarchar|NO|30
StockAdjustments|AdjustmentDate|datetime2|NO|NULL
StockAdjustments|ReasonCode|nvarchar|NO|20
StockAdjustments|Reason|nvarchar|YES|255
StockAdjustments|ApprovedBy|int|YES|NULL
StockAdjustments|ApprovedDate|datetime2|YES|NULL
StockAdjustments|Status|nvarchar|NO|20
StockAdjustments|CreatedDate|datetime2|NO|NULL
StockAdjustments|CreatedBy|int|NO|NULL
StockAdjustments|ModifiedDate|datetime2|YES|NULL
StockAdjustments|ModifiedBy|int|YES|NULL
StockMovements|MovementID|int|NO|NULL
StockMovements|MaterialID|int|NO|NULL
StockMovements|MovementType|nvarchar|NO|20
StockMovements|MovementDate|datetime2|NO|NULL
StockMovements|QuantityIn|decimal|NO|NULL
StockMovements|QuantityOut|decimal|NO|NULL
StockMovements|BalanceAfter|decimal|NO|NULL
StockMovements|UnitCost|decimal|NO|NULL
StockMovements|TotalValue|decimal|NO|NULL
StockMovements|ReferenceType|nvarchar|YES|20
StockMovements|ReferenceID|int|YES|NULL
StockMovements|ReferenceNumber|nvarchar|YES|50
StockMovements|Notes|nvarchar|YES|255
StockMovements|CreatedDate|datetime2|NO|NULL
StockMovements|CreatedBy|int|NO|NULL
StockMovements|InventoryArea|nvarchar|NO|20
Stockroom_Product|ProductID|int|NO|NULL
Stockroom_Product|SKU|nvarchar|NO|50
Stockroom_Product|Code|nvarchar|YES|20
Stockroom_Product|ProductName|nvarchar|NO|255
Stockroom_Product|Category|nvarchar|NO|50
Stockroom_Product|Description|nvarchar|YES|-1
Stockroom_Product|UnitPrice|decimal|NO|NULL
Stockroom_Product|StockQuantity|int|NO|NULL
Stockroom_Product|ReorderPoint|int|NO|NULL
Stockroom_Product|BranchID|int|NO|NULL
Stockroom_Product|IsActive|bit|NO|NULL
Stockroom_Product|CreatedDate|datetime2|NO|NULL
Stockroom_Product|ModifiedDate|datetime2|NO|NULL
Stockroom_Product|ImageData|varbinary|YES|-1
Stockroom_Product|MaterialType|nvarchar|NO|20
Stockroom_Product|DestinationModule|nvarchar|NO|20
Stockroom_Product|Subcategory|nvarchar|NO|50
Stockroom_PurchaseOrderLines|POLineID|int|NO|NULL
Stockroom_PurchaseOrderLines|POID|int|NO|NULL
Stockroom_PurchaseOrderLines|MaterialID|int|NO|NULL
Stockroom_PurchaseOrderLines|MaterialCode|nvarchar|YES|50
Stockroom_PurchaseOrderLines|MaterialName|nvarchar|YES|255
Stockroom_PurchaseOrderLines|OrderQuantity|decimal|NO|NULL
