I+1:1579TEM CCODE,BARCODE,ITEM DESCRIPTION,Sub Category,Main Category,item catergory,unit of measure
YBU-OVM-EAC,30005,Oven Mittens,consumables,Consumables,external,ea
SRN-CRM-016,,Cream colour cream only - 16,miscellaneous,miscellaneous,internal,ea
SRN-JAM-012,,Strawberry Jam only - 12,miscellaneous,miscellaneous,internal,ea
YBU-PAL-EAC,30653,Palette Knife,consumables,Consumables,external,ea
SRN-JAM-012,,Strawberry Jam only - 12,miscellaneous,miscellaneous,internal,ea
SRN-JAM-014,,Strawberry Jam only - 14,miscellaneous,miscellaneous,internal,ea
SRN-JAM-014,,Strawberry Jam only - 14,miscellaneous,miscellaneous,internal,ea
SRN-JAM-016,,Strawberry Jam only - 16,miscellaneous,miscellaneous,internal,ea
SRN-JAM-18,,Strawberry Jam Only-18,miscellaneous,miscellaneous,internal,ea
SRN-JAM-20,,Strawberry Jam Only-20,miscellaneous,miscellaneous,internal,ea
SRN-PAI-EAC,,Painting on Roses,miscellaneous,miscellaneous,internal,ea
YBU-PBR-EACH,,Pastry Brush Nylon 60mm,consumables,Consumables,external,ea
SRN-PEA-014,,Peach Slices Only 14,miscellaneous,miscellaneous,internal,ea
SRN-PLI-012,,Plastic Icing Covering Only 12,miscellaneous,miscellaneous,internal,ea
SRN-PLI-016,,Plastic Icing Covering Only 16,miscellaneous,miscellaneous,internal,ea
SRN-PLI-016,,Plastic Icing Covering Only 16,miscellaneous,miscellaneous,internal,ea
YBU-SBP-EAC,30012,Sponge for bread pan,consumables,Consumables,external,ea
XDE-AST-EAC,30836,Astd roses,miscellaneous,miscellaneous,external,ea
XDE-SIL-KGR,30202,Silver Beads Per Kg,miscellaneous,miscellaneous,external,kg
XDE-TEA-EAC,30201,Ribbon tear 1 Roll,miscellaneous,miscellaneous,external,meter
YBU-SSC-EAC,,Scraper Steel 115x80mm,consumables,Consumables,external,ea
YCC-CHA-EAC,30630,Champagne Bottle,miscellaneous,miscellaneous,external,ea
YCC-LEA-EAC,30624,Leaves No.Large,miscellaneous,miscellaneous,external,ea
YCC-MIS-EAC,30817,Mistletoe Garland ribbon,miscellaneous,miscellaneous,external,ea
YCC-OCC-KGR,,Old Cakes Currant Square,miscellaneous,miscellaneous,external,ea
YCC-APR-EAC,,White Plastic Aprons,consumables,Consumables,external,ea
YCC-BUN-EAC,30044,Paper 10kg Bunny,consumables,Consumables,external,kg
YCC-CRG-EAC,,Cream Gun 500g,consumables,Consumables,external,ea
YCC-PIL-EAC,30046,Pillars White,miscellaneous,miscellaneous,external,ea
YCC-SOS-EAC,30701,Soccer Set,miscellaneous,miscellaneous,external,ea
YCC-GLG-EAC,30626,Gel Food Col.Leaf Green,consumables,Consumables,Internal,kg
YCC-XPS-EAC,30815,Xmas Poinsettia Star Ribbon,miscellaneous,miscellaneous,external,ea
YGA-AFS-EAC,,Air Filled Stand 1550x500,miscellaneous,miscellaneous,external,ea
CBA-BAC-014,,BD 14'' Buttercream Alphabet Cake,novelty,novelty,internal,ea
CBA-BEA-016,,BD 16'' Eggless Buttercream Alphabet Cake,novelty,novelty,internal,ea
CBF-BCK-020,10096,BD Buttercream Key,novelty,novelty,internal,ea
CBF-FCK-020,10097,BD Freshcream Key,novelty,novelty,internal,ea
CBN-B1M-EACH,,BD Buttercream 1MX1M,novelty,novelty,internal,ea
CBN-F1M-EACH,,BD Freshcream 1M X1M,novelty,novelty,internal,ea
CEX- LFD-EACH,,20cmBC4LayerDrip Cake- Fresh Flowers Macaroon/topp,novelty,novelty,internal,ea
CEX- RTR-12,,BC 12'' Round Triple Layer Rose Pattern,novelty,novelty,internal,ea
CEX-RTR-14,,BC 14'' Round Triple Layer Rose Pattern,novelty,novelty,internal,ea
CEX-RTR-16,,BC 16'' Round Triple Layer Rose Pattern,novelty,novelty,internal,ea
CEX-RTR-18,,BC 18'' Round Triple Layer Rose Pattern,novelty,novelty,internal,ea
CEX-RTR-20,,BC 20'' Round Triple Layer Rose Pattern,novelty,novelty,internal,ea
CFA-FAC-014,,BD 14'' Freshcream Alphabet Cake,novelty,novelty,internal,ea
YCC-GOM-EAC,30002,GlovesOven Mittens,consumables,Consumables,external,ea
YCC-GPP-EAC,30766,Grease Proof Paper,consumables,Consumables,external,kg
YCC-GPR-EAC,30740,GP REAM,consumables,Consumables,external,kg
YCC-MET-EAC,30003,metallic nozzil 15mm star,consumables,Consumables,external,ea
YCC-MGS-EAC,30641,Ed Cart Canon Mg Series,consumables,Consumables,external,ea
YCC-MOH-EAC,,Mop Hats,consumables,Consumables,external,ea
YCC-MXR-EAC,30816,Merry xmas ribbon,consumables,Consumables,external,ea
YCC-NME-EAC,30014,Nozzels metallic,consumables,Consumables,external,ea
YCC-NST-EAC,30004,Nozzles star tubes 5s ( 42),consumables,Consumables,external,ea
YCC-PAS-EAC,30006,Pastry Bag 13040 4 46cm,consumables,Consumables,external,ea
YCC-PIP-EAC,30674,Piping Bags No 4,consumables,Consumables,external,ea
YCC-PLG-EAC,,Plastic Gloves,consumables,Consumables,external,kg
YCC-PSR-EAC,30045,Paper Silicone Ream,consumables,Consumables,external,ea
YCC-PSS-EAC,30008,Piping Tip Star Set,consumables,Consumables,external,kg
YCC-PST-EAC,30007,Pastry Bag 13040 5 50cm Export,consumables,Consumables,external,ea
YCC-SIL-EAC,30655,Silicon Paper 500,consumables,Consumables,external,ea
YCC-XSS-EAC,30834,Xmas stickers scroll,consumables,Consumables,external,meter
YCL-BLD-LTR,,Black Dip,consumables,Consumables,external,lt
YCL-BLE-EAC,30049,Bleach 5L,consumables,Consumables,external,lt
YCL-BRE-250G,,Detergent Brewtool 250G,consumables,Consumables,external,kg
YCL-CEM-KGR,,Clenzo Espresso Cleaning Detergent,consumables,Consumables,external,kg
YCL-DIS-EAC,30051,Dish Washing Liquid 25L,consumables,Consumables,external,lt
YCL-DOO-EAC,,Doom,consumables,Consumables,external,ea
YCL-FAS-LTR,,Fat Solves,consumables,Consumables,external,lt
YCL-FLO-EAC,30053,Floor Cleaner Lav,consumables,Consumables,external,lt
YCL-HHG-EAC,30814,Household Gloves,consumables,Consumables,external,ea
YCL-HHH-EAC,30054,Handy Household 5l,consumables,Consumables,external,lt
YCL-MRM-EAC,30819,Mr min,consumables,Consumables,external,ea
YCL-OVC-EAC,30055,Oven Cleaner,consumables,Consumables,external,lt
YCL-POT-EAC,30056,Pot Scourers,consumables,Consumables,external,ea
YCL-SAN-500,,Hand Sanitiser 500ml,consumables,Consumables,external,lt
YCL-SCC-KGR,,Speciality Cleaning Chemicals -Machine Cleaner 900,consumables,Consumables,external,lt
YCL-SLW-EAC,30640,Steel Wool,consumables,Consumables,external,ea
YCL-UCD-900G,,Urnex Cafiza2 Detergent,consumables,Consumables,external,kg
YGA-19K-EAC,30061,Gas 19kg,consumables,Consumables,external,kg
YST-A4P-EAC,30066,A4 PAPER,consumables,Consumables,external,ea
YST-ABR-EAC,30745,Absa Rolls,consumables,Consumables,external,ea
YST-BAT-EAC,30837,Battery,consumables,Consumables,external,ea
YST-BCI-EAC,,New Birthday Cake Invoices,consumables,Consumables,external,ea
YST-BCO-EAC,30069,book cover,consumables,Consumables,external,ea
YST-BRO-EAC,30632,Brother Toner Cart.7225N,consumables,Consumables,external,ea
YST-BTI-EAC,30070,Books Tax Invoice,consumables,Consumables,external,ea
YST-BTP-EAC,30840,Black Tape,consumables,Consumables,external,ea
YST-DIW-EAC,30782,Diwali Invoice Books,consumables,Consumables,external,ea
YST-ERC-EAC,,Epson Ribbon Cartridge,consumables,Consumables,external,ea
YST-EXE-EAC,30065,A4 exercise book,consumables,Consumables,external,ea
YST-HCB-EAC,30732,Hard cover book,consumables,Consumables,external,ea
YST-HLS-EAC,30843,High lighters,consumables,Consumables,external,ea
YST-LMP-EAC,30797,Laminating Plastic,consumables,Consumables,external,ea
YST-LPS-EAC,30074,Laser Payslips,consumables,Consumables,external,ea
YST-PFL-EAC,30075,paper file,consumables,Consumables,external,ea
YST-PRI-EAC,30750,Pritt,consumables,Consumables,external,ea
YST-SQA-PAC,30078,square white paper,consumables,Consumables,external,ea
YST-STA-BOX,30079,Staples rexel no .56,consumables,Consumables,external,ea
YST-TAP-EAC,30728,tape,consumables,Consumables,external,ea
YST-TIL-EAC,30687,Till Rolls,consumables,Consumables,external,ea
YST-TIP-EAC,30860,Tipex,consumables,Consumables,external,ea
YST-TRL-EAC,30059,toilet roll,consumables,Consumables,external,ea
YUT-GRU-EAC,30654,Grunter Knife,consumables,Consumables,external,ea
YUT-PIP-EAC,30594,Piping Bag No 5,consumables,Consumables,external,ea
ZPA- SSW-EAC,,Stirrer Sticks Wooden,consumables,Consumables,external,ea
ZPA-SER-BOX,30315,Servittes 200x300,consumables,Consumables,external,ea
ZPA-SSW-EAC,,Stirrer Sticks Wooden,consumables,Consumables,external,ea
ZPL-DES-EAC,30274,Desert Spoons,consumables,Consumables,external,ea
ZPL-STR-BOX,30317,Wrapped Straws,consumables,Consumables,external,ea
ZPL-TRO-EAC,30316,Trolley Cover,consumables,Consumables,external,ea
ZPL-WSS--BOX,,Wrapped Smoothie Straw,consumables,Consumables,external,ea
REP-BRE-EAC,,Bread Slicer Blades,equipment,Equipment,external,ea
YBU -CTR-EAC,,Cake ring tins 170X70mm,equipment,Equipment,external,ea
YBU-SPR-EAC,30013,Springform Cake Pan,equipment,Equipment,external,ea
YCC-CSC-EAC,,Coffee Scale,equpment,Equipment,external,ea
YCC-ESL-EAC,30677,Electronic Scale,equpment,Equipment,external,ea
YCC-SHB-EAC,,Smartchef Heavy Duty Blender,equpment,Equipment,external,ea
YGA-FIR-EAC,30799,Fire Extinguisher,equipment,Equipment,external,ea
YUT-CDW-EAC,,Cutter Dough Wheel Divider,equipment,Equipment,external,ea
YUT-SCA-EAC,30652,Scale Electronic,equipment,Equipment,external,ea
YUT-WHI-EAC,,Whisks 350mm,equipment,Equipment,external,ea
DRI-AMA-EAC,,Clover Amasi 2kg,ingredients,ingredients,Internal,kg
DRI-BLI-EAC,,Clover Bliss Double cream yogurt,ingredients,ingredients,Internal,ea
DRI-CHF-EAC,,Chocolate Freezo,ingredients,ingredients,Internal,kg
DRI-COZ-500,5449000131836,Coca-Cola Zero 500ml,ingredients,ingredients,Internal,ea
JUI-DBY-EAC,,Dairy Bel Double Cream Yogurt 1kg,ingredients,ingredients,Internal,kg
JUI-MAA-EAC,6009616048974,Maas 500g Low Fat,ingredients,ingredients,Internal,ea
MIL-ALM-EAC,,Almond Milk,ingredients,ingredients,Internal,lt
MIL-CON-EAC,,Clover Condensed Milk 385g,ingredients,ingredients,Internal,kg
MIL-MFC-1LT,6001299025402,Milk 1l Full Cream,ingredients,ingredients,Internal,ea
MIL-MFC-250,6001299025419,Milk 250ml Full Cream,ingredients,ingredients,Internal,ea
MIL-MFC-2LT,,Milk 2ltr Full Cream,ingredients,ingredients,Internal,lt
MIL-OAT-EAC,,Oat Milk,ingredients,ingredients,Internal,lt
MIL-SOY-EAC,,Soy Milk,ingredients,ingredients,Internal,ea
MIS-API-EAC,30421,Picture,ingredients,ingredients,Internal,ea
MIS-RIP-EAC,10299,Ribbon Picture,ingredients,ingredients,Internal,ea
CFA-FAE-016,,BD 16'' Eggless Freshcream Alphabet Cake,novelty,novelty,internal,ea
M-KOK-KGR,30106,Kokomix Pettina,ingredients,ingredients,Internal,kg
PIE-APP-KG,,Pie Apple,ingredients,ingredients,Internal,ea
SNA-NUT-EAC,5013,Nuts,ingredients,ingredients,Internal,ea
CNO-BCB-016,10060,BD Buttercream 16 Bible,novelty,novelty,internal,ea
SNA-OATS-EAC,,Fine Oats,ingredients,ingredients,Internal,kg
SPI-BPE-KGR,,Spice- Whole Black Pepper,ingredients,ingredients,Internal,kg
SPI-CIB-EAC,,Spice Cook In Bag,ingredients,ingredients,Internal,kg
SPI-CIS-EAC,,Spice - Cinnamon Sticks,ingredients,ingredients,Internal,kg
SPI-DHA-KGR,,Spice- Dhania Powder,ingredients,ingredients,Internal,kg
CNO-BCB-018,10065,BD Buttercream 18 Bible,novelty,novelty,internal,ea
CNO-BCB-020,10068,BD Buttercream 20 Bible,novelty,novelty,internal,ea
SPI-GAR-KGR,,Spice-Garum Masala,ingredients,ingredients,Internal,kg
CNO-BCH-016,10063,BD Buttercream 16 Heart,novelty,novelty,internal,ea
CNO-BCH-018,10067,BD Buttercream 18 Heart,novelty,novelty,internal,ea
CNO-BCH-020,10036,BD Buttercream 20 Heart,novelty,novelty,internal,ea
CNO-BCS-014,10059,BD Buttercream 14 Soccer,novelty,novelty,internal,ea
CNO-BCS-014,10059,BD Buttercream 14 Soccer,novelty,novelty,internal,ea
CNO-BCS-016,10064,BD Buttercream 16 Soccer,novelty,novelty,internal,ea
CNO-BNY-018,10085,BD Mould On SL 18,novelty,novelty,internal,ea
CNO-BNY-018,10085,BD Mould On SL 18,novelty,novelty,internal,ea
CNO-BUT-014,10057,BD Buttercream 14 Butterfly,novelty,novelty,internal,ea
CNO-BUT-016,10062,BD Buttercream 16 Butterfly,novelty,novelty,internal,ea
CNO-CAS-018,10087,BD Castle,novelty,novelty,internal,ea
CNO-DHB-020,10167,BD Buttercream 20 Double Heart With Base,novelty,novelty,internal,ea
CNO-DOLL-014,10058,BD Buttercream 14 Doll,novelty,novelty,internal,ea
CNO-DOLL-016,10061,BD Buttercream 16 Doll,novelty,novelty,internal,ea
CNO-DOLL-016,10061,BD Buttercream 16 Doll,novelty,novelty,internal,ea
CNO-FCB-016,30469,BD 16 Freshcream BIBLE,novelty,novelty,internal,ea
CNO-FCB-016,30469,BD 16 Freshcream BIBLE,novelty,novelty,internal,ea
CNO-FCB-018,10071,BD Freshcream 18 Bible,novelty,novelty,internal,ea
CNO-FCB-018,10071,BD Freshcream 18 Bible,novelty,novelty,internal,ea
CNO-FCB-020,10073,BD Freshcream 20 Bible,novelty,novelty,internal,ea
CNO-FCH-016,10070,BD Freshcream 16 Heart,novelty,novelty,internal,ea
CNO-FCH-016,10070,BD Freshcream 16 Heart,novelty,novelty,internal,ea
CNO-FCH-018,10072,BD Freshcream 18 Heart,novelty,novelty,internal,ea
CNO-FCH-020,10027,BD Freshcream 20 Heart,novelty,novelty,internal,ea
CNO-FCS-014,10069,BD Freshcream 14 Soccer,novelty,novelty,internal,ea
CNO-FCS-016,10074,BD Freshcream 16 Soccer,novelty,novelty,internal,ea
CNO-FSF-014,,BD FC With Strawberries & Fence,novelty,novelty,internal,ea
CNO-SPI-018,10086,BD Spiderman On SL 18,novelty,novelty,internal,ea
SRN-AER-022,,Aeroplane Cake 22 in Plastic Icing and B/C,novelty,novelty,internal,ea
SRN-ANI-016,,16 Buttercream Animal Farm,novelty,novelty,internal,ea
SRN-BIB-016,,16 Buttercream Eggless Bible Cake,novelty,novelty,internal,ea
SRN-BIB-020,,20 Fresh Cream Egless Bible Cake,novelty,novelty,internal,ea
SRN-BMW-014,,14 Sponge in plastic icing with BMW sign,novelty,novelty,internal,ea
SRN-BRE-016,,Buttercream Round Eggless with Baby,novelty,novelty,internal,ea
SRN-BSC-016,,BD 16Buttercream with baby grower in PI,novelty,novelty,internal,ea
SRN-BYK-022,,22 Motorbike on Base with Plastic icing,novelty,novelty,internal,ea
SRN-DAI-020,,20 Buttercream with Piped Daisies,novelty,novelty,internal,ea
SPI-GIN-KGR,,Ginger & Garlic,ingredients,ingredients,Internal,kg
SRN-DBF-020,,20 BC Double Base With Double Figure,novelty,novelty,internal,ea
SRN-DIA-020,,20 Round PI Diamond pattern & Daisies,novelty,novelty,internal,ea
SRN-DOL-016,,16 Doll Cake in Plastic Icing no base,novelty,novelty,internal,ea
SRN-FOB-020,,20 FC Fig on Base with Choc Flakes,novelty,novelty,internal,ea
SRN-HBS-020,,Hugo Boss Suitcase Belt 20 in Plastic Icing,novelty,novelty,internal,ea
SRN-LIV-022,,22 PI Liverpool with Scarf and Boots,novelty,novelty,internal,ea
SRN-LVB-016,,Louis Vittone Bag 16 in Plastic Icing,novelty,novelty,internal,ea
SRN-PAD-016,,40*50 B/C cake with Ipad in PI + pic,novelty,novelty,internal,ea
SRN-PID-014,,BD14' Round covered in plastic icing and daisies,novelty,novelty,internal,ea
SRN-PLR-016,,Plastic Icing 16 round with musical notes,novelty,novelty,internal,ea
SRN-ROA-014,,14 Buttercream with Plastic icing Road,novelty,novelty,internal,ea
SRN-SSC-016,,16 BC S/Berry Short/C Figurine-PI,novelty,novelty,internal,ea
SRN-STA-2TI,,BD2 Tier Stack Sponge- Plastic Icing-12&14,novelty,novelty,internal,ea
SRN-STA-2TI,,BD2 Tier Stack Sponge- Plastic Icing-12&14,novelty,novelty,internal,ea
PIE -CSR-EAC,15002,OD Premium Chicken Tikka Sausage Roll,pies,pies,external,ea
PIE- FSK-EAC,,Pie Steak & Kidney Foil,pies,pies,external,ea
PIE-BBP-EAC,,Pie - Burger Beef,pies,pies,external,ea
PIE-BRC-EAC,,Pie - Burger Chicken Cheese / Sweet Chilli,pies,pies,external,ea
PIE-CCG-EAC,15016,Pie Chicken Cheese Griller,pies,pies,external,ea
PIE-CMS-EAC,,Pie Chicken and Mayo Slice,pies,pies,external,ea
PIE-COD-EAC,15103,Pie OD Chicken & Mushroom,pies,pies,internal,ea
PIE-CPP-EAC,15007,Pie Chicken Peri Peri,pies,pies,external,ea
PIE-CRP-EAC,,Pie - Cornish Pastry,pies,pies,external,ea
PIE-FCP-EAC,,Pie Chicken Peri Peri Foil,pies,pies,external,ea
PIE-FVE-EAC,,Pie Vegetable Curry Foil,pies,pies,external,ea
PIE-MCB-EAC,15011,Pie Mutton Curry Burger,pies,pies,external,ea
PIE-MSR-EAC,15001,OD Premium Mutton Oriental Sausage Roll,pies,pies,external,ea
PIE-ODM-EAC,15101,Pie OD Mutton Curry,pies,pies,internal,ea
PIE-PPS-EAC,15009,Pie Pepper Steak,pies,pies,internal,ea
PIE-PRS-EAC,15017,Pie Prime Steak,pies,pies,external,ea
PIE-SAF-EAC,15005,Pie Spinach & Feta,pies,pies,external,ea
PIE-SAK-EAC,15010,Pie Steak & Kidney,pies,pies,external,ea
PIE-SRB-EACH,15105,Pie Sausage Roll( Beef),pies,pies,external,ea
PIE-VEG-EAC,15004,Pie OD Vegetable,pies,pies,internal,ea
SAV-FCM-EAC,,Frozen Chicken And Mushroom Pie,pies,pies,internal,ea
PLA- MIX-EAC,,Platter Mixy Delight,platter,platter,internal,ea
PLA- PEM-EAC,,Platter Mini Pecan Nut Tarts 24s,platter,platter,internal,ea
PLA -SCO-EAC,,Platter Scone Delight 18s,platter,platter,internal,ea
PLA-CHE-EAC,,Platter Cheeky Delight,platter,platter,internal,ea
PLA-CRM-EAC,,Platter Mini Cream Puffs 24s,platter,platter,internal,ea
PLA-CRO-EAC,,Platter Croissant Delight 20s,platter,platter,internal,ea
PLA-ECM-EAC,,Platter Mini Freshcream Eclairs,platter,platter,internal,ea
PLA-FLM-EAC,,Platter Mini Flakey Bits 24s,platter,platter,internal,ea
PLA-FRM-EAC,,Platter Mini Freshcream Donuts,platter,platter,internal,ea
PLA-JAM-EAC,,Platter Mini Jam Turnovers 24s,platter,platter,internal,ea
PLA-MBD-EAC,,Platter Mini Buttercream Donuts 24s,platter,platter,internal,ea
PLA-MCD-EAC,,Platter Mini Chocolate Donut 24s,platter,platter,internal,ea
PLA-MEA-EAC,,Platter Meaty Delight,platter,platter,internal,ea
PLA-MIM-EAC,,Platter Mini Milk Tarts 24S,platter,platter,internal,ea
PLA-MLP-EAC,,Platter Mini Lamingtons 24s,platter,platter,internal,ea
PLA-MUFF- EAC,,Platter Muffin Delight 30s,platter,platter,internal,ea
PLA-SMA-EAC,,Platter Snacky Delight,platter,platter,internal,ea
PLA-SNM-EAC,,Platter Mini Snowballs 24s,platter,platter,internal,ea
PLA-VEG-EAC,,Platter Veggy Delights,platter,platter,internal,ea
SHP- IDH-32S,,Idhli Platter 32s,platter,platter,internal,ea
SHP-BSP-24S,,Butter Scone Platter 24s,platter,platter,internal,ea
SHP-IDH-EACH,60071,Idhli Pure Butter (4s),platter,platter,internal,ea
SAV-CCS-EAC,,Crumbed Chicken Samoosa,savoury,savoury,internal,ea
SAV-CJF-EAC,,Frozen Cheese And Jalapeno,savoury,savoury,internal,ea
SAV-CJR-EAC,,Chicken & Jalapeno Rissoles,savoury,savoury,internal,ea
SAV-CSA-EAC,,Chicken Samoosa,savoury,savoury,internal,ea
SAV-FCR-EAC,,Frozen Chicken Sausage Rolls,savoury,savoury,internal,ea
SAV-FFI-EAC,,Frozen Fish Cake,savoury,savoury,internal,ea
SAV-FIS-EAC,,Fish Cake,savoury,savoury,internal,ea
SAV-FJC-EAC,,Frozen Chicken And Jalapeno,savoury,savoury,internal,ea
SAV-FKE-EAC,,Frozen Kebabs,savoury,savoury,internal,ea
SAV-FMV-EAC,,Frozen Mix Veg Pie,savoury,savoury,internal,ea
SAV-FPA-EACH,,Frozen Patha Wheel,savoury,savoury,internal,ea
SAV-LMS-EAC,,Lamb Mince Samoosa,savoury,savoury,internal,ea
SAV-PAP-EAC,,Puri & Patha (3s),savoury,savoury,internal,ea
SAV-PAS-EAC,,Patha Samoosa,savoury,savoury,internal,ea
SAV-PUP-EAC,,Puri Plain,savoury,savoury,internal,ea
SAV-RCJ-EAC,,Cheese & Jalapeno Rissoles,savoury,savoury,internal,ea
SAV-RRC-EAC,,Roti Roll Chicken,savoury,savoury,internal,ea
SAV-RRP-EAC,,Roti Roll Potatoe,savoury,savoury,internal,ea
SAV-SAM-EAC,,Samoosa 3s,savoury,savoury,internal,ea
SAV-SCC-EAC,,Cheese And Corn Samoosa,savoury,savoury,internal,ea
SAV-VED-EAC,,Veda,savoury,savoury,internal,ea
SHP- CRW-EAC,,Roti Chicken Wrap,savoury,savoury,internal,ea
SHP- PRW-EAC,,Roti Potatoe Wrap,savoury,savoury,internal,ea
CBC-MCL-EAC,,Mini Lamington Chocolate Plain,shop front,shop front,internal,ea
CEX-MDF-EAC,,Freshcream 6 Layer Drip Cake with Toppings,shop front,shop front,internal,ea
SHP - JAL-EACH,9009,Jalebi 250g,shop front,shop front,external,ea
SHP- BAN-EAC,16055,Banana Loaf,shop front,shop front,internal,ea
SHP- GUL-1KG,,Gulab Jamun 1kg,shop front,shop front,external,ea
SHP- GUL-4S,60001,Gulab Jamun 4s Pure Butter,shop front,shop front,external,ea
SHP- MOL-6S,,DC Sweetmeats Mini Oval Laser Cut Wooden (6s),shop front,shop front,external,ea
SHP- RAE-EAC,16058,Eggless Rainbow Sponge Log,shop front,shop front,internal,ea
SHP- SWEE-250G,,DC Sweet Meats Assorted 250g,shop front,shop front,external,ea
SHP-AUA-EAC,9008,DC Authentic Assorted Sweetmeats 11 pieces,shop front,shop front,external,ea
SHP-AUT-EAC,,Authentic Ladoo,shop front,shop front,external,ea
SHP-BAN-6S,8080,Banana Puri (6s),shop front,shop front,external,ea
SHP-BBS-EAC,,Sweetmeats Boujee Singles,shop front,shop front,external,ea
SHP-BCC-EAC,16041,Buttercream Christmas cakes,shop front,shop front,internal,ea
SHP-BCG-EAC,16042,ButterCream Christmas Gateaux,shop front,shop front,internal,ea
SHP-BRB-400,30370,Bread Brown 400g,shop front,shop front,internal,ea
SHP-BRB-400G,,Bread Bunny Loaf 400g,shop front,shop front,internal,ea
SHP-BRB-800,13005,Sun Bread Brown 800g,shop front,shop front,internal,ea
