Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Treatment,Branch
2.0235,OD400,,K75 Base,packaging,external,0,K75 Base,,PAC-B75-EAC,,,OD400 - Umhlanga
0.739,OD400,,Bags 1000 White Midi,packaging,external,6009681740704,Bags 1000 White Midi,,PAC-BAG-EAC,1,,OD400 - Umhlanga
0.739,OD400,,Bags 1000 White Midi,packaging,external,6009681740704,Bags 1000 White Midi,,PAC-BAG-EAC,,,OD400 - Umhlanga
1.05,OD400,,Bags 1000 White Jumbo,packaging,external,6009681740705,Bags 1000 White Jumbo,,PAC-BAG-JUM,1,,OD400 - Umhlanga
0.85549443138014,OD400,,Bags 1000 White Jumbo,packaging,external,6009681740705,Bags 1000 White Jumbo,,PAC-BAG-JUM,,,OD400 - Umhlanga
1.9444,OD400,,Bon Bon Biscuit Container,packaging,external,0,Bon Bon Biscuit Container,,PAC-BBC-EAC,0,,OD400 - Umhlanga
1.9444,OD400,,Bon Bon Biscuit Lid,packaging,external,0,Bon Bon Biscuit Lid,,PAC-BBL-EAC,0,,OD400 - Umhlanga
8,OD400,,Empty Bandini Box,packaging,external,0,Empty Bandini Box,,PAC-BEB-EAC,,,OD400 - Umhlanga
0.0768364901502008,OD400,,Bag on Roll (30x45),packaging,external,30308,Bag on Roll (30x45),,PAC-BOR-EAC,,,OD400 - Umhlanga
2.419,OD400,,Bag Brown Thrifty Paper Bag meduim,packaging,external,0,Bag Brown Thrifty Paper Bag meduim,,PAC-BPB-EAC,3,,OD400 - Umhlanga
2.419,OD400,,Bag Brown Thrifty Paper Bag meduim,packaging,external,0,Bag Brown Thrifty Paper Bag meduim,,PAC-BPB-EAC,,,OD400 - Umhlanga
0,OD400,,Packaging New 76x91 Black Refuse,packaging,external,30533,Packaging New 76x91 Black Refuse,,PAC-BRE-EAC,,,OD400 - Umhlanga
3.32313521867808,OD400,,Oven Delight Cake Box Choc,packaging,external,30249,Oven Delight Cake Box Choc,,PAC-CHO-EAC,,,OD400 - Umhlanga
3.23815,OD400,,7119P Foil container,packaging,external,0,7119P Foil container,,PAC-CON-EAC,,,OD400 - Umhlanga
0,OD400,,Cup Clear 500ML,packaging,external,0,Cup Clear 500ML,,PAC-CUC-500ML,,,OD400 - Umhlanga
1.4545,OD400,,K75  Dome,packaging,external,0,K75 Dome,,PAC-D75-EAC,,,OD400 - Umhlanga
50,OD400,,High Window Box For Drip cake,packaging,external,0,High Window Box For Drip cake,,PAC-DCW-EAC,,,OD400 - Umhlanga
20.9,OD400,,Faze 3 Boxes Empty for Pies,packaging,external,0,Faze 3 Boxes Empty for Pies,,PAC-EPI-EAC,,,OD400 - Umhlanga
1.8308,OD400,,F50 High Cake Base,packaging,external,0,F50 High Cake Base,,PAC-F5B-EAC,0,,OD400 - Umhlanga
1.8308,OD400,,F50 High Cake Base,packaging,external,0,F50 High Cake Base,,PAC-F5B-EAC,,,OD400 - Umhlanga
2.7051,OD400,,F50 High Cake Dome,packaging,external,0,F50 High Cake Dome,,PAC-F5D-EAC,0,,OD400 - Umhlanga
2.7051,OD400,,F50 High Cake Dome,packaging,external,0,F50 High Cake Dome,,PAC-F5D-EAC,,,OD400 - Umhlanga
2.253,OD400,,Foil - Loaf Pan 4161P,packaging,external,0,Foil - Loaf Pan 4161P,,PAC-FLP-EAC,,,OD400 - Umhlanga
1.395,OD400,,Foil Buns 4051D,packaging,external,30290,Foil Buns 4051D,,PAC-FOI-EAC,,,OD400 - Umhlanga
0.1145,OD400,,Bag GP 2,packaging,external,30300,Bag GP 2,,PAC-GP2-EAC,,,OD400 - Umhlanga
1.104,OD400,,Hamburger Dome F60,packaging,external,0,Hamburger Dome F60,,PAC-HAM-EAC,,,OD400 - Umhlanga
2.17649582263917,OD400,,K 96 milk tart domes,packaging,external,30280,K 96 milk tart domes,,PAC-K96-EAC,,,OD400 - Umhlanga
0,OD400,,Laser Cut Box Only,packaging,external,0,Laser Cut Box Only,,PAC-LCB-EAC,,,OD400 - Umhlanga
0,OD400,,EPR LEVY,packaging,external,0,EPR LEVY,,PAC-LEV-EACH,,,OD400 - Umhlanga
0,OD400,,Lid Clear 500ML,packaging,external,0,Lid Clear 500ML,,PAC-LIC-500ML,,,OD400 - Umhlanga
2.07488740740741,OD400,,7119P Clear lids,packaging,external,0,7119P Clear lids,,PAC-LID-EAC,,,OD400 - Umhlanga
1.587,OD400,,Large Log Base,packaging,external,0,Large Log Base,,PAC-LLB-EAC,,,OD400 - Umhlanga
2.4005,OD400,,Large Log Dome,packaging,external,0,Large Log Dome,,PAC-LLD-EAC,,,OD400 - Umhlanga
0,OD400,,Madeira Packaging Small B,packaging,external,0,Madeira Packaging Small B,,PAC-MAD-EAC,0,,OD400 - Umhlanga
0,OD400,,Madeira Packaging Small B,packaging,external,0,Madeira Packaging Small B,,PAC-MAD-EAC,,,OD400 - Umhlanga
1280,OD400,,Milkshake Cup 350ml,packaging,external,0,Milkshake Cup 350ml,,PAC-MCC-350ML,,,OD400 - Umhlanga
460,OD400,,Milkshake Cup Lids 350ml,packaging,external,0,Milkshake Cup Lids 350ml,,PAC-MCL-350ML,,,OD400 - Umhlanga
0.264226554285714,OD400,,Mince pie foil,packaging,external,30282,Mince pie foil,,PAC-MFO-EAC,,,OD400 - Umhlanga
0.1949,OD400,,Foil Container Mince Pie Tray,packaging,external,30293,Foil Container Mince Pie Tray,,PAC-MIN-EAC,,,OD400 - Umhlanga
0,OD400,,New Diwali Cake Boxes,packacing,external,0,New Diwali Cake Boxes,,PAC-NDI-EAC,,,OD400 - Umhlanga
10.3336452655889,OD400,,P45 Round platter,packaging,external,0,P45 Round platter,,PAC-P45-EAC,,,OD400 - Umhlanga
11,OD400,,Platter base,packaging,external,0,Platter foil base,,PAC-PFB-EAC,0,,OD400 - Umhlanga
8,OD400,,Platter Dome,packaging,external,0,Platter Dome,,PAC-PLD-EAC,30,,OD400 - Umhlanga
0.8125,OD400,,Paper Tulip Cups giant cup cakes,packaging,external,0,Paper Tulip Cups giant cup cakes,,PAC-PTC-EAC,0,,OD400 - Umhlanga
0.55,OD400,,Rectangle Pie Foil,packaging,external,0,Rectangle Pie Foil,,PAC-REC-EAC,,,OD400 - Umhlanga
0,OD400,,Packaging Black Refuse,packaging,external,30492,Packaging Black Refuse,,PAC-REF-EAC,,,OD400 - Umhlanga
1.253,OD400,,Square Desert Tub,packaging,external,0,Square Desert Tub,,PAC-SDT-EAC,,,OD400 - Umhlanga
0.22,OD400,,Sauce Lids 70ml,packaging,external,0,Sauce Lids 70ml,,PAC-SLI-70ML,,,OD400 - Umhlanga
0.368584378070348,OD400,,Bag Brown BB3,packaging,external,30299,Bag Brown BB3,,PAC-SO6-EAC,,,OD400 - Umhlanga
2.87191289536301,OD400,,Oven Delight Cake Box Strbery,packaging,external,30250,Oven Delight Cake Box Strbery,,PAC-STR-EAC,,,OD400 - Umhlanga
0.35,OD400,,Sauce Tub 70ml,packaging,external,0,Sauce Tub 70ml,,PAC-STU-70ML,,,OD400 - Umhlanga
5.502903162422,OD400,,Swissroll Box,packaging,external,30826,Swissroll Box,,PAC-SWI-EAC,,,OD400 - Umhlanga
25,OD400,,GLUTEN FREE CHOC MOUSSE CAKE TUB,exotic cakes,internal,0,GLUTEN FREE CHOC MOUSSE CAKE TUB,,PAC-TAL-EAC,45,,OD400 - Umhlanga
0,OD400,,Vinyl Print Coffee Boards,consumables,external,0,Vinyl Print Coffee Boards,,PAC-VPC-EAC,,,OD400 - Umhlanga
0,OD400,,Windsor X-Small B,packaging,external,0,Windsor X-Small B,,PAC-WIN-EAC,,,OD400 - Umhlanga
0.7375,OD400,,Wrist Guard,consumables,external,0,Wrist Guard,,PAC-WRG-EAC,,,OD400 - Umhlanga
0,OD400,,Ziplock Bags,packaging,external,0,Ziplock Bags,,PAC-ZIP-EACH,,,OD400 - Umhlanga
12.77,OD400,,OD Premium Chicken Tikka Sausage Roll,pie,external,15002,OD Premium Chicken Tikka Sausage Roll,,PIE -CSR-EAC,28,,OD400 - Umhlanga
74.9,OD400,,Pie Apple,ingredient,external,0,Pie Apple,,PIE-APP-KG,0,,OD400 - Umhlanga
13.5,OD400,,Pie OD Chicken & Mushroom,pie,internal,15103,Pie OD Chicken & Mushroom,,PIE-COD-EAC,30,,OD400 - Umhlanga
16.8469,OD400,,Pie Chicken Peri Peri,pie,external,15007,Pie Chicken Peri Peri,,PIE-CPP-EAC,30,,OD400 - Umhlanga
7.8039,OD400,,OD Premium Mutton Oriental Sausage Roll,pie,external,15001,OD Premium Mutton Oriental Sausage Roll,,PIE-MSR-EAC,28,,OD400 - Umhlanga
0,OD400,,Pie OD Mutton Curry,pie,internal,15101,Pie OD Mutton Curry,,PIE-ODM-EAC,35,,OD400 - Umhlanga
16.8469,OD400,,Pie Pepper Steak,pie,internal,15009,Pie Pepper Steak,,PIE-PPS-EAC,30,,OD400 - Umhlanga
14.95,OD400,,Pie Spinach & Feta,pie,external,15005,Pie Spinach & Feta,,PIE-SAF-EAC,30,,OD400 - Umhlanga
16.8469,OD400,,Pie Steak & Kidney,pie,external,15010,Pie Steak & Kidney,,PIE-SAK-EAC,30,,OD400 - Umhlanga
16.847,OD400,,Pie Sausage Roll( Beef),pie,external,15105,Pie Sausage Roll( Beef),,PIE-SRB-EACH,30,,OD400 - Umhlanga
13.5041,OD400,,Pie OD Vegetable,pie,internal,15004,Pie OD Vegetable,,PIE-VEG-EAC,30,,OD400 - Umhlanga
0,OD400,,Platter Scone Delight 18s,platter,internal,0,Platter Scone Delight 18s,,PLA -SCO-EAC,400,,OD400 - Umhlanga
0,OD400,,Platter Mixy Delight,platter,internal,0,Platter Mixy Delight,,PLA- MIX-EAC,650,,OD400 - Umhlanga
0,OD400,,Platter Mini Pecan Nut Tarts 24s,platter,internal,0,Platter Mini Pecan Nut Tarts 24s,,PLA- PEM-EAC,620,,OD400 - Umhlanga
0,OD400,,Platter Cheeky Delight,platter,internal,0,Platter Cheeky Delight,,PLA-CHE-EAC,650,,OD400 - Umhlanga
0,OD400,,Platter Mini Cream Puffs 24s,platter,internal,0,Platter Mini Cream Puffs 24s,,PLA-CRM-EAC,350,,OD400 - Umhlanga
0,OD400,,Platter Croissant Delight 20s,platter,internal,0,Platter Croissant Delight 20s,,PLA-CRO-EAC,400,,OD400 - Umhlanga
0,OD400,,Platter Mini Freshcream Eclairs,platter,internal,0,Platter Mini Freshcream Eclairs,,PLA-ECM-EAC,380,,OD400 - Umhlanga
0,OD400,,Platter Mini Flakey Bits 24s,platter,internal,0,Platter Mini Flakey Bits 24s,,PLA-FLM-EAC,350,,OD400 - Umhlanga
0,OD400,,Platter Mini Freshcream Donuts,platter,internal,0,Platter Mini Freshcream Donuts,,PLA-FRM-EAC,380,,OD400 - Umhlanga
0,OD400,,Platter Mini Jam Turnovers 24s,platter,internal,0,Platter Mini Jam Turnovers 24s,,PLA-JAM-EAC,350,,OD400 - Umhlanga
0,OD400,,Platter Mini Buttercream Donuts 24s,platter,internal,0,Platter Mini Buttercream Donuts 24s,,PLA-MBD-EAC,320,,OD400 - Umhlanga
0,OD400,,Platter Mini Chocolate Donut 24s,platter,internal,0,Platter Mini Chocolate Donut 24s,,PLA-MCD-EAC,350,,OD400 - Umhlanga
0,OD400,,Platter Meaty Delight,platter,internal,0,Platter Meaty Delight,,PLA-MEA-EAC,650,,OD400 - Umhlanga
0,OD400,,Platter Mini Milk Tarts 24S,platter,internal,0,Platter Mini Milk Tarts 24S,,PLA-MIM-EAC,400,,OD400 - Umhlanga
0,OD400,,Platter Mini Lamingtons 24s,platter,internal,0,Platter Mini Lamingtons 24s,,PLA-MLP-EAC,350,,OD400 - Umhlanga
0,OD400,,Platter Muffin Delight 30s,platter,internal,0,Platter Muffin Delight 30s,,PLA-MUFF- EAC,380,,OD400 - Umhlanga
0,OD400,,Platter Snacky Delight,platter,internal,0,Platter Snacky Delight,,PLA-SMA-EAC,650,,OD400 - Umhlanga
0,OD400,,Platter Mini Snowballs 24s,platter,internal,0,Platter Mini Snowballs 24s,,PLA-SNM-EAC,350,,OD400 - Umhlanga
0,OD400,,Platter Veggy Delights,platter,internal,0,Platter Veggy Delights,,PLA-VEG-EAC,600,,OD400 - Umhlanga
0,OD400,,Plain Croissant (3's),savoury,-2146826246,,Plain Croissant (3's),,Plain Croissant,45,,OD400 - Umhlanga
0,OD400,,Puri and Patha (3's),savoury,-2146826246,,Puri and Patha (3's),,Puri and Patha,45,,OD400 - Umhlanga
0,OD400,,Bread Slicer Blades,equipment,external,0,Bread Slicer Blades,,REP-BRE-EAC,45,,OD400 - Umhlanga
0,OD400,,Crumbed Chicken Samoosa,savoury,internal,0,Crumbed Chicken Samoosa,,SAV-CCS-EAC,12,,OD400 - Umhlanga
0,OD400,,Frozen Cheese And Jalapeno,savoury,internal,0,Frozen Cheese And Jalapeno,,SAV-CJF-EAC,15,,OD400 - Umhlanga
0,OD400,,Chicken & Jalapeno Rissoles,savoury,internal,0,Chicken & Jalapeno Rissoles,,SAV-CJR-EAC,8,,OD400 - Umhlanga
0,OD400,,Chicken Samoosa,savoury,internal,0,Chicken Samoosa,,SAV-CSA-EAC,8,,OD400 - Umhlanga
0,OD400,,Frozen Chicken Sausage Rolls,savoury,internal,0,Frozen Chicken Sausage Rolls,,SAV-FCR-EAC,15,,OD400 - Umhlanga
0,OD400,,Frozen Fish Cake,savoury,internal,0,Frozen Fish Cake,,SAV-FFI-EAC,15,,OD400 - Umhlanga
0,OD400,,Fish Cake,savoury,internal,0,Fish Cake,,SAV-FIS-EAC,8,,OD400 - Umhlanga
0,OD400,,Frozen Chicken And Jalapeno,savoury,internal,0,Frozen Chicken And Jalapeno,,SAV-FJC-EAC,15,,OD400 - Umhlanga
0,OD400,,Frozen  Kebabs,savoury,internal,0,Frozen Kebabs,,SAV-FKE-EAC,15,,OD400 - Umhlanga
0,OD400,,Frozen Mix Veg Pie,savoury,internal,0,Frozen Mix Veg Pie,,SAV-FMV-EAC,15,,OD400 - Umhlanga
0,OD400,,Frozen  Patha Wheel,savoury,internal,0,Frozen Patha Wheel,,SAV-FPA-EACH,15,,OD400 - Umhlanga
0,OD400,,Lamb Mince Samoosa,savoury,internal,0,Lamb Mince Samoosa,,SAV-LMS-EAC,8,,OD400 - Umhlanga
0,OD400,,Patha Samoosa,savoury,internal,0,Patha Samoosa,,SAV-PAS-EAC,12,,OD400 - Umhlanga
0,OD400,,Puri Plain,savoury,internal,0,Puri Plain,,SAV-PUP-EAC,8,,OD400 - Umhlanga
0,OD400,,Cheese & Jalapeno Rissoles,savoury,internal,0,Cheese & Jalapeno Rissoles,,SAV-RCJ-EAC,8,,OD400 - Umhlanga
0,OD400,,Roti Roll Chicken,savoury,internal,0,Roti Roll Chicken,,SAV-RRC-EAC,25,,OD400 - Umhlanga
0,OD400,,Roti Roll Potatoe,savoury,internal,0,Roti Roll Potatoe,,SAV-RRP-EAC,25,,OD400 - Umhlanga
0,OD400,,Samoosa  3s,savoury,internal,0,Samoosa 3s,,SAV-SAM-EAC,20,,OD400 - Umhlanga
0,OD400,,Cheese And Corn Samoosa,savoury,internal,0,Cheese And Corn Samoosa,,SAV-SCC-EAC,12,,OD400 - Umhlanga
70,OD400,,Jalebi 250g,shop front,external,9009,Jalebi 250g,,SHP - JAL-EACH,100,,OD400 - Umhlanga
199,OD400,,Banana Loaf,shop front,internal,16055,Banana Loaf,,SHP- BAN-EAC,50,,OD400 - Umhlanga
0,OD400,,Roti Chicken Wrap,savoury,internal,0,Roti Chicken Wrap,,SHP- CRW-EAC,20,,OD400 - Umhlanga
190,OD400,,Gulab Jamun 1kg,shop front,external,0,Gulab Jamun 1kg,,SHP- GUL-1KG,280,,OD400 - Umhlanga
0,OD400,,Gulab Jamun 4s Pure Butter,shop front,external,60001,Gulab Jamun 4s Pure Butter,,SHP- GUL-4S,60,,OD400 - Umhlanga
0,OD400,,Idhli Platter 32s,platter,internal,0,Idhli Platter 32s,,SHP- IDH-32S,350,,OD400 - Umhlanga
65,OD400,,DC Deluxe Mini Wooden  Laser Cut,shop front,external,0,DC Sweetmeats Mini Oval Laser Cut Wooden (6s),,SHP- MOL-6S,170,,OD400 - Umhlanga
0,OD400,,Roti Potatoe Wrap,savoury,internal,0,Roti Potatoe Wrap,,SHP- PRW-EAC,15,,OD400 - Umhlanga
0,OD400,,Eggless Rainbow Sponge Log,shop front,internal,16058,Eggless Rainbow Sponge Log,,SHP- RAE-EAC,85,,OD400 - Umhlanga
62,OD400,,DC Sweet Meats Assorted 250g,shop front,external,0,DC Sweet Meats Assorted 250g,,SHP- SWEE-250G,80,,OD400 - Umhlanga
0,OD400,,DC Timeless Box,shop front,external,,DC Timeless Box,,SHP- TID-EAC,180,,OD400 - Umhlanga
110,OD400,,DC Authentic Assorted Sweetmeats 11 pieces,shop front,external,9008,DC Authentic Assorted Sweetmeats 11 pieces,,SHP-AUA-EAC,200,,OD400 - Umhlanga
190,OD400,,Authentic Ladoo,shop front,external,0,Authentic Ladoo,,SHP-AUT-EAC,160,,OD400 - Umhlanga
0,OD400,,Buttercream Christmas cakes,shop front,internal,16041,Buttercream Christmas cakes,,SHP-BCC-EAC,50,,OD400 - Umhlanga
0,OD400,,ButterCream Christmas Gateaux,shop front,internal,16042,ButterCream Christmas Gateaux,,SHP-BCG-EAC,150,,OD400 - Umhlanga
0,OD400,,DC Designer Diya Box,-2146826246,-2146826246,-2146826246,-2146826246,,SHP-BDD-EAC,220,,OD400 - Umhlanga
0,OD400,,Bread Brown 400g,shop front,internal,30370,Bread Brown 400g,,SHP-BRB-400,10,,OD400 - Umhlanga
0,OD400,,Bread Bunny Loaf 400g,shop front,internal,0,Bread Bunny Loaf 400g,,SHP-BRB-400G,12,,OD400 - Umhlanga
0,OD400,,Sun Bread Brown 800g,shop front,internal,13005,Sun Bread Brown 800g,,SHP-BRB-800,15,,OD400 - Umhlanga
0,OD400,,Bread Garlic 300g,shop front,internal,16003,Bread Garlic 300g,,SHP-BRG-EAC,29,,OD400 - Umhlanga
0,OD400,,Butter Roti (6s),shop front,internal,0,Butter Roti (6s),,SHP-BRO-EAC,45,,OD400 - Umhlanga
0,OD400,,Bread Tea Ring,shop front,internal,16004,Bread Tea Ring,,SHP-BRR-500,36,,OD400 - Umhlanga
0,OD400,,Bread Tea Loaf 500g,shop front ,internal,16005,Bread Tea Loaf 500g,,SHP-BRT-500,40,,OD400 - Umhlanga
0,OD400,,Bread White 400g,shop front,internal,30372,Bread White 400g,,SHP-BRW-400,10,,OD400 - Umhlanga
0,OD400,,Sun Bread White 800,shop front,internal,13003,Sun Bread White 800,,SHP-BRW-800,15,,OD400 - Umhlanga
0,OD400,,Butter Scones (4s),shop front,internal,16044,Butter Scones (4s),,SHP-BSC-EAC,42,,OD400 - Umhlanga
0,OD400,,Butter Scone Platter 24s,platter,internal,0,Butter Scone Platter 24s,,SHP-BSP-24S,500,,OD400 - Umhlanga
0,OD400,,Bread 500g Twist,shop front,internal,16007,Bread 500g Twist,,SHP-BTW-500,19,,OD400 - Umhlanga
0,OD400,,Buns 100g Soft 6s,shop front,internal,16008,Buns 100g Soft 6s,,SHP-BUN-EAC,27,,OD400 - Umhlanga
220,OD400,,Burfee 1kg,shop front,internal,0,Burfee 1kg,,SHP-BUR-1KG,300,,OD400 - Umhlanga
72,OD400,,Burfee 9pc,shop front,internal,0,Burfee 9pc,,SHP-BUR-KGR,100,,OD400 - Umhlanga
0,OD400,,BC Vanilla Swiss Roll,buttercream cake,internal,16009,BC Vanilla Swiss Roll,,SHP-BVS-EAC,50,,OD400 - Umhlanga
0,OD400,,Christmas fruit Cake Round Iced,shop front,internal,16015,Christmas fruit Cake Round Iced,,SHP-CFI-EAC,140,,OD400 - Umhlanga
0,OD400,,Christmas Fruit Cake Round Plain,shop front,internal,16016,Christmas Fruit Cake Round Plain,,SHP-CFP-EAC,120,,OD400 - Umhlanga
220,OD400,,Chana Magaj 1kg,shop front,internal,0,Chana Magaj 1kg,,SHP-CHA-1KG,300,,OD400 - Umhlanga
0,OD400,,Chelsea Buns (6s),shop front,internal,30755,Chelsea Buns (6s),,SHP-CHB-04S,45,,OD400 - Umhlanga
0,OD400,,Chocolate Gateaux Plain,shop front,internal,16013,Chocolate Gateaux Plain,,SHP-CHO-PLN,28,,OD400 - Umhlanga
0,OD400,,Carrot and Pecan Nut Slab,shop front,internal,16014,Carrot and Pecan Nut Slab,,SHP-CPN-EAC,50,,OD400 - Umhlanga
0,OD400,,Cream Buns 6s,shop front,internal,16017,Cream Buns 6s,,SHP-CRB-06S,45,,OD400 - Umhlanga
0,OD400,,Christmas Round Mini Cake,shop front,internal,0,Christmas Round Mini Cake,,SHP-CRM-EAC,60,,OD400 - Umhlanga
0,OD400,,Rolls 70g Soft Hotdog Cheese 6,shop front,internal,16018,Rolls 70g Soft Hotdog Cheese 6,,SHP-CRO-06S,40,,OD400 - Umhlanga
0,OD400,,Chocolate Sponge Cake,shop front,internal,6001651011913,Chocolate Sponge Cake,,SHP-CSC-EAC,50,,OD400 - Umhlanga
0,OD400,,Christmas Steamed Pudding,shop front,internal,0,Christmas Steamed Pudding,,SHP-CTP-EAC,180,,OD400 - Umhlanga
0,OD400,,Cocktail Rolls,shop front,internal,16020,Cocktail Rolls,,SHP-CTR-EAC,30,,OD400 - Umhlanga
0,OD400,,Christmas Windsor Plain,shop front,internal,16038,Christmas Windsor Plain,,SHP-CWP-EAC,140,,OD400 - Umhlanga
0,OD400,,Christmas Windsor Slice,shop front,internal,16049,Christmas Windsor Slice,,SHP-CWS-EAC,110,,OD400 - Umhlanga
62,OD400,,DC  Bandhani Box (8s),shop front,external,0,DC Diwali Bandhani Box,,SHP-DBB-EAC,95,,OD400 - Umhlanga
0,OD400,,DC Classic Box,shop front,external,,DC Classic Box,,SHP-DCL-EAC,120,,OD400 - Umhlanga
0,OD400,,DC Diwali Designer Biscuit,shop front,external,0,DC Diwali Designer Biscuit,,SHP-DDB-EAC,100,,OD400 - Umhlanga
220,OD400,,DC Diwali Designer Burfee,shop front,external,0,DC Diwali Designer Burfee,,SHP-DDD-EAC,160,,OD400 - Umhlanga
0,OD400,,DC Exclusive Box,shop front,external,,DC Exclusive Box,,SHP-DEB-EAC,380,,OD400 - Umhlanga
0,OD400,,DC Diwali Eggless Cake,shop front,internal,0,DC Diwali Eggless Cake,,SHP-DEG-EAC,60,,OD400 - Umhlanga
100,OD400,,DC Elegant  Boxes,shop front,external,,DC Elegant  Boxes,,SHP-DEM-EAC,230,,OD400 - Umhlanga
145,OD400,,DC Authentic Diya Boxes,shop front,external,0,DC Authentic Diya Boxes,,SHP-DIB-EACH,200,,OD400 - Umhlanga
70,OD400,,DC Diwali Jalebi,shop front,external,0,DC Diwali Jalebi,,SHP-DJA-EAC,100,,OD400 - Umhlanga
77,OD400,,DC Diwali Large Bag,shop front,external,0,DC Diwali Large Bag,,SHP-DLB-EAC,40,,OD400 - Umhlanga
115,OD400,,DC Diwali Large Designer Box,shop front,external,0,DC Diwali Large Designer Box,,SHP-DLD-EAC,180,,OD400 - Umhlanga
65,OD400,,DC Diwali Macaroons (5s),shop front,external,0,DC Majestic Box,,SHP-DMA-EAC,100,,OD400 - Umhlanga
0,OD400,,DC Majestic Box,shop front,external,,DC Majestic Jewels Ganesha 595g,,SHP-DMB-EAC,90,,OD400 - Umhlanga
270,OD400,,DC Majestic Jewels Ganesha 595g,shop front,external,,-2146826246,,SHP-DMJ-EAC,450,,OD400 - Umhlanga
18,OD400,,DC Diwali Peacock Box,shop front,external,0,DC Diwali Peacock Box,,SHP-DPB-EAC,80,,OD400 - Umhlanga
0,OD400,,Dhall Roti (6s),shop front,external,16045,Dhall Roti (6s),,SHP-DRO-EAC,40,,OD400 - Umhlanga
50,OD400,,DC Diwali Small Bag,shop front,external,0,DC Diwali Small Bag,,SHP-DSB-EAC,30,,OD400 - Umhlanga
100,OD400,,DC Velvet Box n Bag Set,shop front,external,,DC Velvet Box n Bag Set,,SHP-DVB-EAC,200,,OD400 - Umhlanga
0,OD400,,Christmas Fruit Cake Eggless Round,shop front,internal,0,Christmas Fruit Cake Eggless Round,,SHP-FCE-EAC,190,,OD400 - Umhlanga
110,OD400,,DC Floral Large Box,shop front,external,,DC Floral Large Box,,SHP-FLB-EAC,320,,OD400 - Umhlanga
75,OD400,,DC Floral Medium Box,shop front,external,,DC Floral Medium Box,,SHP-FMB-EAC,150,,OD400 - Umhlanga
0,OD400,,Five Roses Tea Tall,drink,external,0,Five Roses Tea Tall,,SHP-FRT-LRG,28,,OD400 - Umhlanga
0,OD400,,Five Roses Tea Small,drink,external,0,Five Roses Tea Small,,SHP-FRT-SML,23,,OD400 - Umhlanga
0,OD400,,DC Diwali Gold Laser Cut,shop front,external,0,DC Diwali Gold Laser Cut,,SHP-GLC-EAC,100,,OD400 - Umhlanga
27.61,OD400,,Hot x Buns 6s,shop front,internal,16022,Hot x Buns 6s,,SHP-HBU-EAC,32,,OD400 - Umhlanga
0,OD400,,Iced Coffee Large,drink,internal,0,Iced Coffee Large,,SHP-ICL-LRG,40,,OD400 - Umhlanga
0,OD400,,Idhli Pure Butter (4s),platter,internal,60071,Idhli Pure Butter (4s),,SHP-IDH-EACH,40,,OD400 - Umhlanga
220,OD400,,Ladoo  9 piece,shop front,internal,0,Ladoo 9 piece,,SHP-LAD-EAC,95,,OD400 - Umhlanga
45,OD400,,DC Lotus Box,shop front,external,,DC Lotus Box,,SHP-LBS-EAC,90,,OD400 - Umhlanga
0,OD400,,Lemon Loaf,shop front,internal,0,Lemon Loaf,,SHP-LEM-EAC,60,,OD400 - Umhlanga
0,OD400,,DC Large Hexagonal Deluxe Sweetmeats 375g,shop front,external,9003,DC Large Hexagonal Deluxe Sweetmeats 375g,,SHP-LHS-375,270,,OD400 - Umhlanga
0,OD400,,DC Large Jewels Deluxe Sweetmeats 350g,shop front,external,9004,DC Large Jewels Deluxe Sweetmeats 350g,,SHP-LJS-350,250,,OD400 - Umhlanga
0.456,OD400,,Madeira,shop front,internal,16023,Madeira,,SHP-MAD-EAC,50,,OD400 - Umhlanga
0,OD400,,DC Mini Hexagonal Deluxe Sweetmeats 165g,shop front,external,9001,DC Mini Hexagonal Deluxe Sweetmeats 165g,,SHP-MHS-165,140,,OD400 - Umhlanga
0,OD400,,Mince Pies,shop front,internal,16024,Mince Pies,,SHP-MIN-EAC,50,,OD400 - Umhlanga
130,OD400,,DC Mini Jewels Deluxe Sweetmeats 250g,shop front,external,9002,DC Mini Jewels Deluxe Sweetmeats 250g,,SHP-MJS-250,180,,OD400 - Umhlanga
0,OD400,,Brown Roti (6s),shop front,internal,16048,Brown Roti (6s),,SHP-MRO-EACH,30,,OD400 - Umhlanga
0,OD400,,Naan 300g,shop front,internal,16026,Naan 300g,,SHP-NAA-EAC,20,,OD400 - Umhlanga
0,OD400,,Poli With Fresh Coconut 4s,shop front,external,60074,Poli With Fresh Coconut 4s,,SHP-PFC-4S,60,,OD400 - Umhlanga
7.0486,OD400,,Poli (4s),shop front,external,60072,Poli (4s),,SHP-POL-EAC,50,,OD400 - Umhlanga
0,OD400,,Puri Patha Platter 30s,shop front,internal,0,Puri Patha Platter 30s,,SHP-PPP-30S,480,,OD400 - Umhlanga
0,OD400,,Rainbow Sponge Log,shop front,internal,16027,Rainbow Sponge Log,,SHP-RAI-EAC,65,,OD400 - Umhlanga
0,OD400,,Raisin Loaf,shop front,internal,16028,Raisin Loaf,,SHP-RAL-EAC,18,,OD400 - Umhlanga
60,OD400,,DC Ribbon Box,shop,external,-2146826246,DC Ribbon Box,,SHP-RBS-EAC,120,,OD400 - Umhlanga
