Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Treatment,Branch
0,OD200,,BD Ferrero Cake 12,exotic cakes,internal,10075,BD Ferrero Cake 12,,CEX-FER-012,1100,,OD200 - Ayesha Centre
0,OD200,,BD Ferrero Cake 14,exotic cakes,internal,10076,BD Ferrero Cake 14,,CEX-FER-014,1300,,OD200 - Ayesha Centre
0,OD200,,BD Ferrero Cake 16,exotic cakes,internal,10077,BD Ferrero Cake 16,,CEX-FER-016,1500,,OD200 - Ayesha Centre
0,OD200,,BD Ferrero Cake 18,exotic cakes,internal,0,BD Ferrero Cake 18,,CEX-FER-018,1700,,OD200 - Ayesha Centre
0,OD200,,BD Ferrero Cake 20,exotic,internal,0,BD Ferrero Cake 20,,CEX-FER-020,1800,,OD200 - Ayesha Centre
0,OD200,,Ferrero Rocher Cake,exotic cakes,internal,14012,Ferrero Rocher Cake,,CEX-FRC-EAC,260,,OD200 - Ayesha Centre
0,OD200,,Lemon Meringue Tart Small,exotic,internal,0,Lemon Meringue Tart Small,,CEX-LMS-EAC,20,,OD200 - Ayesha Centre
0,OD200,,Lemon Meringue Tart Large,exotic cakes,internal,0,Lemon Meringue Tart Large,,CEX-LMT-EAC,60,,OD200 - Ayesha Centre
0,OD200,,Macaroons (4s),exotic cakes,internal,14047,Macaroons (4s),,CEX-MAC-EAC,66,,OD200 - Ayesha Centre
0,OD200,,Malva Pudding,exotic,internal,14048,Malva Pudding,,CEX-MAL-EAC,34,,OD200 - Ayesha Centre
10,OD200,,Macaroons (1s),exotic,internal,0,Macaroons (1s),,CEX-MAO-EAC,19,,OD200 - Ayesha Centre
0,OD200,,Milky Bar Exotic,exotic cakes,internal,14049,Milky Bar Exotic,,CEX-MBE-EAC,230,,OD200 - Ayesha Centre
0,OD200,,Bar One Swissroll Slice,exotic cakes,internal,0,Bar One Swissroll Slice,,CEX-MBS-EAC,40,,OD200 - Ayesha Centre
0,OD200,,Moist Chocolate Cake Large With Cream Cheese,exotic,internal,0,Moist Chocolate Cake Large With Cream Cheese,,CEX-MCL-EACH,350,,OD200 - Ayesha Centre
0,OD200,,Freshcream 6 Layer Drip Cake with Toppings,shop front,internal,0,Freshcream 6 Layer Drip Cake with Toppings,,CEX-MDF-EAC,1200,,OD200 - Ayesha Centre
0,OD200,,BD Milky Bar 12'',exotic,internal,0,BD Milky Bar 12'',,CEX-MIL-12,700,,OD200 - Ayesha Centre
0,OD200,,BD Milky Bar 14'',exotic cakes,internal,0,BD Milky Bar 14'',,CEX-MIL-14,800,,OD200 - Ayesha Centre
0,OD200,,Milky Bar Swissroll Slice,exotic cakes,internal,0,Milky Bar Swissroll Slice,,CEX-MIL-EAC,35,,OD200 - Ayesha Centre
0,OD200,,Mini Pecan Nut Tart,exotic cakes,internal,0,Mini Pecan Nut Tart,,CEX-MPN-EAC,20,,OD200 - Ayesha Centre
0,OD200,,Malva Pudding Tartlet,exotic cakes,internal,0,Malva Pudding Tartlet,,CEX-MPT-EAC,16,,OD200 - Ayesha Centre
0,OD200,,Cream Cheese Rainbow Cake,exotic cakes,internal,0,Cream Cheese Rainbow Cake,,CEX-MRC-EAC,350,,OD200 - Ayesha Centre
0,OD200,,Cream Cheese Rainbow Slice,exotic cakes,internal,0,Cream Cheese Rainbow Slice,,CEX-MRS-EAC,43,,OD200 - Ayesha Centre
0,OD200,,Moist Vanilla Cake with Caramel Drizzle,exotic cakes,internal,14092,Moist Vanilla Cake with Caramel Drizzle,,CEX-MVC-EAC,75,,OD200 - Ayesha Centre
0,OD200,,New York Baked Blueberry Cheesecake Round,exotic cakes,internal,0,New York Baked Blueberry Cheesecake Round,,CEX-NBC-EAC,340,,OD200 - Ayesha Centre
0,OD200,,12'' Nibbed Nuts Only,miscellenous,internal,0,12'' Nibbed Nuts Only,,CEX-NUT-12,80,,OD200 - Ayesha Centre
0,OD200,,14'' Nibbed Nuts Only,miscellaneous,internal,0,14'' Nibbed Nuts Only,,CEX-NUT-14,80,,OD200 - Ayesha Centre
0,OD200,,16'' Nibbed Nuts Only,miscellenous,internal,0,16'' Nibbed Nuts Only,,CEX-NUT-16,120,,OD200 - Ayesha Centre
0,OD200,,18'' Nibbed Nuts Only,exotic,internal,0,18'' Nibbed Nuts Only,,CEX-NUT-18,120,,OD200 - Ayesha Centre
0,OD200,,20'' Nibbed Nuts Only,miscellenous,internal,0,20'' Nibbed Nuts Only,,CEX-NUT-20,180,,OD200 - Ayesha Centre
0,OD200,,22'' Nibbed Nuts Only,miscellenous,internal,0,22'' Nibbed Nuts Only,,CEX-NUT-22,180,,OD200 - Ayesha Centre
0,OD200,,New York Baked Cheese Cake Slice,exotic cakes,internal,0,New York Baked Cheese Cake Slice,,CEX-NYC-EAC,48,,OD200 - Ayesha Centre
0,OD200,,Portuguese Custard Tart (4S),exotic,external,0,Portuguese Custard Tart (4S),,CEX-PCT-4S,60,,OD200 - Ayesha Centre
10,OD200,,Portuguese Custard Tart,exotic,external,0,Portuguese Custard Tart,,CEX-PCT-EAC,18,,OD200 - Ayesha Centre
0,OD200,,12'' Peaches Slices Only,miscellenous,internal,0,12'' Peaches Slices Only,,CEX-PEA-12,80,,OD200 - Ayesha Centre
0,OD200,,14'' Peaches Slices Only,miscellaneous,internal,0,14'' Peaches Slices Only,,CEX-PEA-14,80,,OD200 - Ayesha Centre
0,OD200,,16'' Peaches Slices Only,miscellaneous,internal,0,16'' Peaches Slices Only,,CEX-PEA-16,120,,OD200 - Ayesha Centre
0,OD200,,18'' Peaches Slices Only,miscellenous,internal,0,18'' Peaches Slices Only,,CEX-PEA-18,180,,OD200 - Ayesha Centre
0,OD200,,20'' Peaches Slices Only,miscellenous,internal,0,20'' Peaches Slices Only,,CEX-PEA-20,180,,OD200 - Ayesha Centre
0,OD200,,22'' Peaches Slices Only,miscellaneous,internal,0,22'' Peaches Slices Only,,CEX-PEA-22,180,,OD200 - Ayesha Centre
0,OD200,,Pecan Nut Tartlet,exotic cakes,internal,0,Pecan Nut Tartlet,,CEX-PET-EACH,35,,OD200 - Ayesha Centre
0,OD200,,Peppermint Crisp Cake,exotic,internal,14014,Peppermint Crisp Cake,,CEX-PMC-EACH,100,,OD200 - Ayesha Centre
0,OD200,,Pecan Nut Tart,exotic cakes,internal,14016,Pecan Nut Tart,,CEX-PNT-EAC,110,,OD200 - Ayesha Centre
0,OD200,,Redvelvet Cheese Cake Cup,exotic cakes,internal,14038,Redvelvet Cheese Cake Cup,,CEX-REC-EAC,32,,OD200 - Ayesha Centre
0,OD200,,BD 16 Red Velvet Square,exotic cakes,internal,30778,BD 16 Red Velvet Square,,CEX-RED-016,1300,,OD200 - Ayesha Centre
0,OD200,,OREO CAKE,exotic cakes,internal,14059,OREO CAKE,,CEX-RMC-EAC,350,,OD200 - Ayesha Centre
0,OD200,,Red velvet Swissroll,exotic cakes,internal,14060,Red velvet Swissroll,,CEX-RSW-EAC,35,,OD200 - Ayesha Centre
0,OD200,,BC 14'' Round Triple Layer Rose Pattern,novelty,internal,0,BC 14'' Round Triple Layer Rose Pattern,,CEX-RTR-14,1100,,OD200 - Ayesha Centre
0,OD200,,BC 16'' Round Triple Layer Rose Pattern,novelty,internal,0,BC 16'' Round Triple Layer Rose Pattern,,CEX-RTR-16,1200,,OD200 - Ayesha Centre
0,OD200,,BC 18'' Round Triple Layer Rose Pattern,novelty,internal,0,BC 18'' Round Triple Layer Rose Pattern,,CEX-RTR-18,1400,,OD200 - Ayesha Centre
0,OD200,,BC 20'' Round Triple Layer Rose Pattern,novelty,internal,0,BC 20'' Round Triple Layer Rose Pattern,,CEX-RTR-20,1500,,OD200 - Ayesha Centre
0,OD200,,BD 18 Red Velvet Square,exotic cakes,internal,0,BD 18 Red Velvet Square,,CEX-RVB-018,1200,,OD200 - Ayesha Centre
0,OD200,,BD 20 Red Velvet Square,exotic cakes,internal,0,BD 20 Red Velvet Square,,CEX-RVB-020,1400,,OD200 - Ayesha Centre
0,OD200,,Red Velvet Cupcakes,exotic cakes,internal,14017,Red Velvet Cupcakes,,CEX-RVC-EAC,21,,OD200 - Ayesha Centre
0,OD200,,Red Velvet Gateaux,exotic cakes,internal,30776,Red Velvet Gateaux,,CEX-RVG-EAC,100,,OD200 - Ayesha Centre
0,OD200,,Red Velvet Gateaux,exotic cakes,internal,30776,Red Velvet Gateaux,,CEX-RVG-EAC,100,,OD200 - Ayesha Centre
0,OD200,,Red Velvet Log,exotic cakes,internal,14019,Red Velvet Log,,CEX-RVL-EAC,85,,OD200 - Ayesha Centre
0,OD200,,Red Velvet Slice,exotic cakes,internal,14020,Red Velvet Slice,,CEX-RVS-EAC,29,,OD200 - Ayesha Centre
0,OD200,,Tirumisu Dessert,exotic cakes,internal,0,Tirumisu Dessert,,CEX-TID-EAC,20,,OD200 - Ayesha Centre
0,OD200,,Cake Tiramisu,exotic cakes,internal,14021,Cake Tiramisu,,CEX-TIR-EAC,180,,OD200 - Ayesha Centre
0,OD200,,tirumisu slice,exotic cakes,internal,14022,tirumisu slice,,CEX-TIS-EAC,33,,OD200 - Ayesha Centre
0,OD200,,Tirumisu round,exotic cakes,internal,14023,Tirumisu round,,CEX-TRO-EAC,180,,OD200 - Ayesha Centre
0,OD200,,BD Milky Bar 16'',exotic cakes,internal,0,BD Milky Bar 16'',,CEZ-MIL-16,800,,OD200 - Ayesha Centre
0,OD200,,BD 14''  Freshcream Alphabet Cake,novelty,internal,0,BD 14'' Freshcream Alphabet Cake,,CFA-FAC-014,630,,OD200 - Ayesha Centre
0,OD200,,BD 16'' Eggless Freshcream Alphabet Cake,novelty,internal,0,BD 16'' Eggless Freshcream Alphabet Cake,,CFA-FAE-016,800,,OD200 - Ayesha Centre
0,OD200,,Belgica Tart,freshcream cake,internal,12022,Belgica Tart,,CFC-BET-EAC,85,,OD200 - Ayesha Centre
0,OD200,,Belgica Tartlet,freshcream cake,internal,12023,Belgica Tartlet,,CFC-BTL-EAC,32,,OD200 - Ayesha Centre
0,OD200,,FC Black Forest Slice,freshcream cake,internal,12009,FC Black Forest Slice,,CFC-CBS-EAC,24,,OD200 - Ayesha Centre
0,OD200,,Carrot Cake With Cream Cheese,freshcream cake,internal,30866,Carrot Cake With Cream Cheese,,CFC-CCC-EAC,76,,OD200 - Ayesha Centre
0,OD200,,Custard Doughnut,freshcream cakes,internal,12035,Custard Doughnut,,CFC-CCD-EAC,20,,OD200 - Ayesha Centre
0,OD200,,Gluten Free Carrot  Cake Tub 15cm,exotic,internal,0,Gluten Free Carrot Cake Tub 15cm,,CFC-CCT-15CM,22,,OD200 - Ayesha Centre
0,OD200,,FC Choc Drip Gateaux,freshcream cake,internal,15049,FC Choc Drip Gateaux,,CFC-CFD-EAC,200,,OD200 - Ayesha Centre
0,OD200,,Christmas Freshcream Eggless Gateaux,freshcream cake,internal,0,Christmas Freshcream Eggless Gateaux,,CFC-CFE-EACH,180,,OD200 - Ayesha Centre
0,OD200,,Custard Danish,freshcream cake,internal,12024,Custard Danish,,CFC-CUD-EAC,25,,OD200 - Ayesha Centre
0,OD200,,Custard Slice,freshcream cake ,internal,12025,Custard Slice,,CFC-CUS-EAC,25,,OD200 - Ayesha Centre
0,OD200,,BD 1M X500 FC Eggless,freshcream 1mx 500,internal,0,BD 1M X500 FC Eggless,,CFC-EF1-1M,3600,,OD200 - Ayesha Centre
0,OD200,,FC Black Forest Gateaux,freshcream cake,internal,12004,FC Black Forest Gateaux,,CFC-FBF-EAC,250,,OD200 - Ayesha Centre
0,OD200,,FC Birthday Gateaux,freshcream cake,internal,12002,FC Birthday Gateaux,,CFC-FBG-EAC,145,,OD200 - Ayesha Centre
0,OD200,,Fresh Cream Doughnut,freshcream cake,internal,12015,Fresh Cream Doughnut,,CFC-FCD-EAC,18,,OD200 - Ayesha Centre
0,OD200,,FC Eclair Chocolate,freshcream cakes,internal,12027,FC Eclair Chocolate,,CFC-FCE-EAC,24,,OD200 - Ayesha Centre
0,OD200,,FC Chocolate Gateaux,freshcream cake,internal,12006,FC Chocolate Gateaux,,CFC-FCG-EAC,135,,OD200 - Ayesha Centre
0,OD200,,Christmas Freshcream Choc Gateaux,freshcream cake,internal,12037,Christmas Freshcream Choc Gateaux,,CFC-FCJ-EAC,165,,OD200 - Ayesha Centre
0,OD200,,FC Fresh Cream Slice,freshcream cake,internal,12010,FC Fresh Cream Slice,,CFC-FCL-EAC,24,,OD200 - Ayesha Centre
0,OD200,,FC Lamington Chocolate,freshcream cake,internal,12012,FC Lamington Chocolate,,CFC-FCM-EAC,24,,OD200 - Ayesha Centre
0,OD200,,FC Caramel Sponge,exotic cakes,internal,12030,FC Caramel Sponge,,CFC-FCP-EAC,70,,OD200 - Ayesha Centre
0,OD200,,FC Croissant 80g,freshcream cake,internal,12026,FC Croissant 80g,,CFC-FCR-EAC,24,,OD200 - Ayesha Centre
0,OD200,,FC Chocolate Swiss Roll,freshcream cake,internal,12014,FC Chocolate Swiss Roll,,CFC-FCS-EAC,95,,OD200 - Ayesha Centre
0,OD200,,Cake Freshcream In Dome Eggless,freshcream cake,internal,8102,Cake Freshcream In Dome Eggless,,CFC-FDD-EAC,100,,OD200 - Ayesha Centre
0,OD200,,Cake Buttercream In Dome Eggless,buttercream cake,internal,8101,Cake Buttercream In Dome Eggless,,CFC-FDI-EAC,80,,OD200 - Ayesha Centre
0,OD200,,FC Eggless Birthday Gateaux,freshcream cake,internal,30519,FC Eggless Birthday Gateaux,,CFC-FEB-EAC,160,,OD200 - Ayesha Centre
0,OD200,,FC Eggless Vanilla Gateaux,freshcream cake,internal,12007,FC Eggless Vanilla Gateaux,,CFC-FEG-EAC,150,,OD200 - Ayesha Centre
0,OD200,,FC Eggless Slice,freshcream cake,internal,30621,FC Eggless Slice,,CFC-FES-EAC,25,,OD200 - Ayesha Centre
0,OD200,,FC Milky Bar Slice,exotic cakes,internal,12011,FC Milky Bar Slice,,CFC-FMS-EAC,20,,OD200 - Ayesha Centre
0,OD200,,Freshcream Oreo Slice,freshcream cake,internal,0,Freshcream Oreo Slice,,CFC-FOS-EAC,32,,OD200 - Ayesha Centre
0,OD200,,FC Lamington Raspberry,freshcream cake,internal,12013,FC Lamington Raspberry,,CFC-FRL-EAC,24,,OD200 - Ayesha Centre
0,OD200,,Mini Jam TurnOvers,buttercream cake,internal,0,Mini Jam TurnOvers,,CFC-FRM-EAC,14.5,,OD200 - Ayesha Centre
0,OD200,,BD Fruit Cake 10,fruit cake,internal,10079,BD Fruit Cake 10,,CFC-FRU-010,1100,,OD200 - Ayesha Centre
0,OD200,,BDFruit Cake 12,fruit cake,internal,10080,BDFruit Cake 12,,CFC-FRU-012,1200,,OD200 - Ayesha Centre
0,OD200,,BD Fruit Cake 14,fruit cake,internal,10081,BD Fruit Cake 14,,CFC-FRU-014,1300,,OD200 - Ayesha Centre
0,OD200,,BD Fruit Cake 16,fruit cake,internal,10082,BD Fruit Cake 16,,CFC-FRU-016,1500,,OD200 - Ayesha Centre
0,OD200,,Fruit Cake Pieces Unwrapped,fruit cake,internal,0,Fruit Cake Pieces Unwrapped,,CFC-FRU-EAU,17,,OD200 - Ayesha Centre
0,OD200,,Fruit Cake Pieces Wrapped,fruit cake,internal,0,Fruit Cake Pieces Wrapped,,CFC-FRU-EAW,12,,OD200 - Ayesha Centre
0,OD200,,Mini Freshcream Swissroll,freshcream cakes,internal,0,Mini Freshcream Swissroll,,CFC-FSM-EAC,20,,OD200 - Ayesha Centre
0,OD200,,FC Strawberry Sponge,freshcream cake,internal,12031,FC Strawberry Sponge,,CFC-FSS-EAC,400,,OD200 - Ayesha Centre
0,OD200,,Mothers Day Eggless Freshcream Gateaux,freshcream cake,internal,12034,Mothers Day Eggless Freshcream Gateaux,,CFC-MEG-EAC,175,,OD200 - Ayesha Centre
0,OD200,,Mini FC D/N,freshcream cake,internal,0,Mini FC D/N,,CFC-MFD-EAC,13,,OD200 - Ayesha Centre
0,OD200,,Mini Freshcream Eclairs,freshcream cakes,internal,0,Mini Freshcream Eclairs,,CFC-MFE-EAC,16,,OD200 - Ayesha Centre
0,OD200,,Mothers Day FC Choc Gateaux with rose and leaves,freshcream cakes,internal,12033,Mothers Day FC Choc Gateaux with rose and leaves,,CFC-MFG-EAC,132,,OD200 - Ayesha Centre
0,OD200,,Mothers Day FC Choc Gateaux with rose and leaves,freshcream cakes,internal,12033,Mothers Day FC Choc Gateaux with rose and leaves,,CFC-MFG-EAC,160,,OD200 - Ayesha Centre
0,OD200,,Mini CreamPuffs,buttercream cake,internal,0,Mini CreamPuffs,,CFC-MFL-EAC,14.5,,OD200 - Ayesha Centre
0,OD200,,Mini Milk Tart,freshcream cake,internal,0,Mini Milk Tart,,CFC-MMT-EAC,15.5,,OD200 - Ayesha Centre
0,OD200,,Milk Tart Large,freshcream cake,internal,12028,Milk Tart Large,,CFC-MTA-EAC,55,,OD200 - Ayesha Centre
0,OD200,,Milk Tartlet,freshcream cakes,internal,12029,Milk Tartlet,,CFC-MTL-EAC,24,,OD200 - Ayesha Centre
79.5,OD200,,No Bake Cake,freshcream cake,internal,12032,No Bake Cake,,CFC-NOB-EAC,24,,OD200 - Ayesha Centre
0,OD200,,BD Round Fruitcake 12,fruit cake round,internal,30340,BD Round Fruitcake 12,,CFR-CFR-012,1100,,OD200 - Ayesha Centre
0,OD200,,BD Round Fruitcake 14,fruit cak eround,internal,30363,BD Round Fruitcake 14,,CFR-CFR-014,1200,,OD200 - Ayesha Centre
0,OD200,,BD Round Fruitcake 16,fruit cake round,internal,30364,BD Round Fruitcake 16,,CFR-CFR-016,1300,,OD200 - Ayesha Centre
0,OD200,,BD WC Fruit 2 Layer,wedding cake,internal,10100,BD WC Fruit 2 Layer,,CFW-CAF-002,3900,,OD200 - Ayesha Centre
0,OD200,,BD WC Fruit 3 Layer,wedding cake,internal,10101,BD WC Fruit 3 Layer,,CFW-CAF-003,4900,,OD200 - Ayesha Centre
150,OD200,,Betasan Gel Sanitizer Refills,consumables,external,0,Betasan Gel Sanitizer Refills,,CLE-BGS-EAC,,,OD200 - Ayesha Centre
750,OD200,,Monthly Pest Control,pest control,external,0,Monthly Pest Control,,CLE-MPP-EAC,,,OD200 - Ayesha Centre
50,OD200,,Viper Boards,consumables,external,0,Viper Boards,,CLE-VIB-EAC,,,OD200 - Ayesha Centre
0,OD200,,BD Buttercream 1mx500,buttercream 1mx500,internal,10083,BD Buttercream 1mx500,,CNO-BC1-1X5,2400,,OD200 - Ayesha Centre
0,OD200,,BD Buttercream 16 Bible,novelty,internal,10060,BD Buttercream 16 Bible,,CNO-BCB-016,870,,OD200 - Ayesha Centre
0,OD200,,BD Buttercream 18 Bible,novelty,internal,10065,BD Buttercream 18 Bible,,CNO-BCB-018,920,,OD200 - Ayesha Centre
0,OD200,,BD Buttercream 20 Bible,novelty,internal,10068,BD Buttercream 20 Bible,,CNO-BCB-020,980,,OD200 - Ayesha Centre
0,OD200,,BD Buttercream 1mx500 Eggless,buttercream cake 1mx500,internal,0,BD Buttercream 1mx500 Eggless,,CNO-BCE-1X5,3100,,OD200 - Ayesha Centre
0,OD200,,BD Buttercream 16 Heart,novelty,internal,10063,BD Buttercream 16 Heart,,CNO-BCH-016,870,,OD200 - Ayesha Centre
0,OD200,,BD Buttercream 18 Heart,novelty,internal,10067,BD Buttercream 18 Heart,,CNO-BCH-018,920,,OD200 - Ayesha Centre
0,OD200,,BD Buttercream 20 Heart,novelty,internal,10036,BD Buttercream 20 Heart,,CNO-BCH-020,980,,OD200 - Ayesha Centre
0,OD200,,BD Buttercream 14 Soccer,novelty,internal,10059,BD Buttercream 14 Soccer,,CNO-BCS-014,720,,OD200 - Ayesha Centre
0,OD200,,BD Buttercream 16 Soccer,novelty,internal,10064,BD Buttercream 16 Soccer,,CNO-BCS-016,760,,OD200 - Ayesha Centre
0,OD200,,BD Mould On SL 18,novelty,internal,10085,BD Mould On SL 18,,CNO-BNY-018,1500,,OD200 - Ayesha Centre
0,OD200,,BD Buttercream 14 Butterfly,novelty,internal,10057,BD Buttercream 14 Butterfly,,CNO-BUT-014,950,,OD200 - Ayesha Centre
0,OD200,,BD Buttercream 16 Butterfly,novelty,internal,10062,BD Buttercream 16 Butterfly,,CNO-BUT-016,1000,,OD200 - Ayesha Centre
0,OD200,,BD Castle,novelty,internal,10087,BD Castle,,CNO-CAS-018,1700,,OD200 - Ayesha Centre
0,OD200,,BD Buttercream 20 Double Heart With Base,novelty,internal,10167,BD Buttercream 20 Double Heart With Base,,CNO-DHB-020,1100,,OD200 - Ayesha Centre
0,OD200,,BD Buttercream 14 Doll,novelty,internal,10058,BD Buttercream 14 Doll,,CNO-DOLL-014,870,,OD200 - Ayesha Centre
0,OD200,,BD Buttercream 16 Doll,novelty,internal,10061,BD Buttercream 16 Doll,,CNO-DOLL-016,920,,OD200 - Ayesha Centre
0,OD200,,BD Freshcream 1mx500,freshcream 1mx 500,internal,10084,BD Freshcream 1mx500,,CNO-FC1-1X5,2700,,OD200 - Ayesha Centre
0,OD200,,BD 16 Freshcream BIBLE,novelty,internal,30469,BD 16 Freshcream BIBLE,,CNO-FCB-016,920,,OD200 - Ayesha Centre
0,OD200,,BD Freshcream 18 Bible,novelty,internal,10071,BD Freshcream 18 Bible,,CNO-FCB-018,970,,OD200 - Ayesha Centre
0,OD200,,BD Freshcream 20 Bible,novelty,internal,10073,BD Freshcream 20 Bible,,CNO-FCB-020,1050,,OD200 - Ayesha Centre
0,OD200,,BD Freshcream 1m x 500 Eggless,freshcream cakes 1mx500 eggless,internal,0,BD Freshcream 1m x 500 Eggless,,CNO-FCE-1X5,3600,,OD200 - Ayesha Centre
0,OD200,,BD Freshcream 16 Heart,novelty,internal,10070,BD Freshcream 16 Heart,,CNO-FCH-016,920,,OD200 - Ayesha Centre
0,OD200,,BD Freshcream 18 Heart,novelty,internal,10072,BD Freshcream 18 Heart,,CNO-FCH-018,970,,OD200 - Ayesha Centre
0,OD200,,BD Freshcream 20 Heart,novelty,internal,10027,BD Freshcream 20 Heart,,CNO-FCH-020,1050,,OD200 - Ayesha Centre
0,OD200,,BD Freshcream 14 Soccer,novelty,internal,10069,BD Freshcream 14 Soccer,,CNO-FCS-014,760,,OD200 - Ayesha Centre
0,OD200,,BD Freshcream 16 Soccer,novelty,internal,10074,BD Freshcream 16 Soccer,,CNO-FCS-016,800,,OD200 - Ayesha Centre
0,OD200,,BD FC With Strawberries & Fence,novelty,internal,0,BD FC With Strawberries & Fence,,CNO-FSF-014,950,,OD200 - Ayesha Centre
0,OD200,,BD Spiderman On SL 18,novelty,internal,10086,BD Spiderman On SL 18,,CNO-SPI-018,1600,,OD200 - Ayesha Centre
8.3,OD200,,Coke Zero 440ml can,drink,external,0,Coke Zero 440ml can,,DRI- CZE-440,11,,OD200 - Ayesha Centre
0,OD200,,Americano Short,drink,internal,0,Americano Short,,DRI-AME-250ML,20,,OD200 - Ayesha Centre
0,OD200,,Americano Tall,drink,internal,0,Americano Tall,,DRI-AME-350ML,25,,OD200 - Ayesha Centre
13.94,OD200,,Appletiser 330ml CAN,drink,external,6001050000000,Appletiser 330ml CAN,,DRI-APT-330,20,,OD200 - Ayesha Centre
29.57,OD200,,Clover Bliss Double cream yogurt,ingredient,external,0,Clover Bliss Double cream yogurt,,DRI-BLI-EAC,15,,OD200 - Ayesha Centre
0,OD200,,Caramel Freezo,drink,internal,0,Caramel Freezo,,DRI-CAF-EAC,35,,OD200 - Ayesha Centre
0,OD200,,Cappuccino Tall,drink,internal,0,Cappuccino Tall,,DRI-CAL-EAC,30,,OD200 - Ayesha Centre
0,OD200,,Cappuccino Short,drink,internal,0,Cappuccino Short,,DRI-CAS-EAC,26,,OD200 - Ayesha Centre
10.72,OD200,,Cappy Breakfast Blend 330ml,drink,external,5449000000000,Cappy Breakfast Blend 330ml,,DRI-CBB-EAC,18,,OD200 - Ayesha Centre
0,OD200,,Coffee Freezo,drink,internal,0,Coffee Freezo,,DRI-CFR=EAC,35,,OD200 - Ayesha Centre
0,OD200,,Chai Latte Short,drink,internal,0,Chai Latte Short,,DRI-CHA-350ML,26,,OD200 - Ayesha Centre
7.9,OD200,,Coca-Cola 1250ml,drink,external,5449000000000,Coca-Cola 1250ml,,DRI-COC-125,12,,OD200 - Ayesha Centre
12.77,OD200,,Coca-Cola 1L,drink,external,5449000000000,Coca-Cola 1L,,DRI-COC-1LT,21,,OD200 - Ayesha Centre
20.64,OD200,,Coca-Cola 2l,drink,external,5449000000000,Coca-Cola 2l,,DRI-COC-2LT,30,,OD200 - Ayesha Centre
5.04,OD200,,Coca-Cola 300ml Bottle,drink,external,2003,Coca-Cola 300ml Bottle,,DRI-COC-300,7,,OD200 - Ayesha Centre
8.29,OD200,,Coca-Cola 300ml Can,drink,external,5449000000000,Coca-Cola 300ml Can,,DRI-COC-330,9,,OD200 - Ayesha Centre
9.51,OD200,,Coca-Cola 440ml Buddy,drink,external,5449000000000,Coca-Cola 440ml Buddy,,DRI-COC-500,14.5,,OD200 - Ayesha Centre
10.39,OD200,,Coca-Cola Zero 1.5ltr,drink,external,5449000000000,Coca-Cola Zero 1.5ltr,,DRI-COL-1.5LT,20,,OD200 - Ayesha Centre
0,OD200,,Coca-Cola Light 1250ml,drink,external,5449000000000,Coca-Cola Light 1250ml,,DRI-COL-125,12,,OD200 - Ayesha Centre
15.86,OD200,,Coke Light 2250ml,drink,external,0,Coke Light 2250ml,,DRI-COL-225,27,,OD200 - Ayesha Centre
12.98,OD200,,Coca-Cola Light 2l,drink,external,5449000000000,Coca-Cola Light 2l,,DRI-COL-2LT,27,,OD200 - Ayesha Centre
0,OD200,,Coke 300ml Can,drink,external,549000000000,Coke 300ml Can,,DRI-COL-300C,13,,OD200 - Ayesha Centre
6.41,OD200,,Coca-Cola Light 330ml Can,drink,external,5449000000000,Coca-Cola Light 330ml Can,,DRI-COL-330,9,,OD200 - Ayesha Centre
8.64,OD200,,Coca-Cola Light 500ml,drink,external,5449000000000,Coca-Cola Light 500ml,,DRI-COL-500,14.5,,OD200 - Ayesha Centre
0,OD200,,Cortado Short,drink,internal,0,Cortado Short,,DRI-COR-250ML,26,,OD200 - Ayesha Centre
16.61,OD200,,Coke Zero 2250ml,drink,external,0,Coke Zero 2250ml,,DRI-COZ-2250,27,,OD200 - Ayesha Centre
12.98,OD200,,Coca-Cola Zero 2l,drink,external,5449000000000,Coca-Cola Zero 2l,,DRI-COZ-2LT,27,,OD200 - Ayesha Centre
6.41,OD200,,Coca-Cola Zero 300ml Can,drink,external,5449000000000,Coca-Cola Zero 300ml Can,,DRI-COZ-330,9,,OD200 - Ayesha Centre
9.51,OD200,,Coca-Cola Zero 500ml,ingredient,external,5449000000000,Coca-Cola Zero 500ml,,DRI-COZ-500,14.5,,OD200 - Ayesha Centre
11.29,OD200,,Cappy Passion Peach,drink,external,5449000000000,Cappy Passion Peach,,DRI-CPP-EAC,16,,OD200 - Ayesha Centre
0,OD200,,Cappy Trop Punch 330ml,drink,external,5449000000000,Cappy Trop Punch 330ml,,DRI-CTP-330,18,,OD200 - Ayesha Centre
10.72,OD200,,Cappy Tropical 330ml,drink,external,0,Cappy Tropical 330ml,,DRI-CTR-EAC,18,,OD200 - Ayesha Centre
0,OD200,,Espresso Double Small,drink,internal,0,Espresso Double Small,,DRI-ESD-EAC,25,,OD200 - Ayesha Centre
0,OD200,,Espresso  Short,drink,internal,0,Espresso Short,,DRI-ESS-250ML,20,,OD200 - Ayesha Centre
0,OD200,,Espresso Tall,drink,internal,0,Espresso Tall,,DRI-ESS-350ML,22,,OD200 - Ayesha Centre
0,OD200,,Espresso Singe Small,drink,internal,0,Espresso Single Small,,DRI-ESS-EAC,20,,OD200 - Ayesha Centre
