"ItemCode","Barcode","ItemDescription","Category","ItemCategory","UnitOfMeasure","SellingPrice","CostPrice","IsRetail"
"CEX-RTR-16","","BC 16'' Round Triple Layer Rose Pattern","novelty","internal","ea","1,100.00","0.00","True"
"CEX-RTR-18","","BC 18'' Round Triple Layer Rose Pattern","novelty","internal","ea","1,250.00","0.00","True"
"CEX-RTR-20","","BC 20'' Round Triple Layer Rose Pattern","novelty","internal","ea","1,500.00","0.00","True"
"CEX-RVB-018","","BD 18 Red Velvet Square","exotic cakes","internal","ea","1,200.00","0.00","True"
"CEX-RVB-020","","BD 20 Red Velvet Square","exotic cakes","internal","ea","1,400.00","0.00","True"
"CEX-RVC-EAC","14017.0","Red Velvet Cupcakes","exotic cakes","internal","ea","21.00","0.00","True"
"CEX-RVG-EAC","30776.0","Red Velvet Gateaux","exotic cakes","internal","ea","150.00","0.00","True"
"CEX-RVL-EAC","14019.0","Red Velvet Log","exotic cakes","internal","ea","70.00","0.00","True"
"CEX-RVS-EAC","14020.0","Red Velvet Slice","exotic cakes","internal","ea","35.00","0.00","True"
"CEX-TID-EAC","","Tirumisu Dessert","exotic cakes","internal","ea","20.00","0.00","True"
"CEX-TIR-EAC","14021.0","Cake Tiramisu","exotic cakes","internal","ea","180.00","0.00","True"
"CEX-TIS-EAC","14022.0","tirumisu slice","exotic cakes","internal","ea","33.00","0.00","True"
"CEX-TRE-EAC","","Truffles Eggless 6s","exotic cakes","internal","ea","0.00","0.00","True"
"CEX-TRF-EAC","14062.0","Truffles (1)s","exotic cakes","internal","ea","0.00","0.00","True"
"CEX-TRO-EAC","14023.0","Tirumisu round","exotic cakes","internal","ea","180.00","0.00","True"
"CEX-TRU-EAC","14061.0","Truffles (6s)","exotic cakes","internal","ea","0.00","0.00","True"
"CEX-VAC-EAC","14039.0","Vanilla Cheese Cake Cup","exotic cakes","internal","ea","0.00","0.00","True"
"CEX-VGB-EACH","","Vegan Chocolate Brownie","exotic cakes","internal","ea","0.00","0.00","True"
"CEZ-MIL-16","","BD Milky Bar 16''","exotic cakes","internal","ea","1,200.00","0.00","True"
"CFA-FAC-014","","BD 14'' Freshcream Alphabet Cake","novelty","internal","ea","630.00","0.00","True"
"CFA-FAE-016","","BD 16'' Eggless Freshcream Alphabet Cake","novelty","internal","ea","800.00","0.00","True"
"CFC-BET-EAC","12022.0","Belgica Tart","freshcream cake","internal","ea","80.00","0.00","False"
"CFC-BTL-EAC","12023.0","Belgica Tartlet","freshcream cake","internal","ea","35.00","0.00","False"
"CFC-CBS-EAC","12009.0","FC Black Forest Slice","freshcream cake","internal","ea","25.00","0.00","False"
"CFC-CCC-EAC","30866.0","Carrot Cake With Cream Cheese","freshcream cake","internal","ea","85.00","0.00","False"
"CFC-CCD-EAC","12035.0","Custard Doughnut","freshcream cakes","internal","ea","20.00","0.00","False"
"CFC-CCT-15CM","","Gluten Free Carrot Cake Tub 15cm","exotic","internal","ea","22","0.00","True"
"CFC-CFD-EAC","15049.0","FC Choc Drip Gateaux","freshcream cake","internal","ea","200.00","0.00","False"
"CFC-CFE-EACH","","Christmas Freshcream Eggless Gateaux","freshcream cake","internal","ea","170.00","0.00","False"
"CFC-CUD-EAC","12024.0","Custard Danish","freshcream cake","internal","ea","28.00","0.00","False"
"CFC-CUS-EAC","12025.0","Custard Slice","freshcream cake ","internal","ea","28.00","0.00","False"
"CFC-EF1-1M","","BD 1M X500 FC Eggless","freshcream 1mx 500","internal","ea","3,500.00","0.00","False"
"CFC-EMT-EACH","","Eggless Milk Tartlet","freshcream cake","internal","ea","28.00","0.00","False"
"CFC-FBF-EAC","12004.0","FC Black Forest Gateaux","freshcream cake","internal","ea","290.00","0.00","False"
"CFC-FBG-EAC","12002.0","FC Birthday Gateaux","freshcream cake","internal","ea","130.00","0.00","False"
"CFC-FCD-EAC","12015.0","Fresh Cream Doughnut","freshcream cake","internal","ea","20.00","0.00","False"
"CFC-FCE-EAC","12027.0","FC Eclair Chocolate","freshcream cakes","internal","ea","25.00","0.00","False"
"CFC-FCG-EAC","12006.0","FC Chocolate Gateaux","freshcream cake","internal","ea","140.00","0.00","False"
"CFC-FCJ-EAC","12037.0","Christmas Freshcream Choc Gateaux","freshcream cake","internal","ea","180.00","0.00","False"
"CFC-FCL-EAC","12010.0","FC Fresh Cream Slice","freshcream cake","internal","ea","25.00","0.00","False"
"CFC-FCM-EAC","12012.0","FC Lamington Chocolate","freshcream cake","internal","ea","25.00","0.00","False"
"CFC-FCP-EAC","12030.0","FC Caramel Sponge","exotic cakes","internal","ea","80.00","0.00","True"
"CFC-FCR-EAC","12026.0","FC Croissant 80g","freshcream cake","internal","ea","25.00","0.00","False"
"CFC-FCS-EAC","12014.0","FC Chocolate Swiss Roll","freshcream cake","internal","ea","95.00","0.00","False"
"CFC-FDD-EAC","8102.0","Cake Freshcream In Dome Eggless","freshcream cake","internal","ea","100.00","0.00","False"
"CFC-FDI-EAC","8101.0","Cake Buttercream In Dome Eggless","buttercream cake","internal","ea","80.00","0.00","False"
"CFC-FEB-EAC","30519.0","FC Eggless Birthday Gateaux","freshcream cake","internal","ea","180.00","0.00","False"
"CFC-FEG-EAC","12007.0","FC Eggless Vanilla Gateaux","freshcream cake","internal","ea","160.00","0.00","False"
"CFC-FES-EAC","30621.0","FC Eggless Slice","freshcream cake","internal","ea","26.00","0.00","False"
"CFC-FLM-EAC","","Choc Mini Lamington","buttercream cake","internal","ea","0.00","0.00","False"
"CFC-FMS-EAC","12011.0","FC Milky Bar Slice","exotic cakes","internal","ea","18.00","0.00","True"
"CFC-FOS-EAC","","Freshcream Oreo Slice","freshcream cake","internal","ea","32.00","0.00","False"
"CFC-FRL-EAC","12013.0","FC Lamington Raspberry","freshcream cake","internal","ea","25.00","0.00","False"
"CFC-FRM-EAC","","Mini Jam TurnOvers","buttercream cake","internal","ea","13.00","0.00","False"
"CFC-FRU-010","10079.0","BD Fruit Cake 10","fruit cake","internal","ea","950.00","0.00","False"
"CFC-FRU-012","10080.0","BDFruit Cake 12","fruit cake","internal","ea","1,000.00","0.00","False"
"CFC-FRU-014","10081.0","BD Fruit Cake 14","fruit cake","internal","ea","1,100.00","0.00","False"
"CFC-FRU-016","10082.0","BD Fruit Cake 16","fruit cake","internal","ea","1,150.00","0.00","False"
"CFC-FRU-EAU","","Fruit Cake Pieces Unwrapped","fruit cake","internal","ea","9.00","0.00","False"
"CFC-FRU-EAW","","Fruit Cake Pieces Wrapped","fruit cake","internal","ea","12.00","0.00","False"
"CFC-FSM-EAC","","Mini Freshcream Swissroll","freshcream cakes","internal","ea","20.00","0.00","False"
"CFC-FSS-EAC","12031.0","FC Strawberry Sponge","freshcream cake","internal","ea","100.00","0.00","False"
"CFC-MEG-EAC","12034.0","Mothers Day Eggless Freshcream Gateaux","freshcream cake","internal","ea","180.00","0.00","False"
"CFC-MFD-EAC","","Mini FC D/N","freshcream cake","internal","ea","14.00","0.00","False"
"CFC-MFE-EAC","","Mini Freshcream Eclairs","freshcream cakes","internal","ea","14.00","0.00","False"
"CFC-MFG-EAC","12033.0","Mothers Day FC Choc Gateaux with rose and leaves","freshcream cakes","internal","ea","160.00","0.00","False"
"CFC-MFL-EAC","","Mini CreamPuffs","buttercream cake","internal","ea","13.00","0.00","False"
"CFC-MMT-EAC","","Mini Milk Tart","freshcream cake","internal","ea","15.00","0.00","False"
"CFC-MTA-EAC","12028.0","Milk Tart Large","freshcream cake","internal","ea","55.00","0.00","False"
"CFC-MTL-EAC","12029.0","Milk Tartlet","freshcream cakes","internal","ea","24.00","0.00","False"
"CFC-NOB-EAC","12032.0","No Bake Cake","freshcream cake","internal","ea","24.00","61.20","False"
"CFC-SEF-EAC","30670.0","Eggless Small Freshcream Gateaux","freshcream cake","internal","ea","0.00","0.00","False"
"CFC-VVB-EAC","","Vegan Vanilla 4 Layer -Berry Garnish","exotic","internal","ea","0.00","0.00","True"
"CFR-CFR-012","30340.0","BD Round Fruitcake 12","fruit cake round","internal","ea","1,100.00","0.00","False"
"CFR-CFR-012","30340.0","BD Round Fruitcake 12","fruitcake round","internal","ea","1,100.00","0.00","False"
"CFR-CFR-014","30363.0","BD Round Fruitcake 14","fruit cak eround","internal","ea","1,200.00","0.00","False"
"CFR-CFR-016","30364.0","BD Round Fruitcake 16","fruit cake","internal","ea","1,300.00","0.00","False"
"CFR-CFR-016","30364.0","BD Round Fruitcake 16","fruit cake round","internal","ea","1,300.00","0.00","False"
"CFW-CAF-002","10100.0","BD WC Fruit 2 Layer","wedding cake","internal","ea","3,900.00","0.00","False"
"CFW-CAF-003","10101.0","BD WC Fruit 3 Layer","wedding cake","internal","ea","4,900.00","0.00","False"
"CFW-CAF-003","10101.0","BD WC Fruit 3 Layer","wedding cake","internal","ea","4,900.00","0.00","False"
"CFW-CKE-003","10099.0","BD Wedding Cake FC 10 12 14 Loose","wedding cake","internal","ea","0.00","0.00","False"
"CLE-BGS-EAC","","Betasan Gel Sanitizer Refills","consumables","external","ea","","140.00","True"
"CLE-MPP-EAC","","Monthly Pest Control","pest control","external","ea","","850.00","False"
"CLE-TPR-EAC","","Tad Paper Refil","consumables","external","ea","0.00","0.00","True"
"CLE-VIB-EAC","","Viper Boards","consumables","external","ea","","50.00","True"
"CNO-BC1-1X5","10083.0","BD Buttercream 1mx500","buttercream 1mx500","internal","ea","2,400.00","0.00","False"
"CNO-BC1-1X5","10083.0","BD Buttercream 1mx500","buttercream 1mx 500","internal","ea","2,400.00","0.00","False"
"CNO-BCB-016","10060.0","BD Buttercream 16 Bible","novelty","internal","ea","870.00","0.00","True"
"CNO-BCB-018","10065.0","BD Buttercream 18 Bible","novelty","internal","ea","920.00","0.00","True"
"CNO-BCB-020","10068.0","BD Buttercream 20 Bible","novelty","internal","ea","980.00","0.00","True"
"CNO-BCE-1X5","","BD Buttercream 1mx500 Eggless","buttercream cake 1mx500","internal","ea","3,100.00","0.00","False"
"CNO-BCH-016","10063.0","BD Buttercream 16 Heart","novelty","internal","ea","870.00","0.00","True"
"CNO-BCH-018","10067.0","BD Buttercream 18 Heart","novelty","internal","ea","920.00","0.00","True"
"CNO-BCH-020","10036.0","BD Buttercream 20 Heart","novelty","internal","ea","980.00","0.00","True"
"CNO-BCS-014","10059.0","BD Buttercream 14 Soccer","novelty","internal","ea","720.00","0.00","True"
"CNO-BCS-014","10059.0","BD Buttercream 14 Soccer","novelty","internal","ea","720.00","0.00","True"
"CNO-BCS-016","10064.0","BD Buttercream 16 Soccer","novelty","internal","ea","760.00","0.00","True"
"CNO-BNY-018","10085.0","BD Mould On SL 18","novelty","internal","ea","1,500.00","0.00","True"
"CNO-BNY-018","10085.0","BD Mould On SL 18","novelty","internal","ea","1,500.00","0.00","True"
"CNO-BUT-014","10057.0","BD Buttercream 14 Butterfly","novelty","internal","ea","950.00","0.00","True"
"CNO-BUT-016","10062.0","BD Buttercream 16 Butterfly","novelty","internal","ea","1,000.00","0.00","True"
"CNO-CAS-018","10087.0","BD Castle","novelty","internal","ea","1,700.00","0.00","True"
"CNO-DHB-020","10167.0","BD Buttercream 20 Double Heart With Base","novelty","internal","ea","1,400.00","0.00","True"
"CNO-DOLL-014","10058.0","BD Buttercream 14 Doll","novelty","internal","ea","870.00","0.00","True"
"CNO-DOLL-016","10061.0","BD Buttercream 16 Doll","novelty","internal","ea","920.00","0.00","True"
"CNO-DOLL-016","10061.0","BD Buttercream 16 Doll","novelty","internal","ea","920.00","0.00","True"
"CNO-FC1-1X5","10084.0","BD Freshcream 1mx500","freshcream 1mx 500","internal","ea","2,700.00","0.00","False"
"CNO-FCB-016","30469.0","BD 16 Freshcream BIBLE","novelty","internal","ea","920.00","0.00","True"
"CNO-FCB-016","30469.0","BD 16 Freshcream BIBLE","novelty","internal","ea","920.00","0.00","True"
"CNO-FCB-018","10071.0","BD Freshcream 18 Bible","novelty","internal","ea","970.00","0.00","True"
"CNO-FCB-018","10071.0","BD Freshcream 18 Bible","novelty","internal","ea","970.00","0.00","True"
"CNO-FCB-020","10073.0","BD Freshcream 20 Bible","novelty","internal","ea","1,050.00","0.00","True"
"CNO-FCE-1X5","","BD Freshcream 1m x 500 Eggless","freshcream cakes 1mx500 eggless","internal","ea","3,600.00","0.00","False"
"CNO-FCH-016","10070.0","BD Freshcream 16 Heart","novelty","internal","ea","920.00","0.00","True"
"CNO-FCH-016","10070.0","BD Freshcream 16 Heart","novelty","internal","ea","920.00","0.00","True"
"CNO-FCH-018","10072.0","BD Freshcream 18 Heart","novelty","internal","ea","970.00","0.00","True"
"CNO-FCH-020","10027.0","BD Freshcream 20 Heart","novelty","internal","ea","1,050.00","0.00","True"
"CNO-FCS-014","10069.0","BD Freshcream 14 Soccer","novelty","internal","ea","760.00","0.00","True"
"CNO-FCS-016","10074.0","BD Freshcream 16 Soccer","novelty","internal","ea","800.00","0.00","True"
"CNO-FSF-014","","BD FC With Strawberries & Fence","novelty","internal","ea","950","0.00","True"
"CNO-SPI-018","10086.0","BD Spiderman On SL 18","novelty","internal","ea","1,600.00","0.00","True"
"DRI- CZE-440","","Coke Zero 440ml can","drink","external","ea","18.00","6.41","False"
"DRI-AMA-EAC","","Clover Amasi 2kg","ingredient","external","kg","0.00","0.00","False"
"DRI-AME-250ML","","Americano Short","drink","internal","ea","25.00","0.00","False"
"DRI-AME-350ML","","Americano Tall","drink","internal","ea","30.00","0.00","False"
"DRI-APT-275","6001048003323.0","Appletiser 275ml NRB","drink","external","ea","0.00","0.00","False"
"DRI-APT-330","6001048004481.0","Appletiser 330ml CAN","drink","external","ea","20.00","10.67","False"
"DRI-BAA-500","90492853.0","Bonaqua 500ml","drink","external","ea","0.00","0.00","False"
"DRI-BAN-500","5449000117816.0","Bonaqua 500ml Naartjie","drink","external","ea","0.00","0.00","False"
"DRI-BLI-EAC","","Clover Bliss Double cream yogurt","ingredient","external","ea","15.00","29.57","False"
"DRI-BON-500ML","","Water Bonaqua Still 500ml","drink","external","ea","0.00","0.00","False"
"DRI-CAF-EAC","","Caramel Freezo","drink","internal","ea","35.00","0.00","False"
"DRI-CBB-1500","","Cappy Breakfast Blend 1.5litre","drink","external","ea","0.00","0.00","False"
"DRI-CBB-EAC","5449000256010.0","Cappy Breakfast Blend 330ml","drink","external","ea","20.00","11.29","False"
"DRI-CFR=EAC","","Coffee Freezo","drink","internal","ea","4040","0.00","False"
"DRI-CHA-350ML","","Chai Latte Short","drink","internal","ea","32.00","0.00","False"
"DRI-CHF-250ML","","Chocolate Freezo Short","drink","internal","ea","45.00","0.00","False"
"DRI-CHF-350ML","","Chocolate Freezo Tall","drink","internal","ea","50.00","0.00","False"
"DRI-CHF-EAC","","Chocolate Freezo","ingredient","external","kg","0.00","0.00","False"
"DRI-CHL-EACH","","Chai Latte Tall","drink","internal","ea","36.00","0.00","False"
"DRI-COC-125","5449000009746.0","Coca-Cola 1250ml","drink","external","ea","12.00","0.00","False"
"DRI-COC-1LT","5449000054227.0","Coca-Cola 1L","drink","external","ea","22.00","13.73","False"
"DRI-COC-2LT","5449000009067.0","Coca-Cola 2l","drink","external","ea","30.00","21.72","False"
"DRI-COC-300","2003.0","Coca-Cola 300ml Bottle","drink","external","ea","7.00","0.00","False"
"DRI-COC-330","5449000256805.0","Coca-Cola 300ml Can","drink","external","ea","15.00","8.98","False"
"DRI-COC-440","","Coca- Cola 500ml Can","drink","external","ea","0.00","0.00","False"
"DRI-COC-500","5449000664686.0","Coca-Cola 440ml Buddy","drink","external","ea","20.00","10.01","False"
"DRI-COL-1.5LT","5449000133335.0","Coca-Cola Zero 1.5ltr","drink","external","ea","20.00","10.39","False"
"DRI-COL-125","5449000140913.0","Coca-Cola Light 1250ml","drink","external","ea","12.00","9.67","False"
"DRI-COL-225","","Coke Light 2250ml","drink","external","ea","28.00","15.10","False"
"DRI-COL-2LT","5449000050229.0","Coca-Cola Light 2l","drink","external","ea","30.00","17.33","False"
"DRI-COL-2LT","5449000050229.0","Coca-Cola Light 2l","drink","external","ea","30.00","17.33","False"
"DRI-COL-300C","549000256805.0","Coke 300ml Can","drink","external","ea","13.00","0.00","False"
"DRI-COL-330","5449000050205.0","Coca-Cola Light 330ml Can","drink","external","ea","15.00","9.17","False"
"DRI-COL-500","5449000664709.0","Coca-Cola Light 500ml","drink","external","ea","18.00","10.01","False"
"DRI-COR-250ML","","Cortado Short","drink","internal","ea","35.00","0.00","False"
"DRI-COZ-2250","","Coke Zero 2250ml","drink","external","ea","28.00","0.00","False"
"DRI-COZ-2LT","5449000131843.0","Coca-Cola Zero 2l","drink","external","ea","30.00","17.34","False"
"DRI-COZ-2LT","5449000131843.0","Coca-Cola Zero 2l","drink","external","ea","30.00","17.34","False"
"DRI-COZ-330","5449000256898.0","Coca-Cola Zero 300ml Can","drink","external","ea","13.00","0.00","False"
"DRI-COZ-500","5449000131836.0","Coca-Cola Zero 500ml","ingredient","external","ea","18.00","10.01","False"
"DRI-CPP-EAC","5449000255792.0","Cappy Passion Peach","drink","external","ea","20.00","11.29","False"
"DRI-CRE-400ML","5449000265364.0","Cream Soda 400ml","drink","external","ea","0.00","0.00","False"
"DRI-CTP-330","5449000255693.0","Cappy Trop Punch 330ml","drink","external","ea","18.00","0.00","False"
"DRI-ESS-250ML","","Espresso Short","drink","internal","ea","22.00","0.00","False"
"DRI-ESS-350ML","","Espresso Tall","drink","internal","ea","26.00","0.00","False"
"DRI-FAG-1LT","54490000252346.0","Fanta Grape","drink","external","ea","22.00","10.29","False"
"DRI-FAG-2LT","5449000010070.0","Fanta Grape 2l","drink","external","ea","30.00","18.03","False"
"DRI-FAG-300","2004.0","Fanta Grape 300ml Bottle","drink","external","ea","9.00","6.63","False"
"DRI-FAG-330","5449000257093.0","Fanta Grape 300ml CAN","drink","external","ea","13.00","6.41","False"
"DRI-FAG-500","5449000664723.0","Fanta Grape 440ml Buddy","drink","external","ea","20.00","8.83","False"
"DRI-FAN-300C","","Fanta Orange 300ml Can","drink","external","ea","0.00","0.00","False"
"DRI-FAN-440","5449000257130.0","Fanta Orange 400ml can","drink","external","ea","0.00","0.00","False"
"DRI-FAO-2LT","5449000010049.0","Fanta Orange 2l","drink","external","ea","30.00","19.48","False"
"DRI-FAO-300","2008.0","Fanta Orange 300ml Bottle","drink","external","ea","7.00","0.00","False"
"DRI-FAO-330","5449000257000.0","Fanta Orange 300ml Can","drink","external","ea","15.00","9.17","False"
"DRI-FAO-500","5449000664754.0","Fanta Orange 440ml Buddy","drink","external","ea","20.00","10.01","False"
"DRI-FAP-2LT","5449000003768.0","Fanta Pineapple 2l","drink","external","ea","30.00","18.75","False"
"DRI-FAP-2LT","5449000003768.0","Fanta Pineapple 2l","drink","external","ea","30.00","18.75","False"
"DRI-FAP-300","2007.0","Fanta Pine 300ml Bottle","drink","external","ea","9.00","0.00","False"
"DRI-FAP-330","5449000003201.0","Fanta Pineapple 330ml Can","drink","external","ea","15.00","0.00","False"
"DRI-FAP-500","5449000664747.0","Fanta Pineapple 440ml Buddy","drink","external","ea","20.00","9.29","False"
"DRI-FAS-125","","Fanta 1 litre","drink","external","ea","22.00","10.94","False"
"DRI-FLW-250ML","","Flat White Short","drink","internal","ea","30.00","0.00","False"
"DRI-FLW-350ML","","Flat White Tall","drink","internal","ea","35.00","0.00","False"
"DRI-FOC-500ML","5449000050809.0","Fanta Orange Can 500ml","drink","external","ea","18.00","9.17","False"
"DRI-FRT-250ML","","Five Roses Tea Short","drink","internal","ea","25.00","0.00","False"
"DRI-FRT-350ML","","Five Roses Tea Tall","drink","internal","ea","28.00","0.00","False"
"DRI-FWT-400ML","5449000316332.0","Fanta What The Flavour 400ml Buddy","drink","external","ea","14.50","8.58","False"
"DRI-GRA-275","6001048003385.0","Grapetiser 275ml NRB","drink","external","ea","0.00","0.00","False"
"DRI-GRA-330","6001048004511.0","Grapetiser 330ml Can","drink","external","ea","20.00","10.67","False"
"DRI-GRW-330","6001048003897.0","Grapetiser Wht 330ml Can","drink","external","ea","20.00","0.00","False"
"DRI-HAF-EAC","","Hazelnut Freezo","drink","internal","ea","35.00","0.00","False"
"DRI-HOC-250ML","","Hot Chocolate Short","drink","internal","ea","38.00","0.00","False"
"DRI-HOC-350ML","","Hot Chocolate Tall","drink","internal","ea","45.00","0.00","False"
"DRI-HWT-EAC","","Tall White Hot Chocolate","drink","internal","ea","34.00","0.00","False"
"DRI-IAM-EAC","","Iced Americano","drink","internal","ea","30.00","0.00","False"
"DRI-IBR-125","","Iron Brew1.25ml","drink","external","ea","12.00","0.00","False"
"DRI-ICC-250ML","","Iced Cappuccino Short","drink","internal","ea","32.00","0.00","False"
"DRI-ICC-350ML","","Iced Cappuccino Tall","drink","internal","ea","38.00","0.00","False"
"DRI-ICF-250ML","","Iced Coffee Freezo Short","drink","internal","ea","40.00","0.00","False"
"DRI-ICF-350ML","","Iced Coffee Freezo Tall","drink","internal","ea","45.00","0.00","False"
"DRI-ICF-KGR","","Instabean Coffee Freezo","drink","internal","ea","0.00","0.00","False"
"DRI-ICL-250ML","","Iced Chai Latte Short","drink","internal","ea","40.00","0.00","False"
"DRI-ICL-350ML","","Iced Chai Latte Tall","drink","internal","ea","45.00","0.00","False"
"DRI-ILA-EAC","","Iced Latte","drink","internal","ea","30.00","0.00","False"
"DRI-IMO-EAC","","Iced Mocha","platter","internal","ea","30.00","0.00","True"
"DRI-IRO-2LT","6001134297308.0","Iron Brew 2l","drink","external","ea","30.00","0.00","False"
"DRI-IRO-2LT","6001134297308.0","Iron Brew 2l","drink","external","ea","30.00","0.00","False"
"DRI-IRO-300","2009.0","Iron Brew 300ml","drink","external","ea","15.00","0.00","False"
"DRI-IRO-330","5449000106261.0","Iron Brew 330ml Can","drink","external","ea","15.00","0.00","False"
"DRI-IWM-EAC","","Iced White Mocha","drink","internal","ea","30.00","0.00","False"
"DRI-KAPP-500ML","6001299049668.0","Clover Krush 100% Apple","juice","external","ea","25.00","16.52","False"
"DRI-KFF-500ML","6001299045813.0","Clover Krush 6 Fruit £ Fibre","juice","external","ea","25.00","17.39","False"
"DRI-KOR-500ML","6001299010101.0","Clover Krush 100% Orange","juice","external","ea","25.00","17.39","False"
"DRI-LAT-350ML","","Latte Tall","drink","internal","ea","30.00","0.00","False"
"DRI-LATT-250ML","","Latte Short","drink","internal","ea","32.00","0.00","False"
"DRI-MAC-250ML","","Macchiato Short","drink","internal","ea","26.00","0.00","False"
"DRI-MAC-350ML","","Macchiato Tall","drink","internal","ea","30.00","0.00","False"
"DRI-MBO-EAC","","OD Bombay Crush","drink","internal","ea","45.00","0.00","False"
"DRI-MBU-EAC","","OD Bubblegum Milkshake","drink","internal","ea","40.00","0.00","False"
"DRI-MCH-EAC","","OD Chocolate Milkshake","drink","internal","ea","40.00","0.00","False"
"DRI-MCO-EAC","","OD Coffee Milkshake","drink","internal","ea","40.00","0.00","False"
"DRI-MEN-500","5060166698874.0","Monster Engery 500ml","drink","external","ea","25.00","15.70","False"
"DRI-MLI-EAC","","OD Lime Milkshake","drink","internal","ea","40.00","0.00","False"
"DRI-MML-500","5060517888299.0","Monster Mucho Logo 500ml","drink","external","ea","25.00","15.70","False"
"DRI-MOC-250ML","","Mocha Short","drink","internal","ea","40.00","0.00","False"
"DRI-MOC-350ML","","Mocha Tall","drink","internal","ea","45.00","0.00","False"
"DRI-MOF-250ML","","Mocha Freezo Short","drink","internal","ea","50.00","0.00","False"
"DRI-MOF-350ML","","Mocha Freezo Tall","drink","internal","ea","55.00","0.00","False"
"DRI-MON-330","5060517888664.0","Monster Original","drink","external","ea","25.00","15.70","False"
"DRI-MON-EAC","5060337509411.0","Monster","drink","external","ea","0.00","0.00","False"
"DRI-MSC-EAC","","OD Salted Caramel Milkshake","drink","internal","ea","40.00","0.00","False"
"DRI-MSC-KGR","","Malora Spicey Chai Latte","drink","internal","ea","0.00","0.00","False"
"DRI-MST-EAC","","OD Strawberry Milkshake","drink","internal","ea","40.00","0.00","False"
"DRI-MVA-EAC","","OD Vanilla Milkshake","drink","internal","ea","40.00","0.00","False"
"DRI-OBS-EAC","","OD Berry Smoothie","drink","internal","ea","65.00","0.00","False"
"DRI-OMS-EAC","","OD Mango Smoothie","drink","internal","ea","65.00","0.00","False"
"DRI-OOM-EAC","","OD Oreo Milkshake","drink","internal","ea","45.00","0.00","False"
"DRI-OSP-EAC","","OD Peanut Butter Smoothie","drink","internal","ea","65.00","0.00","False"
"DRI-PBB-EAC","54490482.0","Powerade Blueberry 500ml","drink","external","ea","20.00","11.44","False"
"DRI-PGE-500","5060517888848.0","Predator Gold Energy Drink 500ml","drink","external","ea","20.00","6.80","False"
"DRI-PJI-EAC","90492488.0","Powerade Jagged Ice","drink","external","ea","20.00","11.44","False"
"DRI-PNA-500ML","90492501.0","Powerade Naartjie","drink","external","ea","20.00","10.64","False"
"DRI-PPL-EAC","","Powerplay","drink","external","ea","20.00","0.00","False"
"DRI-REB-EAC","9002490100070.0","Red Bull 250ml","drink","external","ea","25.00","13.04","False"
"DRI-REC-350ML","","Red Cappuccino","drink","external","ea","40.00","0.00","False"
"DRI-ROB-250ML","","Rooibos Tea Short","drink","internal","ea","18.00","0.00","False"
"DRI-RSF-EAC","9002490200220.0","Red Bull Sugar Free","drink","external","ea","23.50","0.00","False"
"DRI-SCS-125","2017.0","Spar C/Soda 1250ml","drink","external","ea","12.00","0.00","False"
"DRI-SCS-2LT","6001134087305.0","Spar C\Soda 2lt","drink","external","ea","30.00","16.90","False"
"DRI-SCS-300","5449000257536.0","Spar C/Soda 300ml","drink","external","ea","15.00","9.67","False"
"DRI-SCS-330","5449000106322.0","Spar C/Soda 330ml Can","drink","external","ea","15.00","8.02","False"
"DRI-SCS-500","5449000664846.0","Spar Cream Soda 440ml Buddy","drink","external","ea","20.00","10.01","False"
"DRI-SIB-125","2011.0","Spar Iron Brew 1250ml","drink","external","ea","12.00","0.00","False"
"DRI-SPN-125","2012.0","Spar Pine Nut 1250ml","drink","external","ea","12.00","0.00","False"
"DRI-SPN-2LT","5449000117977.0","Spar Sparbry Pine Nut 2ltr","drink","external","ea","30.00","12.59","False"
"DRI-SPR-125","5449000234612.0","Sprite 1 litre","drink","external","ea","22.00","10.94","False"
"DRI-SPR-2LT","5449000234636.0","Sprite 2l","drink","external","ea","30.00","19.48","False"
"DRI-SPR-300","5449000257222.0","Sprite 300ml Can","drink","external","ea","15.00","8.29","False"
"DRI-SPR-330","5449000014535.0","Sprite 330ml Can","drink","external","ea","15.00","8.47","False"
"DRI-SPR-440","5449000257239.0","Sprite 400ml can","drink","external","ea","15.00","9.17","False"
"DRI-SPR-500","5449000234643.0","Sprite 440ml Buddy","drink","external","ea","20.00","10.01","False"
"DRI-SPZ-2LT","5449000104885.0","Sprite Zero 2l","drink","external","ea","30.00","0.00","False"
"DRI-SPZ-330","5449000106704.0","Sprite Zero 330ml Can","5rink","external","ea","15.00","0.00","False"
"DRI-SPZ-500","5449000109613.0","Sprite Zero 500ml","drink","external","ea","18.00","8.47","False"
"DRI-SRB-500","5449000664853.0","Sparletta Raspberry 440ml Buddy","drink","external","ea","20.00","10.01","False"
"DRI-SSB-125","6001134005507.0","Sparletta 1250ml","drink","external","ea","12.00","0.00","False"
"DRI-SSB-2LT","6001134687307.0","Spar Sparberry 2LTR","drink","external","ea","30.00","16.90","False"
"DRI-SSB-330","5449000257628.0","Spar Sparbry 300ml Can","drink","external","ea","13.00","9.67","False"
"DRI-SST-300","5449000257420.0","Spar Stoney 300ml","drink","external","ea","0.00","0.00","False"
"DRI-SST-330","5449000106421.0","Spar Stoney 330ml Can","drink","external","ea","15.00","7.28","False"
"DRI-STO-125","5449000064950.0","Stoney 1 litre","drink","external","ea","22.00","10.94","False"
